type,blockNumber,delegator,id,indexer,logIndex,shares,tokens
stakeDelegates,11904939,0x80e4ae5f32649796cf3c1038f8a1c8d09be8b6e7,0x012af6458716ac85e354755495c8bad140208adcbc542c5a7f62c828818e6490-138,0x5a8904be09625965d9aec4bffd30d853438a053e,138,197792889259527687362,204869803490050000000
stakeDelegates,11911301,0xcb7911ef9927374c702c78c2a83d28047e71abe5,0x01a267afbf7493232583032fca78fdf7095481b67f134a3c0ea0fc259a19aa48-223,0x365507a4eef5341cf00340f702f7f6e74217d96e,223,986791039765207365637,995390872267750000000
stakeDelegates,11914414,0x6115f03416bd85b799f43ee0201c9114a9f6bcf4,0x00313dabe79c8435a4d177141f0dfa2cffbf5afae18538687e045bb45d34e3f5-277,0x5a8904be09625965d9aec4bffd30d853438a053e,277,3517593335914655282899,3646233150350000000000
stakeDelegates,11914414,0x6115f03416bd85b799f43ee0201c9114a9f6bcf4,0x00313dabe79c8435a4d177141f0dfa2cffbf5afae18538687e045bb45d34e3f5-277,0x5a8904be09625965d9aec4bffd30d853438a053e,277,3517593335914655282899,3646233150350000000000
stakeDelegates,11941727,0x88d95a0a4a2ae6824dce0e6167bf731cc8d91c85,0x011bc24555e6180a65075068064c53e104e83bee81d902ea8eadda23a2e01828-292,0x5a8904be09625965d9aec4bffd30d853438a053e,292,3821550778136829164817,3966070000000000000000
stakeDelegates,11941727,0x88d95a0a4a2ae6824dce0e6167bf731cc8d91c85,0x011bc24555e6180a65075068064c53e104e83bee81d902ea8eadda23a2e01828-292,0x5a8904be09625965d9aec4bffd30d853438a053e,292,3821550778136829164817,3966070000000000000000
stakeDelegates,11946491,0x43196c7478e3937134308389146465280bf7bc8a,0x014eac61d26d4440e6fa794327d1c84f3080d7b2cb7904c58773b72880712217-148,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,148,7265933441694928704633,7645291613363328869094
stakeDelegates,11946491,0x43196c7478e3937134308389146465280bf7bc8a,0x014eac61d26d4440e6fa794327d1c84f3080d7b2cb7904c58773b72880712217-148,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,148,7265933441694928704633,7645291613363328869094
stakeDelegates,11954246,0x281a3a5b478c7c77460edd39dff561494f923f9a,0x0029c9adaa026e260bae1bd40f54c5d96df6fb186ed5872aa89e547f180c4315-206,0x4d6a8776a164776c93618233a0003e8894e7e6c2,206,6248237320489964653579,6387876617500000000000
stakeDelegates,11954246,0x281a3a5b478c7c77460edd39dff561494f923f9a,0x0029c9adaa026e260bae1bd40f54c5d96df6fb186ed5872aa89e547f180c4315-206,0x4d6a8776a164776c93618233a0003e8894e7e6c2,206,6248237320489964653579,6387876617500000000000
stakeDelegates,11980105,0x453a96c56e8046a1cf4b7e6b329795dca3155b51,0x00a4b478627fe6a4804fc7e6a55872b44f56317b9a5366acd735996b5c69ad46-168,0x5a8904be09625965d9aec4bffd30d853438a053e,168,298863663602085216637,310715623960391870452
stakeDelegates,11980105,0x453a96c56e8046a1cf4b7e6b329795dca3155b51,0x00a4b478627fe6a4804fc7e6a55872b44f56317b9a5366acd735996b5c69ad46-168,0x5a8904be09625965d9aec4bffd30d853438a053e,168,298863663602085216637,310715623960391870452
stakeDelegates,11984428,0x748fcf3dc21dd4abe411079606786c48ddbfc45d,0x003c660827880db8c614eb857ee333a211f591900edf38c3645b7c620dcf63c3-173,0x85fe868adf7f5950b052469075556fb207e5372d,173,7912069869841240928066,7960000000000000000000
stakeDelegates,11984428,0x748fcf3dc21dd4abe411079606786c48ddbfc45d,0x003c660827880db8c614eb857ee333a211f591900edf38c3645b7c620dcf63c3-173,0x85fe868adf7f5950b052469075556fb207e5372d,173,7912069869841240928066,7960000000000000000000
stakeDelegates,11985656,0xe1a42597c2d2cc2d0237df741d4b071d36ce9e42,0x01a10f428994277b96e992ef74358e8cd158efdec3e9862c8858445b8b1f3d20-263,0xfd12a5a7bc7f2eb4904a8177418dbb0bf094ba16,263,1290211990973465036834,1318892400000000000000
stakeDelegates,12016976,0xc9cacc26877b003490f17a0ff004490085537945,0x00c638d945b16f59dd2ad8e76a086a43d0ecc6c6491dc48dbca9e291c658153c-194,0x5a8904be09625965d9aec4bffd30d853438a053e,194,1911434966561846964022,1990248750000000000000
stakeDelegates,12016976,0xc9cacc26877b003490f17a0ff004490085537945,0x00c638d945b16f59dd2ad8e76a086a43d0ecc6c6491dc48dbca9e291c658153c-194,0x5a8904be09625965d9aec4bffd30d853438a053e,194,1911434966561846964022,1990248750000000000000
stakeDelegates,12031013,0x8bc0ed0627e9c406c6e781f1690441d57ce05b4a,0x018a8d702b6d8b497e4870e9f905337c479eb44891d71a02aaf1ce4645acd312-259,0x5a8904be09625965d9aec4bffd30d853438a053e,259,255323086741910315678,265996344950000000000
stakeDelegates,12035105,0xee97b2bbd506afa0cd6dafd0fd99da8a068dc087,0x0076cca449ff7d2ae751b0a40f2ffef0adcb932124c5dc6aa4334d6867594812-261,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,261,555170636011160552081,585711037325650000000
stakeDelegates,12035105,0xee97b2bbd506afa0cd6dafd0fd99da8a068dc087,0x0076cca449ff7d2ae751b0a40f2ffef0adcb932124c5dc6aa4334d6867594812-261,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,261,555170636011160552081,585711037325650000000
stakeDelegates,12047374,0x6eede87e6a578b04af35240adc04d24850bad487,0x00f4c8f37da20d0d6565c07d9f8d20d672776c326c920a00678be18e167d61fb-190,0x4bc2e066fb0857493a1fbe48462bb34ff6ea731f,190,19778186281112580119880,19949750000000000000000
stakeDelegates,12047374,0x6eede87e6a578b04af35240adc04d24850bad487,0x00f4c8f37da20d0d6565c07d9f8d20d672776c326c920a00678be18e167d61fb-190,0x4bc2e066fb0857493a1fbe48462bb34ff6ea731f,190,19778186281112580119880,19949750000000000000000
stakeDelegates,12066275,0x54b7c46d3908a8dce822bef2255e1912baf236cd,0x01c71be96eab4dd6193277cc0e8523074114866cc5932c5fbebbb62d7905f416-168,0x8f9793029b66325b70fffbfdf2b04d8491682466,168,110158225229250000000,110158225229250000000
stakeDelegates,12142856,0xdfb99703f6cf759f76b5c817109d581e50c6326b,0x0030704b273249b2192e1e7772d9fcfc7ebf30e04872e8cc4a10b1cc6ca83895-317,0xd22c1c1a1fc452e3312489f1e89676e93c3323f0,317,131322649589523696368711,134902100000000000000000
stakeDelegates,12142856,0xdfb99703f6cf759f76b5c817109d581e50c6326b,0x0030704b273249b2192e1e7772d9fcfc7ebf30e04872e8cc4a10b1cc6ca83895-317,0xd22c1c1a1fc452e3312489f1e89676e93c3323f0,317,131322649589523696368711,134902100000000000000000
stakeDelegates,12176682,0x7abf8d57419d84e19cf08a17970bff8773d74fe3,0x00cd64f838952ea09e39c45af99ec2d208143bfd4717ee84256466c87fd41465-197,0x5a8904be09625965d9aec4bffd30d853438a053e,197,37969004683826109306130,39800000000000000000000
stakeDelegates,12176682,0x7abf8d57419d84e19cf08a17970bff8773d74fe3,0x00cd64f838952ea09e39c45af99ec2d208143bfd4717ee84256466c87fd41465-197,0x5a8904be09625965d9aec4bffd30d853438a053e,197,37969004683826109306130,39800000000000000000000
stakeDelegates,12193646,0x4899b5ad4434d972f7cc76130db7020d87d5695a,0x0112cc3b83a2ecf024fd7333b49cf92271c877939cef605baea9fc726144b594-232,0x39839abed87475422c5353256d17e08395c3af6b,232,996907747967597465075,1094500000000000000000
stakeDelegates,12193646,0x4899b5ad4434d972f7cc76130db7020d87d5695a,0x0112cc3b83a2ecf024fd7333b49cf92271c877939cef605baea9fc726144b594-232,0x39839abed87475422c5353256d17e08395c3af6b,232,996907747967597465075,1094500000000000000000
stakeDelegates,12194067,0x3e6afacfed11b25c5caf5f773af144e8c8ff3542,0x00b4fe9e03da077b5066b90cd8df8688dc0575e7f0f13ebab86e05e79e6c2744-213,0x365507a4eef5341cf00340f702f7f6e74217d96e,213,16248897227242835031746,16593784150000000000000
stakeDelegates,12194067,0x3e6afacfed11b25c5caf5f773af144e8c8ff3542,0x00b4fe9e03da077b5066b90cd8df8688dc0575e7f0f13ebab86e05e79e6c2744-213,0x365507a4eef5341cf00340f702f7f6e74217d96e,213,16248897227242835031746,16593784150000000000000
stakeDelegates,12239036,0x271271e6c59d4e47d67cd7ac13f8d0232fa4c919,0x0029ad400231282da2ace75c236d28e18867a17f8ce63b09c98fad5b5eb56d26-97,0xb06071394531b63b0bac78f27e12dc2beaa913e4,97,2630439722107357582852,2756615386057662791782
stakeDelegates,12239036,0x271271e6c59d4e47d67cd7ac13f8d0232fa4c919,0x0029ad400231282da2ace75c236d28e18867a17f8ce63b09c98fad5b5eb56d26-97,0xb06071394531b63b0bac78f27e12dc2beaa913e4,97,2630439722107357582852,2756615386057662791782
stakeDelegates,12247326,0x2e3c239c423effedc44ca92032729dd8908cd460,0x006162ecafc20d4f007ccac8049c3a9eec0d9b2e7536281967b837afb288646f-336,0xbe9d7c691792937ca7e2535652886ff390cc5b86,336,47762265545456478012,91540000000000000000
stakeDelegates,12247326,0x2e3c239c423effedc44ca92032729dd8908cd460,0x006162ecafc20d4f007ccac8049c3a9eec0d9b2e7536281967b837afb288646f-336,0xbe9d7c691792937ca7e2535652886ff390cc5b86,336,47762265545456478012,91540000000000000000
stakeDelegates,12261433,0x5134b3e946cb2fbdbc4910446c9a1b2767911c95,0x00e3198025ef1f1df50d2d39436a4591d67eeecf176f384db9a9b94a688f9344-301,0x85fe868adf7f5950b052469075556fb207e5372d,301,978719760249913638721,995000000000000000000
stakeDelegates,12261433,0x5134b3e946cb2fbdbc4910446c9a1b2767911c95,0x00e3198025ef1f1df50d2d39436a4591d67eeecf176f384db9a9b94a688f9344-301,0x85fe868adf7f5950b052469075556fb207e5372d,301,978719760249913638721,995000000000000000000
stakeDelegates,12261495,0xf2c77f6376999ec5807cbd991089fc4e13fa509a,0x016db59812f251df1761d5c547c8827f685a33fa7c6916a6a6a502a022a07baa-242,0x5a8904be09625965d9aec4bffd30d853438a053e,242,10340554459477200326471,10879111100000000000000
stakeDelegates,12261495,0xf2c77f6376999ec5807cbd991089fc4e13fa509a,0x016db59812f251df1761d5c547c8827f685a33fa7c6916a6a6a502a022a07baa-242,0x5a8904be09625965d9aec4bffd30d853438a053e,242,10340554459477200326471,10879111100000000000000
stakeDelegates,12291574,0x6b17859675560961a406afb9f8248f5eed10dcbd,0x00686dd4f4b535fa9dcbe1377956c3d9edd511dee351c56ebc73075981b85c3c-274,0x85fe868adf7f5950b052469075556fb207e5372d,274,4887583747618686300786,4975000000000000000000
stakeDelegates,12291574,0x6b17859675560961a406afb9f8248f5eed10dcbd,0x00686dd4f4b535fa9dcbe1377956c3d9edd511dee351c56ebc73075981b85c3c-274,0x85fe868adf7f5950b052469075556fb207e5372d,274,4887583747618686300786,4975000000000000000000
stakeDelegates,12302797,0x956f1ce3ff2ea59a8b41df83ce9f85ed59d73f92,0x014e95af9a117e7caae92a45509daf79f69a96be7789c48369ea055884985ee1-42,0x5a8904be09625965d9aec4bffd30d853438a053e,42,67330194309133040881,70955200165200000000
stakeDelegates,12302797,0x956f1ce3ff2ea59a8b41df83ce9f85ed59d73f92,0x014e95af9a117e7caae92a45509daf79f69a96be7789c48369ea055884985ee1-42,0x5a8904be09625965d9aec4bffd30d853438a053e,42,67330194309133040881,70955200165200000000
stakeDelegates,12303874,0xad2d73cf9b061719ff167d788e11e528276f81e8,0x009bfc30f45305bd0a1c6d3d9ff359edf722e2fd17c4ba2864e7454d3ea16b2c-285,0x85fe868adf7f5950b052469075556fb207e5372d,285,600867370452139086545,611925000000000000000
stakeDelegates,12303874,0xad2d73cf9b061719ff167d788e11e528276f81e8,0x009bfc30f45305bd0a1c6d3d9ff359edf722e2fd17c4ba2864e7454d3ea16b2c-285,0x85fe868adf7f5950b052469075556fb207e5372d,285,600867370452139086545,611925000000000000000
stakeDelegates,12330172,0x39ae2a8b1ab84b530f74f72c76b62bd391ae832d,0x01143deaea60b97fe3c794f1281b0c63f5924f75dc73b2a5fd453e4bda93d34c-306,0x5a8904be09625965d9aec4bffd30d853438a053e,306,28247984022468949420636,29800250000000000000000
stakeDelegates,12330172,0x39ae2a8b1ab84b530f74f72c76b62bd391ae832d,0x01143deaea60b97fe3c794f1281b0c63f5924f75dc73b2a5fd453e4bda93d34c-306,0x5a8904be09625965d9aec4bffd30d853438a053e,306,28247984022468949420636,29800250000000000000000
stakeDelegates,12341683,0x048eb4ee2c67d827cd0028273871bd934cb9d2a7,0x01ded6f7474d7a4bb6ef74a49ca67964d40eb69126fea21c3fa60d435ac0bfea-134,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,134,4461985749228221270431,4774885600000000000000
stakeDelegates,12347515,0x78624b7316dc858f09a1b26192a4b1d5012c835e,0x0062389721acdb6fd9331045d3c63eb19bc308b0830c60f337b9354a7768a6f4-252,0xe6368e677871b288294536c8fe6cb1bbeb19f7a2,252,116083655050000000000000,116083655050000000000000
stakeDelegates,12347515,0x78624b7316dc858f09a1b26192a4b1d5012c835e,0x0062389721acdb6fd9331045d3c63eb19bc308b0830c60f337b9354a7768a6f4-252,0xe6368e677871b288294536c8fe6cb1bbeb19f7a2,252,116083655050000000000000,116083655050000000000000
stakeDelegates,12379964,0x317e5b109b97bf4222f163884257e9c6a42d755a,0x00096869659a05943ba184020eed726da6a976ca6f07848a7950ad2e0c0a8c95-146,0xbe9d7c691792937ca7e2535652886ff390cc5b86,146,6504894469986912534021,12523215777559054834567
stakeDelegates,12379964,0x317e5b109b97bf4222f163884257e9c6a42d755a,0x00096869659a05943ba184020eed726da6a976ca6f07848a7950ad2e0c0a8c95-146,0xbe9d7c691792937ca7e2535652886ff390cc5b86,146,6504894469986912534021,12523215777559054834567
stakeDelegates,12395375,0xcba1fc5477ac9eaa6a0c634ce91fdc20fcc25b33,0x003d696c7661a50c3781808e5ee794c82b2788d9ae6b6d38aad1348132dd5879-145,0x5a8904be09625965d9aec4bffd30d853438a053e,145,9405595722887525043684,9950000000000000000000
stakeDelegates,12395375,0xcba1fc5477ac9eaa6a0c634ce91fdc20fcc25b33,0x003d696c7661a50c3781808e5ee794c82b2788d9ae6b6d38aad1348132dd5879-145,0x5a8904be09625965d9aec4bffd30d853438a053e,145,9405595722887525043684,9950000000000000000000
stakeDelegates,12443392,0x46d32c9d3446f8a852c67990a5477f22b1ccc99f,0x001b7cc569cfcec051e137abd75ed8f6f42693c75af6570ce621573b34426e1b-33,0x5a8904be09625965d9aec4bffd30d853438a053e,33,1389205278338667681855,1472456471250000000000
stakeDelegates,12443392,0x46d32c9d3446f8a852c67990a5477f22b1ccc99f,0x001b7cc569cfcec051e137abd75ed8f6f42693c75af6570ce621573b34426e1b-33,0x5a8904be09625965d9aec4bffd30d853438a053e,33,1389205278338667681855,1472456471250000000000
stakeDelegates,12444753,0x83b06801bddcfe77a0184a79f6cbcb111d4b04a9,0x011d52ea7393b066138887084be6a8a82704f7f516c76cc11fefe59ba74f62c5-239,0x5a8904be09625965d9aec4bffd30d853438a053e,239,11241790807692804390742,11915479937581007476243
stakeDelegates,12444753,0x83b06801bddcfe77a0184a79f6cbcb111d4b04a9,0x011d52ea7393b066138887084be6a8a82704f7f516c76cc11fefe59ba74f62c5-239,0x5a8904be09625965d9aec4bffd30d853438a053e,239,11241790807692804390742,11915479937581007476243
stakeDelegates,12471063,0x0595aee3ec4cd96f38fcd77223e8ef023b16542d,0x00284884696a7594f614b5e2da9c0199c53c071a78968974e025bcec80b414f8-158,0x5a8904be09625965d9aec4bffd30d853438a053e,158,462419171109322846083,490848885217350000000
stakeDelegates,12471063,0x0595aee3ec4cd96f38fcd77223e8ef023b16542d,0x00284884696a7594f614b5e2da9c0199c53c071a78968974e025bcec80b414f8-158,0x5a8904be09625965d9aec4bffd30d853438a053e,158,462419171109322846083,490848885217350000000
stakeDelegates,12517361,0x30b7279a148592ff04dac3af2e7dd4196235765f,0x0185f570fbd8870461b770df1c484d60d2d7f062927ee36f080216ddcd66b0df-271,0xb06071394531b63b0bac78f27e12dc2beaa913e4,271,1244334566275123015068,1321922781860450000000
stakeDelegates,12529032,0x416dc0e80995621728a81c93934a56124a9b9689,0x0059888828cccf8a70a41cb18b9cc42d825fdcd67f15bff32bb119ff78e9f56e-27,0x5a8904be09625965d9aec4bffd30d853438a053e,27,27047875385374922866,28775400000000000000
stakeDelegates,12529032,0x416dc0e80995621728a81c93934a56124a9b9689,0x0059888828cccf8a70a41cb18b9cc42d825fdcd67f15bff32bb119ff78e9f56e-27,0x5a8904be09625965d9aec4bffd30d853438a053e,27,27047875385374922866,28775400000000000000
stakeDelegates,12594631,0x276fbd11b769792e04caf3aab269e852b6ae6221,0x006e78f604d4a25759a5330c9f287197ebeab61a1b1b1efb2e686bdace2be7f5-308,0x5a8904be09625965d9aec4bffd30d853438a053e,308,7526312164328809115665,8030858420596450264390
stakeDelegates,12594631,0x276fbd11b769792e04caf3aab269e852b6ae6221,0x006e78f604d4a25759a5330c9f287197ebeab61a1b1b1efb2e686bdace2be7f5-308,0x5a8904be09625965d9aec4bffd30d853438a053e,308,7526312164328809115665,8030858420596450264390
stakeDelegates,12614752,0xf264b12ccb56af1644d90a6f367916b846c1a8a5,0x0114bc7f3649145151a46366a3ce76598be2ef1a75ace7e7584f8b83c21e9086-331,0x39839abed87475422c5353256d17e08395c3af6b,331,3300197699491443502190,3725777500000000000000
stakeDelegates,12614752,0xf264b12ccb56af1644d90a6f367916b846c1a8a5,0x0114bc7f3649145151a46366a3ce76598be2ef1a75ace7e7584f8b83c21e9086-331,0x39839abed87475422c5353256d17e08395c3af6b,331,3300197699491443502190,3725777500000000000000
stakeDelegates,12629227,0x8f737b9133b762e044b06c66e10c647c7da0727d,0x004c85c4771d24a9c212d50d541ecedafa91ed46f9373edf2b5b6338010a03ca-309,0xd11e05240a50e2eedb03e72d4c9c6465bc05f2a4,309,1508985972931989187298,1700952500000000000000
stakeDelegates,12629227,0x8f737b9133b762e044b06c66e10c647c7da0727d,0x004c85c4771d24a9c212d50d541ecedafa91ed46f9373edf2b5b6338010a03ca-309,0xd11e05240a50e2eedb03e72d4c9c6465bc05f2a4,309,1508985972931989187298,1700952500000000000000
stakeDelegates,12634997,0x717d41beaea9ecc3cf4dd6ae5a02effeb3c0ee38,0x00176ff70b2109f4c8742e6270f3da273db53d41b5a989130e36dece3305238a-151,0xbe9d7c691792937ca7e2535652886ff390cc5b86,151,42048198913885544976829,81916812030879744859841
stakeDelegates,12634997,0x717d41beaea9ecc3cf4dd6ae5a02effeb3c0ee38,0x00176ff70b2109f4c8742e6270f3da273db53d41b5a989130e36dece3305238a-151,0xbe9d7c691792937ca7e2535652886ff390cc5b86,151,42048198913885544976829,81916812030879744859841
stakeDelegates,12659941,0x414f6ca867436fe25ceed86dda4f34086c1ce39d,0x001a58b48a12872534710897eaee6634a79b8c72c28ef6ab2e70c3fb88e4cebc-164,0x5a8904be09625965d9aec4bffd30d853438a053e,164,54251387094113942333645,58042272753610949155191
stakeDelegates,12659941,0x414f6ca867436fe25ceed86dda4f34086c1ce39d,0x001a58b48a12872534710897eaee6634a79b8c72c28ef6ab2e70c3fb88e4cebc-164,0x5a8904be09625965d9aec4bffd30d853438a053e,164,54251387094113942333645,58042272753610949155191
stakeDelegates,12670192,0x6bdb48aa05fff3b7495b7b0990707774683ab1b2,0x00ca4b3e1005a7379fc60eb5f500af02e840bce3c244bf37870dbeab5499fe95-302,0x5a8904be09625965d9aec4bffd30d853438a053e,302,9298026551330579308043,9950000000000000000000
stakeDelegates,12670192,0x6bdb48aa05fff3b7495b7b0990707774683ab1b2,0x00ca4b3e1005a7379fc60eb5f500af02e840bce3c244bf37870dbeab5499fe95-302,0x5a8904be09625965d9aec4bffd30d853438a053e,302,9298026551330579308043,9950000000000000000000
stakeDelegates,12685118,0x540f7f8f8274ded151726601216426cb1d3fbc9a,0x00dff23751c3fdb75cac86fcacf9442e20603d050e0df53e0f1d882554dde19a-270,0x5a8904be09625965d9aec4bffd30d853438a053e,270,919594258519468931459,984563445000000000000
stakeDelegates,12685118,0x540f7f8f8274ded151726601216426cb1d3fbc9a,0x00dff23751c3fdb75cac86fcacf9442e20603d050e0df53e0f1d882554dde19a-270,0x5a8904be09625965d9aec4bffd30d853438a053e,270,919594258519468931459,984563445000000000000
stakeDelegates,12685943,0x806db6c5cbdaa7dee05c001863fae510a5fe6871,0x00e1696c3b76e1a62e36bc0370134f236d05c1f45a37fdd50352af8da80aed6b-297,0xb06071394531b63b0bac78f27e12dc2beaa913e4,297,651399635590855926690,694696756425500000000
stakeDelegates,12685943,0x806db6c5cbdaa7dee05c001863fae510a5fe6871,0x00e1696c3b76e1a62e36bc0370134f236d05c1f45a37fdd50352af8da80aed6b-297,0xb06071394531b63b0bac78f27e12dc2beaa913e4,297,651399635590855926690,694696756425500000000
stakeDelegates,12686132,0x644fa4f7d7e19eb9c549a9d2bf062afe22a31a9a,0x01dfaf7fcdfe8fa432de418692cc7ebf0da8fda1db38cf436bb4fb102c183043-179,0x5a8904be09625965d9aec4bffd30d853438a053e,179,23225738116465687701,24875000000000000000
stakeDelegates,12686267,0x644fa4f7d7e19eb9c549a9d2bf062afe22a31a9a,0x0ac6aee0e755bbebce6aa85c17c7fc5eb566bf0467012c2a8314e54423af95f9-136,0x5a8904be09625965d9aec4bffd30d853438a053e,136,1437208674646896754974,1539265000000000000000
stakeDelegates,12687599,0x3a5a93fb01a4bbfa3fc87398f100e4a00a167996,0x054927c48851957d09abd3d74bb6c077f2121b4326cd01beff3ddd717cf6917b-332,0x720a98087160bfdb282f695abe6f9ac966b03d43,332,16370223693517163377003,17246667081250000035300
stakeDelegates,12688237,0xbb47c020c3c2c40ef366219ec87384265c9a3789,0x03f4be41f230e55b438d0683e942d4179b77d765087b9942449c204188027841-314,0xb06071394531b63b0bac78f27e12dc2beaa913e4,314,869859082921674455676,927676729362650000000
stakeDelegates,12690245,0xc1d62db147628d87c2e4053fd9d75c3a36e76bc5,0x02b6aa20ffc160f93531cb470f09d637a18881df904f417643ffffc8d09abff6-135,0xb06071394531b63b0bac78f27e12dc2beaa913e4,135,505984731989994514981,539616439600000000000
stakeDelegates,12690471,0x7464f99665e9a0906d23e3ece3e637b3d4e97c6a,0x0a182bf2fc54254ca7c35fe9d0901ddef45a03599ad75706cb55d23fc82dcdc5-77,0x7464f99665e9a0906d23e3ece3e637b3d4e97c6a,77,22885000000000000000000000,22885000000000000000000000
stakeDelegates,12690597,0xe5379a734c4e6d505634ddefc3f9d0ff8d7bb171,0x03d3aedb436fcfc4d9c86b903d809773e71f0f4eaf155b344f01fb62b24fbd19-55,0xb06071394531b63b0bac78f27e12dc2beaa913e4,55,1279714554132351937474,1364774404732150000000
stakeDelegates,12690743,0xa530f7739413e787c205233658185edc1e68c25e,0x0c2f857c881d11e81019a422d6e81a79d060900f2660155307e88e58127816dd-225,0x5a8904be09625965d9aec4bffd30d853438a053e,225,2460070181296045641352,2634760000000000000000
stakeDelegates,12694011,0x7388d56fe00fb24357ce35118eeb563ba12f8d86,0x03cb0f880ac83ae760bdbf9ba79f0483c95dac314054d933bd1fd9941fa3cd21-129,0x040a8ae130b5fbac973074aa1bd2c69773c5fbc2,129,5157268797643750000000,5157268797643750000000
stakeDelegates,12694912,0xff21d98e93869aeb3420b614483c2fff0575f6c6,0x07df3539f34f4110d2c457bb2729da57658403a0f6d7a528240c90d796c868b8-172,0x8d632dfc2454d624910fe982e85a5b15d2ae93c5,172,243490362702056391348,253597932898150000000
stakeDelegates,12695265,0x02c2c970e3f01956efb73eb33cd9319afe5e670b,0x0af1fcbe453ea1bdcde6b596f24456a0f95ee0ecdfe7648a2e146063993489f0-246,0x5a8904be09625965d9aec4bffd30d853438a053e,246,849887336385094320162,910425000000000000000
stakeDelegates,12695427,0x8f89b0e8f3ec025143d04895ddb5a59c44723526,0x018903982a94ef82bb008ed8421efc7f49991c8244f75fe49969a91fb7cbc84d-317,0xb06071394531b63b0bac78f27e12dc2beaa913e4,317,392295234277972603727,419741365576650000000
stakeDelegates,12695427,0x8f89b0e8f3ec025143d04895ddb5a59c44723526,0x018903982a94ef82bb008ed8421efc7f49991c8244f75fe49969a91fb7cbc84d-317,0xb06071394531b63b0bac78f27e12dc2beaa913e4,317,392295234277972603727,419741365576650000000
stakeDelegates,12697346,0x33dbab2d208edcbc8fca454abea342cc4078a42b,0x07235f53f300f340afad0d546d58dde672215ff2df5274512d0fb34844ab62d8-347,0x8d632dfc2454d624910fe982e85a5b15d2ae93c5,347,1324467204350995895065,1379447389570000000000
stakeDelegates,12701904,0xf6dde84e514d3642fa8b111ead8321dbdf3bcbbe,0x04585f9ce14b7bb3619fc6ab58172b2c0fadee9a2211812e488cb586aa5948b3-265,0xf251d93b7ef841ff72bee6bb603d1782092e7db1,265,995000000000000000000,995000000000000000000
stakeDelegates,12702419,0xcaddae81dd0f69698e9a90375846704dcb0f5214,0x0061d1c629fa434ce842041a778f26acd5ca7fde6b5caf725237b3126b11a24e-122,0x19fbac0891042be71ce60321a17720358575f580,122,103899100979572479623128,174125000000000000000000
stakeDelegates,12702419,0xcaddae81dd0f69698e9a90375846704dcb0f5214,0x0061d1c629fa434ce842041a778f26acd5ca7fde6b5caf725237b3126b11a24e-122,0x19fbac0891042be71ce60321a17720358575f580,122,103899100979572479623128,174125000000000000000000
stakeDelegates,12702419,0xcaddae81dd0f69698e9a90375846704dcb0f5214,0x0061d1c629fa434ce842041a778f26acd5ca7fde6b5caf725237b3126b11a24e-122,0x19fbac0891042be71ce60321a17720358575f580,122,103899100979572479623128,174125000000000000000000
stakeDelegates,12703878,0xaf53861811575ecfa8552ee9e81441b5208b2764,0x0ab67fd919baa9cf640a4d416df84712a19bd0d7298eca3205a100faca309f01-231,0x39839abed87475422c5353256d17e08395c3af6b,231,513623962603747908420,581726750000000000000
stakeDelegates,12704318,0xfc2364397e1d3c7dde07a0c87d00aadf450e4818,0x0b8ca5ad9e4bf9a275de3239bbfd0dc65d67f91ed161403cd7f6c5eb593dccf4-308,0xc430be492ddeb6e761dbbd0e08bafe99f5064d90,308,17776621172048277580959,20184157344657426017063
stakeDelegates,12706365,0xbc18df561243068f84803f1a5515d06ee60d0625,0x0b6d9564e0555fd4cb11a6fb353a2e28ffcb9f14aa040e09930d1d7ed3be625b-160,0x39839abed87475422c5353256d17e08395c3af6b,160,105579967203828655834,119579100000000000000
stakeDelegates,12708926,0x881da56b26e9c826c0c2ffbe06c5be7eb21d017a,0x045e2f8768bfd7b7c9302ea1823333f291a0a9594a5ad95af32d2b37e1c1f66a-358,0x39839abed87475422c5353256d17e08395c3af6b,358,735938709964565900215,833518809707800000000
stakeDelegates,12711891,0x0c1a8c55336617c44dbd41f6a6bf3f2c76e934a8,0x0b1fb6ea9c3b5b5e89cc07486ecfcaa11f2c89a386a0d1e9f942d2f5a935e8ec-209,0x5a8904be09625965d9aec4bffd30d853438a053e,209,1392228483982711857343,1492500000000000000000
stakeDelegates,12711976,0x82489002e36d28e64f79238093f1852ab4f8c74b,0x053042e1566afaaaec184ddec2cc14f4d2e1fb779926a160a10b7291b236ac0c-206,0x39839abed87475422c5353256d17e08395c3af6b,206,701933707321139144106,795005000000000000000
stakeDelegates,12712401,0x4f9b9f66a2518251ea958372154b579d258189c0,0x03f34bc41103af6a1243eeba5210a7fcf2975252bffd429c13a2d34b8cfca7f5-126,0xb06071394531b63b0bac78f27e12dc2beaa913e4,126,705823506329625566622,755205000000000000000
stakeDelegates,12716133,0x558d527bf13e4b2fe7e8041b1d80d5689dc572ff,0x09ec2fd35f117777533eadda683b9b907b99891f0d9bc2b7d8b1e8bc8c8d7ba6-65,0x5a8904be09625965d9aec4bffd30d853438a053e,65,928152322655141238228,995000000000000000000
