type,blockTime,delegator,id,indexer,logIndex,shares,tokens,eventTime,until
stakeDelegates,1608262679,0xb7797cb7b4a031c4c1e04ea14824fa5d8d30beed,0x07f058e4212ea4115857cd68ed38d6eba0a8fc84977c628be74c91370437ea4f-65,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,65,39800000000000000000000,39800000000000000000000,,
stakeDelegates,1608263358,0x6c615cb1e310d0909698ef4992958d849bf4a45c,0x106191a769d4ba4690aeb8f366a1ffb00f500c03ecc6c9cd3f2845ceb0a37a50-95,0x4fedde33607cfda2c82a999accb427d1170987d9,95,33167330000000000000000,33167330000000000000000,,
stakeDelegates,1608294293,0x795f50722cf5ad82f78dda8dc8f7b235332977c3,0x0b6977f0cc00e06d12e273a8d66cc99f318096d2d1d39159c47be3e103834a05-233,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,233,37810000000000000000000,37810000000000000000000,,
stakeDelegates,1608295011,0x4e58b97ce2c9a687ff6df2ba7f8f7217ad44327d,0x0d9dca553ffa90476e1e0af918fda92b4986699e608e0d9a3c859b9db6ea06bf-94,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,94,96816288431287805084285,96816288431287805084285,,
stakeDelegates,1608297726,0xe0ddee528856195af906eb5c7645ddcb6dbbe1c0,0x020f744549a282dadb882112879eafe323e8ea3dc3b3d76d1b118b9c4c7c348f-216,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,216,497500000000000000000,497500000000000000000,,
stakeDelegates,1608304115,0xbf15754dc61f5e552a5c5a51e6b571d567798650,0x0c13b0f326bbdd9a1c9e2bb3c5d115beafa8d3090c42b80214600f4e373227eb-188,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,188,169168467200000000000000,169168467200000000000000,,
stakeDelegates,1608314600,0x5356df73b293bd9c6e8efd22c99833391ef8821a,0x0d93a900c92bf59fbd712093d25c36ce2da147405851f74f39c9c5346d72c4c4-198,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,198,995000000000000000000,995000000000000000000,,
stakeDelegates,1608322561,0x620c8a1dc6fbe29c10f9c599c5e29e450bb0ef58,0x052a36826447bbab5049e3f01a34e9279247c8d1fe7942da3abc07335f981048-233,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,233,9915900554000000000000,9915900554000000000000,,
stakeDelegates,1608324564,0x3727321b9b1318c2716b743e4eea28e0c8fc7f58,0x059c2a8b505ebcac8bb51f697d1d8bf1e913853acb842ac393157db02789c3f3-195,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,195,447750000000000000000,447750000000000000000,,
stakeDelegates,1608332088,0xcd46cd81694848ab908ffd7a4d713a3baa0b758d,0x00c800314f7714a9c05df27dcd59bf5d2efebf2974b017ef7c3eb1f059afa3a2-105,0x72acbecf3013d7b27421185d3bf369520bf552c8,105,74625000000000000000,74625000000000000000,,
stakeDelegates,1608335711,0x128b1dec802ddf81681e3d6f113bd83dd852311e,0x0e822b3b33608b50d963fbe9b0e1720d9d8a6808907019c0ee29b20ba4435866-117,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,117,19900000000000000000000,19900000000000000000000,,
stakeDelegates,1608336204,0x3e894d217e392c72b74feecf25b3f8f43a3d22d3,0x07ea079cc31eecb4c8fa3134aa42f4a8d70164a94194f39af3438b3dfa105e51-116,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,116,6005647636181614135000,6005647636181614135000,,
stakeDelegates,1608360927,0xbc0e3a344a28ad0ac07e5838af6ecfe8b026e1e1,0x072c8d48b526d29429deb49d0f1e336b52704b3f02f6b561f8b19f212397e0d6-190,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,190,346493191779343662555,348250000000000000000,,
stakeDelegates,1608361680,0x24339ce06cc2f30547660ce8564431a309eb975e,0x07a66f3701a53e55278f0ffaced87a26fdacc1dd07b3af36af6ca0fc2e7a6a67-198,0x8e297141f9dc76f4d71741da1a1e47294cf0fde2,198,3166862065770669293183,3212230770964500120000,,
stakeDelegates,1608369154,0xa20ad2e592ab005e4767edeb08215aeafc993237,0x0263bb5f401e81a51c3b906f89f02fc6fb323b6bf377b4f6133ca1efeb45be03-188,0x03db85e86779febdd96d96ba43ac48382fb1a88d,188,1084550000000000000000000,1084550000000000000000000,,
stakeDelegates,1608370893,0x1819eba4f13d2693756d38acf8d3e9aabbd8fdb5,0x0d3bdde931816ff5520b8d247ad3bc5a409ddb95c289710de926b22b958678a6-146,0x72acbecf3013d7b27421185d3bf369520bf552c8,146,751224426903943499391,751225000000000000000,,
stakeDelegates,1608376415,0x8c8df0a80eef0606e4767f1fb7a45a53e04ec6ae,0x06a633b67d695f3bbbfa23e778b5d0f1ebd3627f795786cca992be8c14b2ca52-91,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,91,143547179451442374487331,144275000000000000000000,,
stakeDelegates,1608378182,0x63f8168f665f79101a0e0da2313cd1391e1c5e27,0x0f817f11a8968991f2c2fb6aeabde3e887c30a94d8714896ffa562ef51b5cd99-117,0x63c560997b8338f2b033f3ffdcc0f7c680feec45,117,1990000000000000000000,1990000000000000000000,,
stakeDelegates,1608379678,0x63f8168f665f79101a0e0da2313cd1391e1c5e27,0x00c4de85b848b3a6beccd473eec685c441c7812a3060bde160463e04f328edff-246,0x72acbecf3013d7b27421185d3bf369520bf552c8,246,1989998481864750991763,1990000000000000000000,,
stakeDelegates,1608379908,0x9c57027b1eca93093a6f446422c59c85a5a3fa52,0x03829338675c16836b68447220d3a06ce78478425c6c0a47a7a95ea22dc1ebab-212,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,212,375346797478362641500,375346797478362641500,,
stakeDelegates,1608381178,0x049808d5eaa90a2665b9703d2246dded34f1eb73,0x0450bdd3d83d64aad1d41c6c6633d92f9a6d0f5e3ed549b5d73abb0850930e27-102,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,102,7073885058779530375000,7073885058779530375000,,
stakeDelegates,1608390459,0xb0a77500188c201306a4ee907da1a89e00a6073a,0x0116e9a86aa308271fdf63a47c80ffce39d382bddba6b0ba37ae83b79e835573-262,0x03db85e86779febdd96d96ba43ac48382fb1a88d,262,19900000000000000000000,19900000000000000000000,,
stakeDelegates,1608403907,0x56b75ba0088d7272d002fd5a18de280c4f26df61,0x018a7d1226cd4ce8f96d8d0477733b1adda2340eb12a0965a73dadd02a617af2-248,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,248,1620207918847317233000,1620207918847317233000,,
stakeDelegates,1608408531,0xf2efc7b78168abc6a5be99e5624c64f2499d91fc,0x105e5b5a6e404e0459f9edec87df87d37cdec234b55a5d0db36818995eb475d6-110,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,110,278407279594702632863,279818875000000000000,,
stakeDelegates,1608409784,0x576ae2dadaac088c135fe8bb3b256773663b0e58,0x0c448ec5c29f9ffa93e555990a2d1eea5a61fc740956d9e7c49b2970a4661ff5-228,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,228,98998054794098189301,99500000000000000000,,
stakeDelegates,1608419846,0xca5ffcdf9f5383931e32aa1c015e7b5d1982b766,0x06c5150d74e01c34babae042836210dbc1ca3ccade29a00b50d9cc4df972b471-169,0x7697a886fc3b71a8a88487019337a6bbe5838f1a,169,1263874870000000000000000,1263874870000000000000000,,
stakeDelegates,1608427107,0x8aef8de06aa03916eccd39d7552c81bbdf269349,0x09a7ff8631f69123542707aa9d0f0b623c514a3dc80c890bcfe0d5c5b0deb1f6-194,0x63c560997b8338f2b033f3ffdcc0f7c680feec45,194,38155159797384059951,99500000000000000000,,
stakeDelegates,1608429707,0x63f8168f665f79101a0e0da2313cd1391e1c5e27,0x07e58430b73503b7c67567cd19fd2783d46dd672d1c3f702fc3d756fc218e5d7-243,0x7b8f93130b7c610fb102f1e82e23ad978ed81702,243,99500000000000000000,99500000000000000000,,
stakeDelegates,1608429967,0x63f8168f665f79101a0e0da2313cd1391e1c5e27,0x017ab924b9dbfd3021b9e936a75666e073ef7971287e80016299197c0d75ba3e-237,0x8b7663dd451c951f39e541188d9f7d9419e94421,237,124375000000000000000,124375000000000000000,,
stakeDelegates,1608430630,0xfc346690666b1f3e0b8fa729f94cce64969ed074,0x0756900c2cf66a5973fb7e13663491d09147da5a674f62de66c140781c2d5447-126,0xc430be492ddeb6e761dbbd0e08bafe99f5064d90,126,29985316458281856686815,33145022100000000000000,,
stakeDelegates,1608431265,0x7213cd5c2cf4d159392a1f1924214184b4941da3,0x08cfadabb434cb7f7a8d8c136de1e57045d3479f8de6a5af5573bc562c02d677-86,0x4fedde33607cfda2c82a999accb427d1170987d9,86,80773252572202798638,99500000000000000000,,
stakeDelegates,1608456768,0x40cf32c6c2b3031be6836beac16feea18dc1c886,0x0a8e68e1136621665b01a5ee97b6cb2f42d8e3bd87f5b7f4e1d55a610c30b6a6-256,0x55f3dcdaf0b73f7f0c761a9070d8865f37986e2c,256,473030893781567081935,520678715544411196000,,
stakeDelegates,1608459365,0x38148ecc2078da7f65e6233dda28efaf4c51e96f,0x003a6fc3470ff4ec8cb3e5e8574b2c00ee286a2f5ff33b8cc4060d957168be95-14,0x62a0bd1d110ff4e5b793119e95fc07c9d1fc8c4a,14,139266872125911051830786,144377382912990050000000,,
stakeDelegates,1608461052,0x938898ccaf594980adfcf7235772b23b5a1e9826,0x0f36035e5220ca9f56bbeb2bdd894ed6513249cb7c0d454de11439eded2fcea6-185,0x19fbac0891042be71ce60321a17720358575f580,185,1510033635243613359415,2333275000000000000000,,
stakeDelegates,1608469807,0xbd52889a4cb198a0e2ce36b52cdf75c4e65875a8,0x0a1412c365e0151a113059ebb2b909af31e68bb0cfa700280524e6a193f9b476-159,0xa3276e7ab0a162f6a3b5aa6b3089accbaa65d12e,159,19900000000000000000000,19900000000000000000000,,
stakeDelegates,1608472009,0x993d8b5eb5f4396ce9f62f0ba126ade3c30b8f09,0x0b26d11ef8cc0b1736bd834d6b6c7a301e90859d4b404a42abc1ad49509d7f5e-101,0x4fedde33607cfda2c82a999accb427d1170987d9,101,1615465051444055972761,1990000000000000000000,,
stakeDelegates,1608475129,0xfb804245e314442768b0336e869029c239b0e4f3,0x09a57871f3988810a27f00c5d72f5f8a5df9561712bd423077cdc687a37dc4b3-60,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,60,987587437194199489722,995000000000000000000,,
stakeDelegates,1608475281,0xd6e9d9cf96c6bec0ac88ee00202aebdbd1fa3432,0x060ae32a325fa5aca66a6717bf1e1b2335ed877b0c2b919dcfb56088a8aa020e-155,0xddc39dceb6d8fb94d8a9b59cf3bf9a1e7ae19034,155,99500000000000000000,99500000000000000000,,
stakeDelegates,1608477526,0xe3bcee372ed493121e88b4a0e6a118e0868ebbaf,0x0febb2b2680e871793efde268033102116b01b4f2dbf70c16b48ff16dc9286c8-193,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,193,22980221979001527406579,23195022100000000000000,,
stakeDelegates,1608478848,0xd6e9d9cf96c6bec0ac88ee00202aebdbd1fa3432,0x0764eed7186ba2a4c77677005698d467dd00552858907c52e89f3186215eaadf-124,0x63c560997b8338f2b033f3ffdcc0f7c680feec45,124,38155159797384059951,99500000000000000000,,
stakeDelegates,1608479635,0xf7c6382da0a3ee08ad4c201b01e33e122600ab6f,0x0446efdbd1e497ec7d8083b8069da81420837b34a3ee23e7bfa55167a5241a50-124,0x8e297141f9dc76f4d71741da1a1e47294cf0fde2,124,244813662557416905009,248750000000000000000,,
stakeDelegates,1608480747,0xfbf0600647574e65854755026f48d8a78226ef52,0x0f01689f0ef414f3b094f5325ed1f90c320de70f346d10af0f4891f87b5c33fe-100,0xa3276e7ab0a162f6a3b5aa6b3089accbaa65d12e,100,89541542500000000000,89541542500000000000,,
stakeDelegates,1608482681,0xe58c90d9a9da8f20755216100a39b6c646cb26e2,0x06f163724a9db18488653589326a7e736b09aa637e5dc059bda94c2c57363ff3-14,0x671bc7a0ffa02b0ee90ee03bcd11915df011503a,14,1800250205482185566690978,1800917165000000000000000,,
stakeDelegates,1608488141,0x26873dbb476f96b7e92869360c4f0c3bc420149e,0x03fe5d76caf3fec500871ff5f6788069faba0347ba2fa9e33e539443eec08421-158,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,158,985785690159205313693,995000000000000000000,,
stakeDelegates,1608488304,0x3a58538b353994bb4703f0458a99224067fd6004,0x02e8526fe181d2b9e4badcc0109c2afc759e4b99a77c6f0fb48c39ac04ec0eb5-73,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,73,9875874371941994897221,9950000000000000000000,,
stakeDelegates,1608491104,0xd6e9d9cf96c6bec0ac88ee00202aebdbd1fa3432,0x053afa6f210e3f5f3f661f96b92240900289f785344ef19dd9aa6f809a57ff07-197,0xbe9d7c691792937ca7e2535652886ff390cc5b86,197,5824930590901258544,9950000000000000000,,
stakeDelegates,1608492642,0xa20ad2e592ab005e4767edeb08215aeafc993237,0x0204bf244d95a7a423d795be030b3863f1b7d89c364bdd08c10c188f7b3ffbf0-153,0x6980fd6c85a98df8180123951e46d673b456699c,153,1773090000000000000000,1773090000000000000000,,
stakeDelegates,1608492654,0x6c63208e0cf89c7e5cb15a3e5997e15b4fc6f14c,0x01c591f912fda657c6b0c4cdac259c0db5cdf7e691ad22f756ea148e4fa93285-192,0x5a8904be09625965d9aec4bffd30d853438a053e,192,9124150000000000000,9124150000000000000,,
stakeDelegates,1608496364,0x87e7a461828270e4105b77017fd35e92fbb888ed,0x03a3c8313b8a58dc71b43cef5021f722e5b2bc39f9682358e91fcfdbe617389c-280,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,280,98578569015920531369,99500000000000000000,,
stakeDelegates,1608497046,0x2a87c1345024ab463acc26417124c433b3069fdd,0x00a43a8f1bb90e387366d000765efa529763316aaec7a41810c6ea091d9cc8df-260,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,260,98758743719419948972,99500000000000000000,,
stakeDelegates,1608498704,0x5d7ab46fb3e00fb3baf7a91a6235c7b41a888581,0x1087defda034a447d208033862e6daaf20fb65f014c07d2134e53cdacfa51d8f-234,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,234,635831770152687427331,641775000000000000000,,
stakeDelegates,1608508703,0xbecfbd38ad4e13968007ea56678504e738bda8a9,0x002a8e3388d1c6cfa2dcf9c3e5855149ea1bd22bc5453aecf1861135b49950d9-314,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,314,4912171756325173641205,4975000000000000000000,,
stakeDelegates,1608513222,0x0994e0d1eba4718c24c6b92db2b3ecec4e709552,0x04b8026bd0e70dd5a3fd463f5a5632a6d8361c4032d3368181b9cbcf05487d2d-132,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,132,982434351265034728241,995000000000000000000,,
stakeDelegates,1608521335,0x82a6f1ebad545284c45c4b0d081cdec25b6471c7,0x0a018245b4a39359c6d8e02c381afa05f52c7995ab62b8731dd4519202b8295a-291,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,291,1479405980916910835603,1490510000000000000000,,
stakeDelegates,1608522244,0x2f8cd74b41633b6c859ad2f4bfa92a0b130247ee,0x09a826fd38b8678b74797d7608682fa4b4fcf12adaeef27aec1ba9670d1fd670-265,0xa3276e7ab0a162f6a3b5aa6b3089accbaa65d12e,265,7955616291805253691335,7960000000000000000000,,
stakeDelegates,1608524878,0xc097c73f56cffb89eb9e2536f209e47ae9b1fbbf,0x0df012ddfbce010039ffd7f082a70300c1707b7e89b7d86f19a75a3af103d114-229,0x19fbac0891042be71ce60321a17720358575f580,229,64393758432563469484,99500000000000000000,,
stakeDelegates,1608543599,0xc37cd5e34ef273f6aefe6900fc9d75563cdcfe03,0x047d51545242f5ea9f6df8e4592dc89c46622c35c415224804c0115e9a294818-186,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,186,9817450851485306925261,9943019179500000000000,,
stakeDelegates,1608551674,0x52e5f9650266a222395d1079079c24e77f946fff,0x0b23a814c4568f426d25ae372732d71942e601b855b81850b550812f6cfa6051-295,0xddc39dceb6d8fb94d8a9b59cf3bf9a1e7ae19034,295,298500000000000000000,298500000000000000000,,
stakeDelegates,1608552648,0x510b15abd7078878141a5a49b0ee246c8aee6712,0x1020eca8e75db8539eae5d155dcf5820a88794bab982e9d6b15547789c7acec7-171,0x7697a886fc3b71a8a88487019337a6bbe5838f1a,171,3490755296076319067389,3492450000000000000000,,
stakeDelegates,1608566962,0x9ae2282c5715717fc786a7a20cd7a84d36dabade,0x060927e078709bbe203fbad5709ce1641de9682b58c1cd7943304f98c619c7d0-232,0xe0c1af3235ecee2c085ead8e918cd394986d2303,232,4381268598172440479009,6069500000000000000000,,
stakeDelegates,1608583046,0xe7bfe9b78d32469796deb029b2bea3d68773aec4,0x0eedf7e03e4bb4793282c25b08fa88ea9bc92f746e29e2317f1e76579bb39baa-278,0x4fedde33607cfda2c82a999accb427d1170987d9,278,1603696854563362416398,1990000000000000000000,,
stakeDelegates,1608591964,0x04f648bb839033bba7c6341529bd7dd6fd6d413e,0x09c2e3c9c09bd9827bfdb9568e0c8588a24a3caaf66d832262d216772de0135c-206,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,206,6036076654172373370313,6113280000000000000000,,
stakeDelegates,1608595528,0xf6c835e53692c0cab4b444dcf5e35c980bcfc31b,0x05ecf45dab289c21c9f738cfb0d25f63bc9bcac5bfa8dfb1ff5c27c88e30f1e4-61,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,61,8612019523189294427761,8722170000000000000000,,
stakeDelegates,1608595804,0xf6c835e53692c0cab4b444dcf5e35c980bcfc31b,0x09d7a96386105a91f8ec1fce7978f0bfbea1dcfc15839121cccfbc974b4d502f-4,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,4,186662526740356598365810,189050000000000000000000,,
stakeDelegates,1608600987,0x775ed8915969d9cd7937ee7c679a3e9aeb57a556,0x01c75639ac5862c77bb586ce9a18c43c9e62e20147ecb719082a8fdab9237e59-147,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,147,57871145880300556596,58705000000000000000,,
stakeDelegates,1608601388,0x109ea970dfa1042c4322528b3591b0cf9b2949cb,0x0b43252bf0bb9f7c7cb3b1fa8d13787c6139fe818b9d52afcf6f1064d392676c-134,0xa3276e7ab0a162f6a3b5aa6b3089accbaa65d12e,134,15351801402696646453218,15360260561000000000000,,
stakeDelegates,1608608684,0xb31c4e47df61c89f5a419db24f0e94b34751f14f,0x03f66eec7686e2c432995a698624e15dcdb1c97fb4c0054b969f4a57c6215ed4-46,0xc94a2669f719f792f166800fb6ef00fb3a7f5bec,46,9950000000000000,9950000000000000,,
stakeDelegates,1608617370,0x2e465ddca6d2c6c81ce6f260ab13148d43e93371,0x0fb00fbe5b6997baf1da61e800ffc17d61a3c18f639fccb0e14abf35f34c9f93-305,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,305,4904334396635640389554,4975000000000000000000,,
stakeDelegates,1608638526,0x115b72c42fa4d48777a26f612a26bdecf3d40b2d,0x06f687a8935d00acd746a9795d706a7b1b7897240fef1e20132b24fc7f6b629a-102,0xddc39dceb6d8fb94d8a9b59cf3bf9a1e7ae19034,102,8609077406664558639496,9950000000000000000000,,
stakeDelegates,1608638995,0x4cd3fb7a7ab67fe583914c459dfd63d63024b00f,0x026d140161a30cce4ea4f1b401e8ea08e835a926a46d334a2c875e1c6ee53a96-158,0xc430be492ddeb6e761dbbd0e08bafe99f5064d90,158,71734556022825217662,79600000000000000000,,
stakeDelegates,1608655759,0xef6fb5e0f1624a5cfa6e702d116c6d58b862d60f,0x028755583468ad7c3ed6487ba0f3c51abb542090f326d9b111b93f86a3f4c7f4-270,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,270,524753971771220250401,532315050000000000000,,
stakeDelegates,1608661398,0x58136502be6f834a5fbb300e4ed1fde0d234404e,0x08e5832b45263e40396fcc058f6c94150135fb99a00d7a47284dee020ab117ef-5,0x5a8904be09625965d9aec4bffd30d853438a053e,5,16565452147903924005951351,16583333665000000000000000,,
stakeDelegates,1608666541,0x9e3ad1c689a44a1d30cc99391cf1f6856cb08579,0x0582afe5ca5d9dc7f3b82faae837d722fac32bdb0a95f0b641d7adbe603b9acc-32,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,32,294745873415344852953,297487145451350000000,,
stakeDelegates,1608672893,0x51018972e0ad6703aa563e43ef11a1bf1ee0ed0e,0x0d9bd9767d7f41bd3d17f341f3a7261181b18c4804f2c3205b6210676dcb8e07-211,0x2c313e9fd1794685d2052af79457c858813b108f,211,104475000000000000000,104475000000000000000,,
stakeDelegates,1608691779,0x08283b208252566a857a1077f9e4b39d48dd12b5,0x01e0f1018f3029c6737c1c8b49eaa24c7948a456c72bd88a75fca2b281cfc9bd-112,0x5a8904be09625965d9aec4bffd30d853438a053e,112,4965699131739666362,4975000000000000000,,
stakeDelegates,1608700193,0xad6ee7c40d7d80a6c404e82e77cde5c5088e98a5,0x026980696938283cd792fb58d4110c01d0b64cfba5931f4b25c336a8920c2997-47,0xbe9d7c691792937ca7e2535652886ff390cc5b86,47,275223574666308616506,497500000000000000000,,
stakeDelegates,1608705474,0xad6ee7c40d7d80a6c404e82e77cde5c5088e98a5,0x000fbac2c251afe867e40bf1859c04d02fec5c65677e8393586f06549c9978f9-231,0x2c313e9fd1794685d2052af79457c858813b108f,231,497500000000000000000,497500000000000000000,,
stakeDelegates,1608714242,0xad6ee7c40d7d80a6c404e82e77cde5c5088e98a5,0x0fa9ce057156d124e1ff9d16f9962e4a985216b6238bcfd31ccb88f97afc6eb0-201,0x62a0bd1d110ff4e5b793119e95fc07c9d1fc8c4a,201,1882777105543686486059,1960150000000000000000,,
stakeDelegates,1608716887,0x40f657e85bbb5cc7beb402da315c3fe1974442bf,0x0a3db6fdb703412dfee30aa4531ab5a9d26a45c7c8383e162e37b3d79be734de-195,0x011bdfea664ece919d895d174f57331460056236,195,1293500000000000000000,1293500000000000000000,,
stakeDelegates,1608716973,0x9dc6275ecb3aef7c4cd1c52290e8e9394d69032f,0x082bd4a4ed223dc94e8e56a54c4e16d8737f245b10272aeccac0ebaf1c79670c-251,0x4167eb613d784c910f5dc0f3f0515d61ec6ec8df,251,4952112789848336187763,4975000000000000000000,,
stakeDelegates,1608720959,0x6094e1dd925cace56fa501daec02b01a49e55770,0x018723c1aee8f1c78aeeca1084b34bd1756c3ec1d795d076ab27e0a747ec27fc-203,0x5a8904be09625965d9aec4bffd30d853438a053e,203,248284956586983318134,248750000000000000000,,
stakeDelegates,1608738526,0x0e62f01ba53c3756fa25c0535bcb6292459c0b4d,0x06ba25494b3d2e67cbc63352698832880242dffdce815381012880a671be5aa5-264,0x5a8904be09625965d9aec4bffd30d853438a053e,264,99313982634793327253,99500000000000000000,,
stakeDelegates,1608739736,0x3490c1c7b55bb9795483dd68193401a1a8b7c9c1,0x09c59c5d8f95a92b4fe860a071d2d9e74ccc40ae8f245b837624cb51d5b0dc1b-224,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,224,9792996352558522766995,9950000000000000000000,,
stakeDelegates,1608754766,0x7e37bf79394063341e0d227faa5fa7b793ceaf6b,0x0f5e6c22d4dacd81e115dc4343d008468fee10c6d333e03d15d9505ee0be0708-183,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,183,489649817627926138349,497500000000000000000,,
stakeDelegates,1608756126,0xe5c29f92e742e9ac213f2737dbe1beb6ab259832,0x0ee19f139b9666e6d4529d1ba8ffc73f7962c6746284ce760126bb7b2de71c1c-47,0x4437e367cc68d87675148a9e4a1f052f0359c880,47,9950000000000000000000,9950000000000000000000,,
stakeDelegates,1608760537,0xaca3cf555688f6bd31167ed95687f631a04017f8,0x0b4b598ad325a6f392651eed6e8c7349b9ed9aad2b90ca2c39a9b5938a7446a6-62,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,62,51902880668560170665076,52735000000000000000000,,
stakeDelegates,1608760919,0x5ea5793e8e2b26478c6099d7ddae64fc885b62ab,0x0b7f29b6d330945ded1ccd9df988e980faca14b9a910a1ed904ec1ad7f8df926-54,0x671bc7a0ffa02b0ee90ee03bcd11915df011503a,54,495161101397168745781665,497500000000000000000000,,
stakeDelegates,1608797747,0x3a1a202f0257568ab3abc40695a64b87b0d22df8,0x0b34332ba4e5466b2f8cd7efd90445a53565df9fae977fe53698afa4bf3530ec-300,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,300,2249945516770876981949,2288500000000000000000,,
stakeDelegates,1608811757,0x995849ea6bf535c4ad3a9ec254b8fad4dc3f1d03,0x0b35e85e21b92cef99dab0f0828cbea487b3cd3c87a8b5543afab6a3a30177e9-311,0xf4a097ce3a4efbd1748b2ef2076813961e4e6fa7,311,266632758670712723854000,293443118465000000000000,,
stakeDelegates,1608836113,0xf6c835e53692c0cab4b444dcf5e35c980bcfc31b,0x104e6f5a487df684e346b9b453d249462a5be35d875011aab4f7ddbf1d71a98c-39,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,39,48911859060236456129336,49750000000000000000000,,
stakeDelegates,1608836165,0xfd7355b13567a3c60f98c60dd5729d59e1255e34,0x00a4e111c2478edf39f1d813f6568eadfd26fd88a82f580c353909aa2372497f-231,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,231,41085961610598623148,41790000000000000000,,
stakeDelegates,1608866113,0x9bddc9de55c563c0a9ca54488cd32f0787bc33d1,0x0487d50b46103d12c4a62c0bd727ba26098b26f5914679e75bb8f18d89cc3d33-250,0x5a8904be09625965d9aec4bffd30d853438a053e,250,1121342172687622654071,1125633550000000000000,,
stakeDelegates,1608866113,0x09ab720be0deda7f664e5dd15c5f33472da0e0fe,0x020bffe08db1d15a2f4761c64c985107744964aa3cb0019a61ac2da4e2ab6ec6-98,0x5a8904be09625965d9aec4bffd30d853438a053e,98,14868099771335678571423,14925000000000000000000,,
stakeDelegates,1608869509,0x0f2b8ae99889af741202bcd94a619a4f67f8dc37,0x0e20ae05c3abff847636249130366ad1a309fad2a69e142c3d694ff3051e8884-179,0xb06071394531b63b0bac78f27e12dc2beaa913e4,179,1327193365759351797122,1328804284465350000000,,
stakeDelegates,1608873059,0x65ae95127c434e8720b3e86485c801f480358f63,0x0a1e4ede43e21f4819ee5b85b974ad2ddc2449e9c430e2338c8b2100e58b2f63-268,0x5a8904be09625965d9aec4bffd30d853438a053e,268,495603325711189285714123,497500000000000000000000,,
stakeDelegates,1608875183,0x8997023f133edfb50af47e950fe38f7601166e78,0x0e7257a8eca8abbd00ed9321daecea0fa9e2b5ff343016ad59921f0ccc96abc3-60,0x671bc7a0ffa02b0ee90ee03bcd11915df011503a,60,25791459506554488168363,25935285016539891800000,,
stakeDelegates,1608885954,0x63f8168f665f79101a0e0da2313cd1391e1c5e27,0x0b035858451535f7ed3388cf2183a73f5f84aaa3245f8ca907ce2649e34b7db6-30,0xfb5b40098cdfec1564ae5b94d4deed116b887d08,30,1094500000000000000000,1094500000000000000000,,
stakeDelegates,1608896184,0x40f657e85bbb5cc7beb402da315c3fe1974442bf,0x0216066c362e50493c3e0d0b165cd5803d9d1d73077dfb3bde753dce5aaac59e-208,0x3622522a5eb9bba3417ec3d2a437f9d3c5caacee,208,995000000000000000000,995000000000000000000,,
stakeDelegates,1608930703,0x4c5577fbbaf7ce5875902bdadd98c42fea81af5f,0x0699294dd955bba86724c393ea91602cd9276c19a1460154b05b5d6fa5864734-193,0x5a8904be09625965d9aec4bffd30d853438a053e,193,991206651422378571428,995000000000000000000,,
stakeDelegates,1608933632,0x188af1d01a95dec1225b7fe72849117607bfd73c,0x0236bf1d95c8190a811faea847165880602c6b04178002ca4c938195ac348ea3-235,0x5a8904be09625965d9aec4bffd30d853438a053e,235,495603325711189285714,497500000000000000000,,
