type,blockTime,delegator,eventTime,id,indexer,logIndex,shares,tokens,until
stakeDelegatedLockeds,1608260777,0x57b4a5f470c85d4281f7baf5162b59243a3491df,1608260777,0x18cb0cf3c94ed5aee7c925b9691535fb78e0419d54e37de9c092a44e75f7bd30-67,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,67,65257075000000000000000,65257075000000000000000,32
stakeDelegatedLockeds,1608264240,0x1853bf6a892abd949aed052bb634ab96afaf31dd,1608264240,0x14b0c8979f1f246960a4145a594db37a7a440082451eaf53b0075b9af9320bb0-111,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,111,14169714085664846000000,14169714085664846000000,32
stakeDelegatedLockeds,1608308131,0xe88f42474046183f2367066cd940e74ded8085fe,1608308131,0x292aada0e00ced3e2e18228f411526790837d9209ddf545a13b59e9459fb6431-172,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,172,2000000000000000000000,2000000000000000000000,32
stakeDelegatedLockeds,1608353177,0xe3a38bb185eebca16ac86139b4b8200c293a2dad,1608353177,0x0f4b5c2daa0ee542167af2fd724edb518f94fb840e5b5d1fe86c9819cc03336a-78,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,78,5679806919758074000000,5679806919758074000000,33
stakeDelegatedLockeds,1608366373,0xfe7c442da0297313444b919ba17ca666d631d121,1608366373,0x1d08efa72977208ef4336b3cefd144c7712062ecc83fa8948ec2e21de2eef26f-9,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,9,18075758597915281250000,18167407271115301580346,33
stakeDelegatedLockeds,1608376810,0xb35279f533bf023a054529512152b502dbefb382,1608376810,0x2f8d82164c2a2298af3ad10934f14ff0e1aff72ecd6772019622d875b1381705-237,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,237,29850000000000000000000,29850000000000000000000,33
stakeDelegatedLockeds,1608444820,0x9a5aaf145d11dd36747ca3c14422d9714a3de366,1608444820,0x307aa3801fd58a310d7889e42416354583b05c470db7f931ed08f097e633e0dd-41,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,41,9899805479409818930160,9974110727854269597930,34
stakeDelegatedLockeds,1608446536,0x203d7620fb3cdc3f25339d8a4368c95abb175349,1608446536,0x1777651837564916a456d676196108fa05b15e33645aae8d3f6fbe3a60cd292b-179,0x63c560997b8338f2b033f3ffdcc0f7c680feec45,179,205725962025903815842,536486633269999999998,34
stakeDelegatedLockeds,1608446536,0x203d7620fb3cdc3f25339d8a4368c95abb175349,1608446536,0x1777651837564916a456d676196108fa05b15e33645aae8d3f6fbe3a60cd292b-179,0x63c560997b8338f2b033f3ffdcc0f7c680feec45,179,205725962025903815842,536486633269999999998,34
stakeDelegatedLockeds,1608459775,0x19ef5ab9c5f3e1aca85b22855ff31984e5c4083f,1608459775,0x2004c1c26a404b6c10608c662ae5f69d79822d5153abfc267c35e4ddef45a7dc-265,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,265,101504236794819823553,102266099999999999999,34
stakeDelegatedLockeds,1608459775,0x19ef5ab9c5f3e1aca85b22855ff31984e5c4083f,1608459775,0x2004c1c26a404b6c10608c662ae5f69d79822d5153abfc267c35e4ddef45a7dc-265,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,265,101504236794819823553,102266099999999999999,34
stakeDelegatedLockeds,1608466649,0xd49f7d53d126b5101da394d8b0f34af64777d121,1608466649,0x214d90e8add5fe91b0ad13602358f0da329ac531b75539463f7c77c6511ef48f-112,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,112,199000000000000000000,200860087518639073324,34
stakeDelegatedLockeds,1608466649,0xd49f7d53d126b5101da394d8b0f34af64777d121,1608466649,0x214d90e8add5fe91b0ad13602358f0da329ac531b75539463f7c77c6511ef48f-112,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,112,199000000000000000000,200860087518639073324,34
stakeDelegatedLockeds,1608481633,0xc02344c55ade82c4c78fa1552ddee95934670539,1608481633,0x229b51f3796dc0e6af8eaec6b3984300dc78aef458e22ab30673f342e187eb87-162,0xf3f182e859f789af8d6c2223d15c691471c79a2b,162,37373195000000000000000,37791519003450658857000,34
stakeDelegatedLockeds,1608481633,0xc02344c55ade82c4c78fa1552ddee95934670539,1608481633,0x229b51f3796dc0e6af8eaec6b3984300dc78aef458e22ab30673f342e187eb87-162,0xf3f182e859f789af8d6c2223d15c691471c79a2b,162,37373195000000000000000,37791519003450658857000,34
stakeDelegatedLockeds,1608514282,0x2686544ed0149b134b27009958788cdf4ca8c064,1608514282,0x068787c8b169dc37d8f1601fbf0855e12bb2ec80ec0977e7f0cf68e3fb37c35b-261,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,261,120420314973520308087,121324157118749999999,35
stakeDelegatedLockeds,1608514282,0x2686544ed0149b134b27009958788cdf4ca8c064,1608514282,0x068787c8b169dc37d8f1601fbf0855e12bb2ec80ec0977e7f0cf68e3fb37c35b-261,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,261,120420314973520308087,121324157118749999999,35
stakeDelegatedLockeds,1608517597,0x44bd1853666e2c5af5dc1fc6bec119fdd4dd3e79,1608517597,0x2359d1ad1a6064dc71fa111161f17842991f7bf0ed9b2434a4eff72a23cbc2c6-203,0x4167eb613d784c910f5dc0f3f0515d61ec6ec8df,203,63056115100000000000000,63177578130673433438469,35
stakeDelegatedLockeds,1608517597,0x44bd1853666e2c5af5dc1fc6bec119fdd4dd3e79,1608517597,0x2359d1ad1a6064dc71fa111161f17842991f7bf0ed9b2434a4eff72a23cbc2c6-203,0x4167eb613d784c910f5dc0f3f0515d61ec6ec8df,203,63056115100000000000000,63177578130673433438469,35
stakeDelegatedLockeds,1608523757,0xc9ede68e6176727a7d878163c8adf2d528e45ac4,1608523757,0x25556dab17b4888e411a98760e67ce81dd6d975ff83e30e015693b8ffdadaea7-131,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,131,886642139860000000000000,893297034708251530430663,35
stakeDelegatedLockeds,1608523757,0xc9ede68e6176727a7d878163c8adf2d528e45ac4,1608523757,0x25556dab17b4888e411a98760e67ce81dd6d975ff83e30e015693b8ffdadaea7-131,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,131,886642139860000000000000,893297034708251530430663,35
stakeDelegatedLockeds,1608533743,0x1819eba4f13d2693756d38acf8d3e9aabbd8fdb5,1608533743,0x0d4ab294e27cb1f912cb9ba7b7199fb19d6960913c249d27d212bd0cef9eb878-101,0x55f3dcdaf0b73f7f0c761a9070d8865f37986e2c,101,2579040000000000000000,2838823536032618537124,35
stakeDelegatedLockeds,1608533743,0x1819eba4f13d2693756d38acf8d3e9aabbd8fdb5,1608533743,0x0d4ab294e27cb1f912cb9ba7b7199fb19d6960913c249d27d212bd0cef9eb878-101,0x55f3dcdaf0b73f7f0c761a9070d8865f37986e2c,101,2579040000000000000000,2838823536032618537124,35
stakeDelegatedLockeds,1608536232,0x63f8168f665f79101a0e0da2313cd1391e1c5e27,1608536232,0x1137592cff8a65949b2c99dd0cf2ed70602fb3c172ed6f80feb1d914d6e229a1-271,0x7ca0ee4a792f4da7b6aaf4c082b234259de61112,271,1492500000000000000000,1492500000000000000000,35
stakeDelegatedLockeds,1608536232,0x63f8168f665f79101a0e0da2313cd1391e1c5e27,1608536232,0x1137592cff8a65949b2c99dd0cf2ed70602fb3c172ed6f80feb1d914d6e229a1-271,0x7ca0ee4a792f4da7b6aaf4c082b234259de61112,271,1492500000000000000000,1492500000000000000000,35
stakeDelegatedLockeds,1608536326,0x63f8168f665f79101a0e0da2313cd1391e1c5e27,1608536326,0x23a6e1ebc03d103fd1adb17139e16386e0ad18ec9db8b103bb50e4fce84338d0-225,0x6879bbfcff0e54e62b899681ea52e74bd9b29fe4,225,1094500000000000000000,1094500000106610957779,35
stakeDelegatedLockeds,1608536326,0x63f8168f665f79101a0e0da2313cd1391e1c5e27,1608536326,0x23a6e1ebc03d103fd1adb17139e16386e0ad18ec9db8b103bb50e4fce84338d0-225,0x6879bbfcff0e54e62b899681ea52e74bd9b29fe4,225,1094500000000000000000,1094500000106610957779,35
stakeDelegatedLockeds,1608555170,0x16faa6e97aec501eb03d692eb5751e37519cdbb3,1608555170,0x1d71e275f25d486f9f7e527aa1a474c39fcd25ca21db009a1c2ddb3375c5ede6-151,0xe758697c5fc77f6b64bcf54191c08ad051bbdc4b,151,8365581900000000000000,8365581900000000000000,35
stakeDelegatedLockeds,1608555170,0x16faa6e97aec501eb03d692eb5751e37519cdbb3,1608555170,0x1d71e275f25d486f9f7e527aa1a474c39fcd25ca21db009a1c2ddb3375c5ede6-151,0xe758697c5fc77f6b64bcf54191c08ad051bbdc4b,151,8365581900000000000000,8365581900000000000000,35
stakeDelegatedLockeds,1608597579,0x03b76647464cf57255f20289d2501417a5ec457e,1608597579,0x1ab0615e9d5c7049e0187dca34edc649b3bfd739b5d06f575ede4394f559c766-217,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,217,1329199348426859917487,1348351524104874964863,36
stakeDelegatedLockeds,1608597579,0x03b76647464cf57255f20289d2501417a5ec457e,1608597579,0x1ab0615e9d5c7049e0187dca34edc649b3bfd739b5d06f575ede4394f559c766-217,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,217,1329199348426859917487,1348351524104874964863,36
stakeDelegatedLockeds,1608601990,0x8b59e1636f1efde992da55d3fa1c621a0a62ba0f,1608601990,0x1cff0ae312397ca2c549ea3d32e1cf3e5f1a7eb42f2928c645aff8d0da81cf79-68,0xe758697c5fc77f6b64bcf54191c08ad051bbdc4b,68,995000000000000000000,995000000000000000000,36
stakeDelegatedLockeds,1608601990,0x8b59e1636f1efde992da55d3fa1c621a0a62ba0f,1608601990,0x1cff0ae312397ca2c549ea3d32e1cf3e5f1a7eb42f2928c645aff8d0da81cf79-68,0xe758697c5fc77f6b64bcf54191c08ad051bbdc4b,68,995000000000000000000,995000000000000000000,36
stakeDelegatedLockeds,1608613315,0x2cb544ec53bfc40d97ecb9579beff2b43778fcc6,1608613315,0x20f4ef9856925dfa9c7bca819b92daa434f52d251343fa4c390b80922264ab18-122,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,122,1665226080298463610169,1689220000000000000356,36
stakeDelegatedLockeds,1608613315,0x2cb544ec53bfc40d97ecb9579beff2b43778fcc6,1608613315,0x20f4ef9856925dfa9c7bca819b92daa434f52d251343fa4c390b80922264ab18-122,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,122,1665226080298463610169,1689220000000000000356,36
stakeDelegatedLockeds,1608624489,0x9f8649718dbbfe06a261165ddce69a9993f68736,1608624489,0x2b96b98a572d8b42d8f8edd0179aa0c1ad29c4b09d0e129123fa390821ed6d08-202,0x55f3dcdaf0b73f7f0c761a9070d8865f37986e2c,202,99997500000000000000000,110070125529042501150092,36
stakeDelegatedLockeds,1608624489,0x9f8649718dbbfe06a261165ddce69a9993f68736,1608624489,0x2b96b98a572d8b42d8f8edd0179aa0c1ad29c4b09d0e129123fa390821ed6d08-202,0x55f3dcdaf0b73f7f0c761a9070d8865f37986e2c,202,99997500000000000000000,110070125529042501150092,36
stakeDelegatedLockeds,1608639725,0x15c417eeb47edcef5689eabeec3443666e30209c,1608639725,0x27f36a37b1d276a98bbf224caac42233663ddfc2084f0015596e50b447c1faac-225,0x19fbac0891042be71ce60321a17720358575f580,225,3431543386871307288836,5302354999999999999999,36
stakeDelegatedLockeds,1608639725,0x15c417eeb47edcef5689eabeec3443666e30209c,1608639725,0x27f36a37b1d276a98bbf224caac42233663ddfc2084f0015596e50b447c1faac-225,0x19fbac0891042be71ce60321a17720358575f580,225,3431543386871307288836,5302354999999999999999,36
stakeDelegatedLockeds,1608652808,0x65edea46429767082b796aa93f3bcfb674be43c6,1608652808,0x1a20df972ffc7de5fb4ac0b4d90d2f908efe3e8bc5fcb98e1fe0549807cf59ac-20,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,20,11552945000000000000000,11660392696196844242036,36
stakeDelegatedLockeds,1608652808,0x65edea46429767082b796aa93f3bcfb674be43c6,1608652808,0x1a20df972ffc7de5fb4ac0b4d90d2f908efe3e8bc5fcb98e1fe0549807cf59ac-20,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,20,11552945000000000000000,11660392696196844242036,36
stakeDelegatedLockeds,1608655994,0x4647e75bf0c97917be3c994936b7e29b2a3bd375,1608655994,0x30a0a1787a78cb5ffbd1ba8c375908afd869a4f2290f62b588ad0a38c175974a-216,0xcb22a8ce581d04fef99b81ec5a60725070a3e8c4,216,7959999804788814516026,9971199319188996063228,36
stakeDelegatedLockeds,1608675763,0x961f2a35d4a261ded0dc82c78b49d90b6bb5ce2a,1608675763,0x09c4c8b4b41713c7ff89c9dc0e09b75800e2abe274f62dbdb83fab966114e06b-186,0x720a98087160bfdb282f695abe6f9ac966b03d43,186,2051355755908550000000,2051355755908550000000,36
stakeDelegatedLockeds,1608675763,0x961f2a35d4a261ded0dc82c78b49d90b6bb5ce2a,1608675763,0x09c4c8b4b41713c7ff89c9dc0e09b75800e2abe274f62dbdb83fab966114e06b-186,0x720a98087160bfdb282f695abe6f9ac966b03d43,186,2051355755908550000000,2051355755908550000000,36
stakeDelegatedLockeds,1608737415,0xc097c73f56cffb89eb9e2536f209e47ae9b1fbbf,1608737415,0x20a7f7131ec34152ce810bac42a7ae1ae24f41a6ef7504a65d6bac568de9b9d3-99,0xbe9d7c691792937ca7e2535652886ff390cc5b86,99,685457358303880792436,1248313137809017272417,37
stakeDelegatedLockeds,1608737415,0xc097c73f56cffb89eb9e2536f209e47ae9b1fbbf,1608737415,0x20a7f7131ec34152ce810bac42a7ae1ae24f41a6ef7504a65d6bac568de9b9d3-99,0xbe9d7c691792937ca7e2535652886ff390cc5b86,99,685457358303880792436,1248313137809017272417,37
stakeDelegatedLockeds,1608738119,0x9e3ad1c689a44a1d30cc99391cf1f6856cb08579,1608738119,0x1e7593f6d66e78da4844e81fddd1c3e31489936d450e23c49e52a86a03111e21-217,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,217,294745873415344852953,297830734345779238180,37
stakeDelegatedLockeds,1608738119,0x9e3ad1c689a44a1d30cc99391cf1f6856cb08579,1608738119,0x1e7593f6d66e78da4844e81fddd1c3e31489936d450e23c49e52a86a03111e21-217,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,217,294745873415344852953,297830734345779238180,37
stakeDelegatedLockeds,1608749991,0x17080b589cdcbd10ebeaa24cb0096f4bb29eb52b,1608749991,0x24649ba6e8266388039d13154a62c687ec6dc6ffa55baf8ef600b4797396dcd5-184,0xc430be492ddeb6e761dbbd0e08bafe99f5064d90,184,90014692963473532888008,99907469910325430879372,37
stakeDelegatedLockeds,1608749991,0x17080b589cdcbd10ebeaa24cb0096f4bb29eb52b,1608749991,0x24649ba6e8266388039d13154a62c687ec6dc6ffa55baf8ef600b4797396dcd5-184,0xc430be492ddeb6e761dbbd0e08bafe99f5064d90,184,90014692963473532888008,99907469910325430879372,37
stakeDelegatedLockeds,1608750673,0x065823e171f037b889c4e1029e8aa34d6b134307,1608750673,0x016e05329e6fa38777bc139b35eaf5c27cebb0df8320d3f70bf35a0ee85a5945-252,0xc430be492ddeb6e761dbbd0e08bafe99f5064d90,252,44881096451981289581793,49813609819657434417610,37
stakeDelegatedLockeds,1608750673,0x065823e171f037b889c4e1029e8aa34d6b134307,1608750673,0x016e05329e6fa38777bc139b35eaf5c27cebb0df8320d3f70bf35a0ee85a5945-252,0xc430be492ddeb6e761dbbd0e08bafe99f5064d90,252,44881096451981289581793,49813609819657434417610,37
stakeDelegatedLockeds,1608755539,0xf26bd705cbc02932c2c63dadfd4791b033468fbb,1608755539,0x29ade32441dfb75c503afe0474bf38b732205e0ab1322003e674552229112a79-268,0xa3276e7ab0a162f6a3b5aa6b3089accbaa65d12e,268,88853827416794739845,88902787703099999999,37
stakeDelegatedLockeds,1608755539,0xf26bd705cbc02932c2c63dadfd4791b033468fbb,1608755539,0x29ade32441dfb75c503afe0474bf38b732205e0ab1322003e674552229112a79-268,0xa3276e7ab0a162f6a3b5aa6b3089accbaa65d12e,268,88853827416794739845,88902787703099999999,37
stakeDelegatedLockeds,1608757461,0x10ccd4136471c7c266a9fc4569622989fb4cab99,1608757461,0x00717a09605d02101f6b58405adb3682761a048d7b5dc1e6ae67cb40425a0ca5-287,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,287,11746726594923657047060,11869669852833533468258,37
stakeDelegatedLockeds,1608757461,0x10ccd4136471c7c266a9fc4569622989fb4cab99,1608757461,0x00717a09605d02101f6b58405adb3682761a048d7b5dc1e6ae67cb40425a0ca5-287,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,287,11746726594923657047060,11869669852833533468258,37
stakeDelegatedLockeds,1608758724,0x03ab3cad2546464bdf77ef7065f7c078e0bcb9fb,1608758724,0x305153d986034bd64f43bcf1757cb289b735fb5bc08f2e9a91588ec47679ddf3-288,0x19fbac0891042be71ce60321a17720358575f580,288,267638231222686595217,415297339434774988687,37
stakeDelegatedLockeds,1608758724,0x03ab3cad2546464bdf77ef7065f7c078e0bcb9fb,1608758724,0x305153d986034bd64f43bcf1757cb289b735fb5bc08f2e9a91588ec47679ddf3-288,0x19fbac0891042be71ce60321a17720358575f580,288,267638231222686595217,415297339434774988687,37
stakeDelegatedLockeds,1608774814,0x4f8ff07e16af4bc3919bbc12105ffbcbb87f4ffd,1608774814,0x2fc6b7a9716c6fa3c45bcf6dc4d1718f7a62217254c640bca21a17eefc163d6f-192,0x7697a886fc3b71a8a88487019337a6bbe5838f1a,192,9945171783693216716210,9949999999999999999999,38
stakeDelegatedLockeds,1608774814,0x4f8ff07e16af4bc3919bbc12105ffbcbb87f4ffd,1608774814,0x2fc6b7a9716c6fa3c45bcf6dc4d1718f7a62217254c640bca21a17eefc163d6f-192,0x7697a886fc3b71a8a88487019337a6bbe5838f1a,192,9945171783693216716210,9949999999999999999999,38
stakeDelegatedLockeds,1608775303,0x4f8ff07e16af4bc3919bbc12105ffbcbb87f4ffd,1608775303,0x06eed1974e33b3de13b3e6f264fbfea884bb51371f1d57fa066bc98d4a0acc2a-245,0xddc39dceb6d8fb94d8a9b59cf3bf9a1e7ae19034,245,8609077406664558639496,9966148199205274930474,38
stakeDelegatedLockeds,1608775303,0x4f8ff07e16af4bc3919bbc12105ffbcbb87f4ffd,1608775303,0x06eed1974e33b3de13b3e6f264fbfea884bb51371f1d57fa066bc98d4a0acc2a-245,0xddc39dceb6d8fb94d8a9b59cf3bf9a1e7ae19034,245,8609077406664558639496,9966148199205274930474,38
stakeDelegatedLockeds,1608782903,0xb2ee37a411f30ca5c10319f812cbc38135228998,1608782903,0x117fda5c33ad4367e81df90f1edf28b04df0b1e76ee10f4118a94cbf7cf8b046-179,0xbe9d7c691792937ca7e2535652886ff390cc5b86,179,87160740436029817501,158731824918599999999,38
stakeDelegatedLockeds,1608782903,0xb2ee37a411f30ca5c10319f812cbc38135228998,1608782903,0x117fda5c33ad4367e81df90f1edf28b04df0b1e76ee10f4118a94cbf7cf8b046-179,0xbe9d7c691792937ca7e2535652886ff390cc5b86,179,87160740436029817501,158731824918599999999,38
stakeDelegatedLockeds,1608788163,0xb86b7e3cd923c9d27673ac61c1c7faebc4378e45,1608788163,0x1fad27c00b9eb5d4c52c118701655b57ab8824d09cb9d3929fe23dd3b3acfe64-140,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,140,5172830000000000000000,5261470274173542998108,38
stakeDelegatedLockeds,1608788163,0xb86b7e3cd923c9d27673ac61c1c7faebc4378e45,1608788163,0x1fad27c00b9eb5d4c52c118701655b57ab8824d09cb9d3929fe23dd3b3acfe64-140,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,140,5172830000000000000000,5261470274173542998108,38
stakeDelegatedLockeds,1608803294,0x8b59e1636f1efde992da55d3fa1c621a0a62ba0f,1608803294,0x2d31da7b76efe242081593999eef005c450b3b901d2015c6b378d27ee2f2ed37-98,0x6980fd6c85a98df8180123951e46d673b456699c,98,995000000000000000000,995000000035077692290,38
stakeDelegatedLockeds,1608803294,0x8b59e1636f1efde992da55d3fa1c621a0a62ba0f,1608803294,0x2d31da7b76efe242081593999eef005c450b3b901d2015c6b378d27ee2f2ed37-98,0x6980fd6c85a98df8180123951e46d673b456699c,98,995000000000000000000,995000000035077692290,38
stakeDelegatedLockeds,1608827721,0x65dd7b52d51118cc081d3d797c1bfdcceec5f7d9,1608827721,0x0db45e4b27597d9f13d5effef366e313f283317dcee8163611c770142dc9fc2f-272,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,272,13200400626245052561476,13343295313930971849549,38
stakeDelegatedLockeds,1608827721,0x65dd7b52d51118cc081d3d797c1bfdcceec5f7d9,1608827721,0x0db45e4b27597d9f13d5effef366e313f283317dcee8163611c770142dc9fc2f-272,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,272,13200400626245052561476,13343295313930971849549,38
stakeDelegatedLockeds,1608828528,0x115b72c42fa4d48777a26f612a26bdecf3d40b2d,1608828528,0x0a50257716f54ce82449e8f205173d29d8a19c83c01bb316c2bc28367c9fffb8-210,0xddc39dceb6d8fb94d8a9b59cf3bf9a1e7ae19034,210,14635431591329749687143,16942451938648967381805,38
stakeDelegatedLockeds,1608828528,0x115b72c42fa4d48777a26f612a26bdecf3d40b2d,1608828528,0x0a50257716f54ce82449e8f205173d29d8a19c83c01bb316c2bc28367c9fffb8-210,0xddc39dceb6d8fb94d8a9b59cf3bf9a1e7ae19034,210,14635431591329749687143,16942451938648967381805,38
stakeDelegatedLockeds,1608836081,0x17080b589cdcbd10ebeaa24cb0096f4bb29eb52b,1608836081,0x1e136cafad8b443859f87172cd4bbb99ecd47e9f9c5c92164affdab05c23e52c-257,0xa3276e7ab0a162f6a3b5aa6b3089accbaa65d12e,257,876541950894261894500000,877024943536470153653892,38
stakeDelegatedLockeds,1608836081,0x17080b589cdcbd10ebeaa24cb0096f4bb29eb52b,1608836081,0x1e136cafad8b443859f87172cd4bbb99ecd47e9f9c5c92164affdab05c23e52c-257,0xa3276e7ab0a162f6a3b5aa6b3089accbaa65d12e,257,876541950894261894500000,877024943536470153653892,38
stakeDelegatedLockeds,1608855585,0x14500fcf81e1dfead42eb38f46eed7eb070f363b,1608855585,0x0533aeeb3deb1e70d002957414179bd84c92ff7332cb552be3f0bbbaa4d6a226-273,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,273,5652169838095130730962,5749023955497825682387,38
stakeDelegatedLockeds,1608855585,0x14500fcf81e1dfead42eb38f46eed7eb070f363b,1608855585,0x0533aeeb3deb1e70d002957414179bd84c92ff7332cb552be3f0bbbaa4d6a226-273,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,273,5652169838095130730962,5749023955497825682387,38
stakeDelegatedLockeds,1608856119,0x2dd00cf932192e10a38915cdfe0431bc9dac30a9,1608856119,0x057a60f864e5c0eb73f555fcceefa5f70d24134990b13a97921b638b5927175a-152,0xc430be492ddeb6e761dbbd0e08bafe99f5064d90,152,911416898151555383838,1011914999999999999999,38
stakeDelegatedLockeds,1608856119,0x2dd00cf932192e10a38915cdfe0431bc9dac30a9,1608856119,0x057a60f864e5c0eb73f555fcceefa5f70d24134990b13a97921b638b5927175a-152,0xc430be492ddeb6e761dbbd0e08bafe99f5064d90,152,911416898151555383838,1011914999999999999999,38
stakeDelegatedLockeds,1608902736,0xcfadf643fc9a9d978451b135e6e6c62b28fb6545,1608902736,0x1c387c6b6149741a6a2edff92a1714ed51e9de9f8bdccc2490938bffdcb04906-38,0xddc39dceb6d8fb94d8a9b59cf3bf9a1e7ae19034,38,28722447733700153659835,33250040304712160339993,39
stakeDelegatedLockeds,1608902736,0xcfadf643fc9a9d978451b135e6e6c62b28fb6545,1608902736,0x1c387c6b6149741a6a2edff92a1714ed51e9de9f8bdccc2490938bffdcb04906-38,0xddc39dceb6d8fb94d8a9b59cf3bf9a1e7ae19034,38,28722447733700153659835,33250040304712160339993,39
stakeDelegatedLockeds,1608932125,0xbd9ee204274b036202914c576047abe5ded78492,1608932125,0x1d1f0a90b8d80e852689cbcf1410e705f4361df219ebedbef6cfded0b294dc49-123,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,123,2957357070477615941079,3010972096889653558156,39
stakeDelegatedLockeds,1608932125,0xbd9ee204274b036202914c576047abe5ded78492,1608932125,0x1d1f0a90b8d80e852689cbcf1410e705f4361df219ebedbef6cfded0b294dc49-123,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,123,2957357070477615941079,3010972096889653558156,39
stakeDelegatedLockeds,1608970364,0x01b1efa5f3fbeecd4b601299c8638b4401f7c9a2,1608970364,0x15f5666615901021ce8971340f0fbbe84d426d8e9d1f8dff26278dce7aeae39d-101,0xcb22a8ce581d04fef99b81ec5a60725070a3e8c4,101,39799999023944072580,49855996595944980315,40
stakeDelegatedLockeds,1608970364,0x01b1efa5f3fbeecd4b601299c8638b4401f7c9a2,1608970364,0x15f5666615901021ce8971340f0fbbe84d426d8e9d1f8dff26278dce7aeae39d-101,0xcb22a8ce581d04fef99b81ec5a60725070a3e8c4,101,39799999023944072580,49855996595944980315,40
stakeDelegatedLockeds,1608971162,0xf5adc2c1e3f5fabe72e57a86449da151cf3a47b0,1608971162,0x12fbb5f0e919f4430c39d276be87e87c8acb04eb28dccc03433d036d0c3225b2-177,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,177,362180000000000000000,366100608127846489853,40
stakeDelegatedLockeds,1608971162,0xf5adc2c1e3f5fabe72e57a86449da151cf3a47b0,1608971162,0x12fbb5f0e919f4430c39d276be87e87c8acb04eb28dccc03433d036d0c3225b2-177,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,177,362180000000000000000,366100608127846489853,40
stakeDelegatedLockeds,1608986447,0x995849ea6bf535c4ad3a9ec254b8fad4dc3f1d03,1608986447,0x096739bc7c44d2a81cc8e9f94af6f92c80fe35d1e20584d49145626912d624ab-326,0xf4a097ce3a4efbd1748b2ef2076813961e4e6fa7,326,266632758670712723854000,293583350227390489719547,40
stakeDelegatedLockeds,1608986447,0x995849ea6bf535c4ad3a9ec254b8fad4dc3f1d03,1608986447,0x096739bc7c44d2a81cc8e9f94af6f92c80fe35d1e20584d49145626912d624ab-326,0xf4a097ce3a4efbd1748b2ef2076813961e4e6fa7,326,266632758670712723854000,293583350227390489719547,40
stakeDelegatedLockeds,1608995547,0x5ab5fbe37e45bcbd0f0ad3d263c435f78eafe625,1608995547,0x162fe10df3afe27ee7b670dfb98fa94230839b2e43445888e81e6608553a4158-75,0xb438830f11820a5e9cdde1363bc49bde2da67f1f,75,874655020421254477077,1046950077777374846991,40
stakeDelegatedLockeds,1608995547,0x5ab5fbe37e45bcbd0f0ad3d263c435f78eafe625,1608995547,0x162fe10df3afe27ee7b670dfb98fa94230839b2e43445888e81e6608553a4158-75,0xb438830f11820a5e9cdde1363bc49bde2da67f1f,75,874655020421254477077,1046950077777374846991,40
stakeDelegatedLockeds,1609012489,0x800a5418e61062a082b8e15c37c81939038d27dc,1609012489,0x0ed23918cc0e63b129963c980f6406b0563b4ca3e21101f59396aa853c0f55c0-296,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,296,2021085745351611975610,2059817595659962435760,40
stakeDelegatedLockeds,1609012489,0x800a5418e61062a082b8e15c37c81939038d27dc,1609012489,0x0ed23918cc0e63b129963c980f6406b0563b4ca3e21101f59396aa853c0f55c0-296,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,296,2021085745351611975610,2059817595659962435760,40
