id,blockNumber,logIndex,indexer,subgraphDeploymentID,epoch,tokens,allocationID,type,sender,isDelegator,from,curationFees,rebateFees,delegator,shares,eventTime,until,indexingRewardCut,queryFeeCut,delegationFees,amount,reward,beneficiary
0x1596590788e3b6464685e27ab099daa36f8bf9236153ee6ea8cde379bd2da3cf-48,13058230,48,0x76e84025978a0c16fc7ba483718b667388f2973c,,,29400814429489079062405,,stakeSlasheds,,,,,,,,,,,,,,14700407214744539531202,0xe3671ff90401c21e2bb55b2dfab4506cede113e5
0x1596590788e3b6464685e27ab099daa36f8bf9236153ee6ea8cde379bd2da3cf-53,13058230,53,0x76e84025978a0c16fc7ba483718b667388f2973c,,,28665794068751852085844,,stakeSlasheds,,,,,,,,,,,,,,14332897034375926042922,0xe3671ff90401c21e2bb55b2dfab4506cede113e5
0x1596590788e3b6464685e27ab099daa36f8bf9236153ee6ea8cde379bd2da3cf-58,13058230,58,0x76e84025978a0c16fc7ba483718b667388f2973c,,,27949149217033055783698,,stakeSlasheds,,,,,,,,,,,,,,13974574608516527891849,0xe3671ff90401c21e2bb55b2dfab4506cede113e5
0x1596590788e3b6464685e27ab099daa36f8bf9236153ee6ea8cde379bd2da3cf-63,13058230,63,0x76e84025978a0c16fc7ba483718b667388f2973c,,,27250420486607229389106,,stakeSlasheds,,,,,,,,,,,,,,13625210243303614694553,0xe3671ff90401c21e2bb55b2dfab4506cede113e5
0x1596590788e3b6464685e27ab099daa36f8bf9236153ee6ea8cde379bd2da3cf-68,13058230,68,0x76e84025978a0c16fc7ba483718b667388f2973c,,,26569159974442048654378,,stakeSlasheds,,,,,,,,,,,,,,13284579987221024327189,0xe3671ff90401c21e2bb55b2dfab4506cede113e5
0x1596590788e3b6464685e27ab099daa36f8bf9236153ee6ea8cde379bd2da3cf-73,13058230,73,0x76e84025978a0c16fc7ba483718b667388f2973c,,,25904930975080997438019,,stakeSlasheds,,,,,,,,,,,,,,12952465487540498719009,0xe3671ff90401c21e2bb55b2dfab4506cede113e5
