allocationID,blockNumber,epoch,id,indexer,logIndex,subgraphDeploymentID,tokens,type,isDelegator,sender,curationFees,from,rebateFees,delegator,shares,eventTime,until,indexingRewardCut,queryFeeCut,delegationFees,amount,reward
0xaceef199756a63f97b0f31bfebb7065b17796971,11526527,12.0,0x42c80d8c043ad0d8f4f2303f0ae4049f656eda762eebc5a629d310bc77fa3635-276,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,276,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0,rebateClaimeds,,,,,,,,,,,,0,,
0xb9ea968ea1cdf85bf2390e7703270e1f75168058,11526529,12.0,0xc973a829eee8f98f818bcdc76184964dbdc3a196f49c894fab231a8b435a71d6-313,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,313,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0,rebateClaimeds,,,,,,,,,,,,0,,
0x3303011d4f7d210e94ccb75530b773be55295b26,11533169,13.0,0x7960c55f2133ca45f01b3f602462a1fe3f85deaabfe01d63388fb0e4c3f5e571-211,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,211,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0,rebateClaimeds,,,,,,,,,,,,0,,
0x344ca9d6259079af198866f57f964f02d9b24b7e,11533170,13.0,0x9a234f9bbb9502e54adc914b7199245ee00526726dfbd3f579cdc6d9572f8fca-113,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,113,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0,rebateClaimeds,,,,,,,,,,,,0,,
0xa14edb298bdba89ba82ab8b24400f5eed78ea073,11533172,13.0,0x15335ca3243121ad1f45d11f5ad77935c2924997984ddb82c4b7414a3c52ec07-169,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,169,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0,rebateClaimeds,,,,,,,,,,,,0,,
0xdd05d8475fe6dd25818f120a462b91117fb496ec,11533173,13.0,0xe950598c7c968cf901940fed53ebfea52c4316f4c63c173886d434cddbb7ea9c-261,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,261,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0,rebateClaimeds,,,,,,,,,,,,0,,
0x39376a04c6dd34c0e8f819b04de61e12fa8516ad,11539972,14.0,0xc3677beb81fd1aa821df52066ec1b62bc4edfba8b9dfceee6664c74928b02677-143,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,143,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0,rebateClaimeds,,,,,,,,,,,,0,,
0x952c46bdd67f724dcd16e3c0305b68cb23cb9d30,11539974,14.0,0x4a7949553f37f3e80e1b92f9b85062db5211eb1e1ce9ee3bc61074f791b9d6e5-208,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,208,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0,rebateClaimeds,,,,,,,,,,,,0,,
0x7db76dcf1dd154625260b2e8497350700035b660,11546477,15.0,0x25c04bad972a14fe7706c694dd2f9bd2b2acc9517febbab47d83510d4508fb5f-64,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,64,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0,rebateClaimeds,,,,,,,,,,,,0,,
0xbb18ad1ed013984dc0d7b3e2090ec3e762f9d096,11580166,20.0,0x8bd89565ddc3c9c72de167f25b656010a44c4f3346efc44b86dd4be991220e76-187,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,187,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,95504737755582639661,rebateClaimeds,,,,,,,,,,,,23876184438895659916,,
0xf295932a957bb287e3cb6bd197d413143f26edde,11580183,20.0,0x0de3835e622c16b1a10c0e34bc145c0627efbc1f60ba17a251832a6dcdc6e86b-160,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,160,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0,rebateClaimeds,,,,,,,,,,,,0,,
0x4be294778c13d55ce3babf6b00d56b497fbece36,11626220,27.0,0x0a8901ed77154d589912cd5e87cbf28403432d12dce9dbc1322e721f8806266e-182,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,182,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0,rebateClaimeds,,,,,,,,,,,,0,,
0x7368b5f5d52542faca67eb24e8a27ebbe06b3005,11699338,38.0,0xf54e1eecd1dc96704b98cde96e13299a14872dbe33d2d57723884c7b0a06145b-174,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,174,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,131655965878476918558,rebateClaimeds,,,,,,,,,,,,32913991469619229640,,
0xa02a4bdc703b7d17aefcfff033a8b51561b8e6e6,11765794,48.0,0xc3316633006070adc7323601a7949ed514e9e3513a4e9ba707dcdf854779a44f-243,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,243,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,144851346628073547116,rebateClaimeds,,,,,,,,,,,,36212836657018386780,,
0x82bf16f0038c28495d235186a2c8941736bb3ed8,11845560,60.0,0x63ff460ff903e54ff8b18a8c0e9409409922681c620f0c775592d9f7a5b5002a-284,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,284,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,110884803442710752475,rebateClaimeds,,,,,,,,,,,,27721200860677688119,,
0x6052c186f853bf5d696d4a87bf419aab01e5c205,11885410,66.0,0x406321ed31d66e3678f695b73731af2fa4b5bee5398d37753e1ad2cbb22e15fb-80,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,80,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0,rebateClaimeds,,,,,,,,,,,,0,,
0x2d7abd8bbfd52329e5f4f2513230fd82c1fa42ea,11938580,74.0,0xfaa693b85c9c91a27d94a61dae252c83e72f1f3e20117ed188a8a93410c86de6-220,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,220,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0,rebateClaimeds,,,,,,,,,,,,0,,
0xd310dce490026527d6b6356d1cdc52d4d164ddfa,12051602,91.0,0x29ac004aeedce4f28a7a4351087b582faa63e4c445c977389d1d4b06b016e331-105,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,105,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,10380406745569276898,rebateClaimeds,,,,,,,,,,,,2595101686392319225,,
0x81df6c868c00a2f9300f52344058e80a106f718b,12144625,105.0,0xe718894d862d78b1e6540b0a21aaff1dc02b542508a79a81344fd57b87b970e0-110,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,110,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0,rebateClaimeds,,,,,,,,,,,,0,,
0x697c625408b20768f4cf4397c81b417fae9a6fa5,12310801,130.0,0xf6d7c7a4dcd5d1826c55e9a64c66f7ff70e073b67fa3b03a1816884af030b1b1-81,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,81,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0,rebateClaimeds,,,,,,,,,,,,0,,
