allocationID,blockNumber,epoch,id,indexer,logIndex,subgraphDeploymentID,tokens,type,isDelegator,sender,curationFees,from,rebateFees,delegator,shares,eventTime,until,indexingRewardCut,queryFeeCut,delegationFees,amount
,11720964,,0x53e729cbe7fc71473638729cd9d4bbe3ed585939e21418873b479cae1849a64e-165,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,165,,225864999999999999999,stakeDelegatedWithdrawns,,,,,,0xf2dc980def82ca5f5cd45d82a6f48339540be4c9,,,,,,,
,11723249,,0x42d66d4535c2736c8d582be723133b79012cde8cdbb854fef5ba80b06f4fc2e9-138,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,138,,716763317439437049710,stakeDelegatedWithdrawns,,,,,,0x4065149108a615930114bb511818fc0909aa9269,,,,,,,
,11725317,,0xaeb86c4cbe1ac25483dd0b7fd2d4016ecc3458945eeda23dd82586ecfb7acc58-133,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,133,,3440779893013666647232,stakeDelegatedWithdrawns,,,,,,0xba436985f87f4af3dd0363a8b6f2a28747d95f1e,,,,,,,
,11726176,,0xc5fc09c56c25fb6c261484984ece288a2357f055f86a18f20dde8e2dde0199e0-238,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,238,,10015184863577705540897,stakeDelegatedWithdrawns,,,,,,0x29717eb79b59f9610c036ea50741153a8826d5ff,,,,,,,
,11727164,,0xadbe442fec2e6dd24daa14028f0f298150687953432be7640a82483380583be7-14,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,14,,20030369727155411081796,stakeDelegatedWithdrawns,,,,,,0xef984be913c22645bdd7dc1388b3d2b9c5744092,,,,,,,
,11728267,,0xa1d81a4d242dff4b848b53660747bf76f5700db81cc1f3e3996202787a9def47-302,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,302,,8025819531017642270899,stakeDelegatedWithdrawns,,,,,,0x557947f2d6d592f7861e916c12bd3058ace9cb81,,,,,,,
,11728471,,0x737632117394cc92376f82aaa5ca034ba91230da6c882d5b1bfdea3f7e013d23-312,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,312,,97809277102895762069554,stakeDelegatedWithdrawns,,,,,,0x4e58b97ce2c9a687ff6df2ba7f8f7217ad44327d,,,,,,,
,11735145,,0xacf768f798eafb855a89ec8fcf35612e27b11284ccbd45f084a32c281e08c840-295,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,295,,987347687197441499351,stakeDelegatedWithdrawns,,,,,,0x6480ea310eae4097e985355da300f8712ff5b327,,,,,,,
,11740249,,0x811a1a017bbc9261250c276d97c33888546c9ff552bdb301359412789893d1e4-261,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,261,,1136360215100299999999,stakeDelegatedWithdrawns,,,,,,0x45a4ec66624a1f41a60c10720c44a807279f11af,,,,,,,
,11741080,,0x0efa84fc2791cf4955d7f61b97a5c4e40956736f1c04149b7efa56f7e32f9bf1-228,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,228,,496590661709149999999,stakeDelegatedWithdrawns,,,,,,0x9680a1f7be988d92c9cf262b6df7cf97481a4b96,,,,,,,
,11745065,,0x6b78e8bcf5641daabb0a76be506c06a66243dc22188157e8d071ef505730dc75-277,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,277,,6309566464053954490765,stakeDelegatedWithdrawns,,,,,,0xef1335914a41f20805bf3b74c7b597afc4dafbee,,,,,,,
,11745180,,0xbdd009758a3b354592568203a24a28298e8abe1feb8b7cd0e30395b07ba3318f-272,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,272,,7046175070803233422109,stakeDelegatedWithdrawns,,,,,,0x53c0fa070e310ce1690b3c83b2ab7f20d74d4922,,,,,,,
,11746112,,0x9414a1f6551caa2ca65d999f05bceae3d8af5279a76ae0d537cde398573e71a9-4,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,4,,164429098549831233220817,stakeDelegatedWithdrawns,,,,,,0x7bdcb057735391d293c11945c5240434d1d85ead,,,,,,,
,11752642,,0x1500bb666e341442403679fe5e2063ca285d3599b23d924d1d8f6aebe1206096-316,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,316,,5930405863460660934999,stakeDelegatedWithdrawns,,,,,,0x8ba8b916d018a489dd72d0da05a735e765590be9,,,,,,,
,11754559,,0x5cc195a74f01b9bde474a11f3bce4ffc8702d913362ee8135acbba8653d836d9-152,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,152,,407920154230158303702,stakeDelegatedWithdrawns,,,,,,0x150ab80a709b6214d9ca76b1b8446b3ce3787a8b,,,,,,,
,11756375,,0xcd57d77e0f0b74d8f30df866393a5cdb7167317b24ffe9d131c92005c59c55ba-251,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,251,,129349999999999999999,stakeDelegatedWithdrawns,,,,,,0xb3ac04c79c40c5034a3c5d43d80a7c30e1db3865,,,,,,,
,11756770,,0x800e52a0b2cac40a3303bc3609258c96cdca17fe332aa9f498aaa28f1029bf83-169,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,169,,4049545950009976615611,stakeDelegatedWithdrawns,,,,,,0x7eb692f22af33d637aab31f9277653235682ebe6,,,,,,,
,11757521,,0x667541ed9f16b314a6dae17ed97bc397ed0a4b65ceb3280507aaed2e675f36d2-247,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,247,,495500000000000000044,stakeDelegatedWithdrawns,,,,,,0x86eb0de2420a1d2f22a16dcc0577c10086f7f471,,,,,,,
,11765848,,0x87c486d09fe0027d3a20213eed77cfb3f5a8e31635016b312a45bbbbd002d456-279,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,279,,3330191939185150989402,stakeDelegatedWithdrawns,,,,,,0xc0e2303c29e566a7b9b15c2c98650ab4a25423de,,,,,,,
,11766076,,0x2d60c701a6064680f6f86661e978ac5d91149fab8c9cfc30bf15ed559bfd1722-188,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,188,,1509315499999999999999,stakeDelegatedWithdrawns,,,,,,0x22ce3bcbdfa26bbde3a225caa4fa35ec04a7723a,,,,,,,
,11767644,,0xa0dfececa911cf62f886e8d4e490fb5b33a7266cd99f4c7cf30490f3a8cafd23-166,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,166,,497499999999999999999,stakeDelegatedWithdrawns,,,,,,0xa5f3dae7c23aa3070f4639e72ee4aad5d62f785e,,,,,,,
,11768098,,0xb146828cee3d9311e616d5b45c16ae6c71e63a6a3400f1c9cd95b5bb0affa532-73,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,73,,18780021997288170868088,stakeDelegatedWithdrawns,,,,,,0x821d2c097379128a1148e67e585c92742aafa539,,,,,,,
,11769891,,0xf320b6c8751662842f9b09f390d00ebb487fed72c62e208701714ad2da0a3241-240,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,240,,450445892699871538560165,stakeDelegatedWithdrawns,,,,,,0x8c8df0a80eef0606e4767f1fb7a45a53e04ec6ae,,,,,,,
,11774623,,0xd107b2325101da00f18777f33e077e469873383c3b067fd9e703271fcc2f1ae4-320,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,320,,101485999938916971425908,stakeDelegatedWithdrawns,,,,,,0x0780068da621423d14ef27db1a01a3131de8a56d,,,,,,,
,11776836,,0x90bec5a20564386d029e44851c726a40eeeaabb327887c87d4583b2a718e5920-120,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,120,,897489999999999999999,stakeDelegatedWithdrawns,,,,,,0x5e616d7ea25f2fce46ed3548a0aa92b88113d70f,,,,,,,
,11778454,,0xeb7046a0568ffe56732e6fea41d8b686f312ab1383f53c0b11d65c1e4ce9a1af-34,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,34,,49790834823749818530537,stakeDelegatedWithdrawns,,,,,,0x22b717278ffcd370bc6b9b9c4e7202419bb7b445,,,,,,,
,11779252,,0xc5239a752d16abff5b529c0e960ac93956cb93d95a96a12c37df2b7f7d976035-144,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,144,,1494470641540085233628,stakeDelegatedWithdrawns,,,,,,0x8abac98aba75b4cf5c4e8c07d45f4c688ecb764f,,,,,,,
,11779380,,0x125a3dd615cb6d82bbde432563cf759e6d3bc54bbd237f4b64b3e4b3d644574c-146,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,146,,7978038627691468854982,stakeDelegatedWithdrawns,,,,,,0x6273540b8160b2d923652552fade0da98bb10dc5,,,,,,,
,11785723,,0xd10aa51af3320ca2824dfc75ce7202c62ae00971dbd6880fc369909e19ef247f-236,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,236,,130923549668895900962176,stakeDelegatedWithdrawns,,,,,,0x089f5d91572383c46041a32751bf7d0c711b7d69,,,,,,,
,11787492,,0x078efd8bcff05984ffc89c14ffea2ca1e2fe368a390a25a80a6e3c5df2ebb0b1-306,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,306,,1347306522266106614793,stakeDelegatedWithdrawns,,,,,,0xea66bae43b694f996af80b3d4a75a7ce06d180e8,,,,,,,
,11789700,,0x4ccaafbf54ebab164249f3ca3e3be611eb4552cbacd355100a9fd90cd48ab75c-173,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,173,,19953010555697610503987,stakeDelegatedWithdrawns,,,,,,0x1aeff0b3471785f24a5b06a01370b17565bde957,,,,,,,
