allocationID,blockNumber,epoch,id,indexer,logIndex,subgraphDeploymentID,tokens,type,isDelegator,sender,curationFees,from,rebateFees,delegator,shares,eventTime,until,indexingRewardCut,queryFeeCut,delegationFees,amount,reward
,13031214,,0xb6a6fe71b9a51c9c39e5610d6ecaa2988f0eb043405d0a9edf73da05668b0246-330,0xd133fd8e0607f5d82c91626140495ea0a31d0398,330,,10416000000000000000000,stakeDelegatedLockeds,,,,,,0x1fdf64a7e784e352b9d92e301d050bc29fa32e02,10416000000000000000000,1629049974.0,266.0,,,,,
,13031233,,0x3d9208050e866734dbb3193deec70fb700410c0d9730d553d078e79e0a402675-257,0xd133fd8e0607f5d82c91626140495ea0a31d0398,257,,8333000000000000000000,stakeDelegatedLockeds,,,,,,0x5ab1af42494bcba539ee002141941b632e3342c8,8333000000000000000000,1629050205.0,266.0,,,,,
,13031445,,0x08089606ba6a9e50fb14f031ffbb75c7edf68e98409fd0d86eb136a53ba6753c-390,0xd133fd8e0607f5d82c91626140495ea0a31d0398,390,,8333000000000000000000,stakeDelegatedLockeds,,,,,,0x7fa2035ec8d61b85e4dd5017724368230606f435,8333000000000000000000,1629052799.0,266.0,,,,,
,13032166,,0x8a1e232e7fb6ebeafa5fc569ea11a554d48b17cdfb2c0a90c0b1afdc4ff4883f-286,0xd133fd8e0607f5d82c91626140495ea0a31d0398,286,,8333000000000000000000,stakeDelegatedLockeds,,,,,,0xf172bfd473226376a0ba5384abef18407261ae73,8333000000000000000000,1629062323.0,266.0,,,,,
,13032173,,0xec8258e32758c39aabce4f627a8cd91c4de0faf20dc731789c94c60e307c2f5e-515,0xd133fd8e0607f5d82c91626140495ea0a31d0398,515,,8333000000000000000000,stakeDelegatedLockeds,,,,,,0x0d5ae787018108707e382bd972d6b9aa3b5ba994,8333000000000000000000,1629062412.0,266.0,,,,,
,13035186,,0xf80cbea6d8415107af8ce196b73c33411d7b58c53f05bf5f24693572927c3533-305,0xd133fd8e0607f5d82c91626140495ea0a31d0398,305,,8333000000000000000000,stakeDelegatedLockeds,,,,,,0x570ef132e54c0b9568c94ae0fce9a7c62cb81475,8333000000000000000000,1629102176.0,267.0,,,,,
,13035336,,0x44f48ed8a8ba9626637f1da56853b97e4bf0255af5b36694b09654645ff07c5a-176,0xd133fd8e0607f5d82c91626140495ea0a31d0398,176,,8333000000000000000000,stakeDelegatedLockeds,,,,,,0x8b3eb82e5199d241645b924289ff7bcecf7c5b74,8333000000000000000000,1629104458.0,267.0,,,,,
,13036178,,0x833f6be8e20acacaf4d9c94eb348dceb154afa566cd93ce4f08c9a6131e60919-225,0xd133fd8e0607f5d82c91626140495ea0a31d0398,225,,8333000000000000000000,stakeDelegatedLockeds,,,,,,0x15f8b1663e430b6c58d1e66a4a1e8091f6b884ba,8333000000000000000000,1629115480.0,267.0,,,,,
,13037935,,0x8fbb82ac74a52d0fcffc0397f41eefb6943c69028e38e087b881b106e340cb44-443,0xd133fd8e0607f5d82c91626140495ea0a31d0398,443,,8333000000000000000000,stakeDelegatedLockeds,,,,,,0xecc4f1bc778e61a24f70e4f0af776d5de2907865,8333000000000000000000,1629139650.0,267.0,,,,,
,13037954,,0x2821929f87ca6faece79122036f265168ed08b63cb83e9611bb22cd1b4b98fcd-303,0xd133fd8e0607f5d82c91626140495ea0a31d0398,303,,10416000000000000000000,stakeDelegatedLockeds,,,,,,0x40f5126f42ecdc6732dce70c77a0b508fd19bcb6,10416000000000000000000,1629139809.0,267.0,,,,,
