,epoch,allocation,signalledTokens,stakeDeposited,totalQueryFees,curatorQueryFees,totalRewards,endBlock,s_burned,cumulative_tokens,cumulative_tokens_with_burn,total_supply,total_supply_with_burn,signalled_total,signaled_total_with_burn
31,31,189926681.50123,0.0,86171.1174854214,0.0,0.0,123879.46170275811,11659440.0,0.0,190136732.08041817,190136732.08041817,1977460098.2655842,1977460098.2655842,24492.042510383446,24492.042510383446
32,32,350538432.3939456,0.0,54912.24079978868,0.0,0.0,244349.20270539282,11666086.0,0.0,350837693.83745074,350837693.83745074,2328297792.103035,2328297792.103035,24492.042510383446,24492.042510383446
33,33,130395896.80972295,0.0,25897.040683174575,0.0,0.0,84985.02857481508,11672732.0,0.0,130506778.87898093,130506778.87898093,2458804570.982016,2458804570.982016,24492.042510383446,24492.042510383446
34,34,59015155.45421,0.0,227101.03012286974,0.0,0.0,35232.09581827745,11679378.0,0.0,59277488.58015115,59277488.58015115,2518082059.562167,2518082059.562167,24492.042510383446,24492.042510383446
35,35,56377780.849609,0.0,7925.295953820291,307.32756046384554,30.425428485920705,33018.35777833037,11686024.0,0.0,56419062.2563301,56419062.2563301,2574501121.818497,2574501121.818497,24492.042510383446,24492.042510383446
36,36,129335315.7713983,0.0,21699.347705646,58.639554748473145,5.805315920098842,73973.30149640408,11692670.0,0.0,129431052.86547102,129431052.86547102,2703932174.683968,2703932174.683968,24492.042510383446,24492.042510383446
37,37,97735153.54174447,195.0,16890.905081137782,101.43343655737692,10.041910219180316,58920.05776922646,11699316.0,0.0,97811270.9799416,97811270.9799416,2801743445.66391,2801743445.66391,24687.042510383446,24687.042510383446
38,38,159813317.1779911,0.0,21283.842731318557,45.22100157981688,4.476879156401871,95925.70933289245,11705962.0,0.0,159930576.42793605,159930576.42793605,2961674022.091846,2961674022.091846,24687.042510383446,24687.042510383446
39,39,73956813.1592,19.5,10484.144294147642,23.077915987229385,2.2847136827357093,46721.57395175888,11712608.0,0.0,74014063.74007557,74014063.74007557,3035688085.8319216,3035688085.8319216,24706.542510383446,24706.542510383446
40,40,124577545.4437265,0.0,12812.060336866987,26.446255308444083,2.6181792755359647,54056.98284732573,11719254.0,0.0,124644443.55134527,124644443.55134527,3160332529.383267,3160332529.383267,24706.542510383446,24706.542510383446
41,41,267760004.024789,0.0,91186.5124281953,96.84502707779767,9.58765768070197,154668.92177996718,11725900.0,0.0,268005965.89168194,268005965.89168194,3428338495.274949,3428338495.274949,24706.542510383446,24706.542510383446
42,42,318845940.38895506,0.0,295938.0812315575,165.83422906142735,16.41758867708131,178319.4111041041,11732546.0,0.0,319320380.13310844,319320380.13310844,3747658875.4080577,3747658875.4080577,24706.542510383446,24706.542510383446
43,43,78645310.87400042,0.0,13054.826479518732,51.64990270297875,5.113340367594896,41314.46257992632,11739192.0,0.0,78699736.92630292,78699736.92630292,3826358612.3343606,3826358612.3343606,24706.542510383446,24706.542510383446
44,44,105679577.60152,0.0,1522238.7963219217,131.37540739499883,13.006165332104883,57335.00820672782,11745838.0,0.0,107259295.78762138,107259295.78762138,3933617908.121982,3933617908.121982,24706.542510383446,24706.542510383446
45,45,82039881.43194,0.0,7884.624692287719,96.53917474157413,9.55737829941584,41368.44632396435,11752484.0,0.0,82089240.5995093,82089240.5995093,4015707148.7214913,4015707148.7214913,24706.542510383446,24706.542510383446
46,46,167962757.63284,0.0,46229.08445334307,252.8259530264012,25.02976934961372,87797.71509793495,11759130.0,0.0,168097062.28811365,168097062.28811365,4183804211.009605,4183804211.009605,24706.542510383446,24706.542510383446
47,47,187423864.99495253,0.0,16270.643061892153,127.31145886585966,12.603834427720107,84425.66064869704,11765776.0,0.0,187524701.21395642,187524701.21395642,4371328912.223561,4371328912.223561,24706.542510383446,24706.542510383446
48,48,261892099.73722002,0.0,35453.47141990253,54.86927988948943,5.4320587090594525,128433.82462104039,11772422.0,0.0,262056047.33459955,262056047.33459955,4633384959.558161,4633384959.558161,24706.542510383446,24706.542510383446
49,49,137636455.19022822,0.0,19026.025440846588,145.57892933151427,14.412314003819914,73570.06420847526,11779068.0,0.0,137729211.27112088,137729211.27112088,4771114170.829282,4771114170.829282,24706.542510383446,24706.542510383446
50,50,62488487.543979995,0.0,7227.543676206685,402.0953914777724,39.80744375629947,29261.989981713337,11785714.0,0.0,62525418.980473146,62525418.980473146,4833639589.809755,4833639589.809755,24706.542510383446,24706.542510383446
51,51,115555225.212036,0.0,8695.553144773136,105.82144393972867,10.476322950033138,48845.44640118986,11792360.0,0.0,115612882.50934885,115612882.50934885,4949252472.319104,4949252472.319104,24706.542510383446,24706.542510383446
52,52,83441045.97267,0.0,13234.397916415803,36.90427505762032,3.653523230704412,36372.548035570224,11799006.0,0.0,83490693.47642028,83490693.47642028,5032743165.795525,5032743165.795525,24706.542510383446,24706.542510383446
53,53,268051282.58195996,0.0,69342.60215076705,0.0,0.0,99236.48290527002,11805652.0,0.0,268219861.667016,268219861.667016,5300963027.462541,5300963027.462541,24706.542510383446,24706.542510383446
54,54,191278061.0033585,0.0,129398.89308435083,0.0,0.0,73347.92837750002,11812298.0,0.0,191480807.82482037,191480807.82482037,5492443835.287361,5492443835.287361,24706.542510383446,24706.542510383446
55,55,154217122.46462,0.0,11000.075495338426,0.0,0.0,64140.4066036806,11818944.0,0.0,154292262.94671902,154292262.94671902,5646736098.23408,5646736098.23408,24706.542510383446,24706.542510383446
56,56,62471098.68626001,0.0,5067.9511229607115,0.0,0.0,27504.26697291287,11825590.0,0.0,62503670.90435588,62503670.90435588,5709239769.138436,5709239769.138436,24706.542510383446,24706.542510383446
57,57,145795084.6251367,0.0,9749.734944783395,0.0,0.0,67391.45753129807,11832236.0,0.0,145872225.8176128,145872225.8176128,5855111994.956049,5855111994.956049,24706.542510383446,24706.542510383446
58,58,205426113.53742,0.0,33025.02504301458,0.0,0.0,90874.85286528667,11838882.0,0.0,205550013.4153283,205550013.4153283,6060662008.371377,6060662008.371377,24706.542510383446,24706.542510383446
59,59,141636395.65019,0.0,132095.9918192206,0.0,0.0,58582.17753451673,11845528.0,0.0,141827073.81954372,141827073.81954372,6202489082.190921,6202489082.190921,24706.542510383446,24706.542510383446
60,60,85192882.80838,0.0,40927.07285699436,0.0,0.0,35091.80210321004,11852174.0,0.0,85268901.68334019,85268901.68334019,6287757983.874261,6287757983.874261,24706.542510383446,24706.542510383446
61,61,361014819.40914005,0.0,83449.89749208625,0.0,0.0,154219.42211368453,11858820.0,0.0,361252488.7287458,361252488.7287458,6649010472.603006,6649010472.603006,24706.542510383446,24706.542510383446
62,62,185692216.45776,0.0,15615.344925791953,0.0,0.0,82566.3845114704,11865466.0,0.0,185790398.18719727,185790398.18719727,6834800870.790204,6834800870.790204,24706.542510383446,24706.542510383446
63,63,532246222.62833005,0.0,251031.55881390907,0.0,0.0,219302.36643580842,11872112.0,0.0,532716556.55357975,532716556.55357975,7367517427.343783,7367517427.343783,24706.542510383446,24706.542510383446
64,64,252113268.48831484,0.0,16547.461440252086,0.0,0.0,94823.43288073658,11878758.0,0.0,252224639.38263583,252224639.38263583,7619742066.726419,7619742066.726419,24706.542510383446,24706.542510383446
65,65,129238682.28150001,0.0,11419.10236633,0.0,0.0,52443.6478809307,11885404.0,0.0,129302545.03174727,129302545.03174727,7749044611.758166,7749044611.758166,24706.542510383446,24706.542510383446
66,66,106035568.48409,0.0,4808.629166538564,0.0,0.0,42828.452373885004,11892050.0,0.0,106083205.56563042,106083205.56563042,7855127817.323796,7855127817.323796,24706.542510383446,24706.542510383446
67,67,343516953.6631,0.0,83871.02321845647,0.0,0.0,136501.00084215644,11898696.0,0.0,343737325.6871606,343737325.6871606,8198865143.010957,8198865143.010957,24706.542510383446,24706.542510383446
68,68,73246786.69714001,0.0,7005.535523121493,48.8287680171514,4.826290130453984,30467.74809793847,11905342.0,0.0,73284313.63581921,73284313.63581921,8272149456.646776,8272149456.646776,24706.542510383446,24706.542510383446
69,69,180784557.58368865,0.0,10576.759957793569,30.663220726874236,3.0356588519605494,72056.70412026146,11911988.0,0.0,180867224.74664629,180867224.74664629,8453016681.393422,8453016681.393422,24706.542510383446,24706.542510383446
70,70,70322873.8445,0.0,15726691.101577027,2.507680553824014,0.24826037482857738,32069.88550129672,11918634.0,0.0,86081637.58751926,86081637.58751926,8539098318.980942,8539098318.980942,24706.542510383446,24706.542510383446
71,71,87234567.86210999,0.0,12445.529746277405,38.420420629850554,3.8036216423552047,28882.188708665257,11925280.0,0.0,87275937.8046072,87275937.8046072,8626374256.78555,8626374256.78555,24706.542510383446,24706.542510383446
72,72,162445788.19370002,0.0,10027.22946843818,26.495833572245715,2.623087523652326,54302.59425115455,11931926.0,0.0,162510147.1363407,162510147.1363407,8788884403.92189,8788884403.92189,24706.542510383446,24706.542510383446
73,73,114733825.69049,0.0,4274437.541990881,59.709259405472785,5.911216681141805,48641.23040137776,11938572.0,0.0,119056970.08335835,119056970.08335835,8907941374.005249,8907941374.005249,24706.542510383446,24706.542510383446
74,74,363754499.83287996,0.0,57312.78225043677,26.246536582981033,2.5984071217151223,132976.88331173602,11945218.0,0.0,363944818.3433858,363944818.3433858,9271886192.348635,9271886192.348635,24706.542510383446,24706.542510383446
75,75,136556967.42537,0.0,13741.96309836609,20.336207912409478,2.0132845833285384,46904.440969458665,11951864.0,0.0,136617636.17893034,136617636.17893034,9408503828.527565,9408503828.527565,24706.542510383446,24706.542510383446
76,76,103709681.38653,0.0,25858.538378998855,3.5543561801888557,0.3518812618386967,36306.16517144139,11958510.0,0.0,103771849.99631788,103771849.99631788,9512275678.523884,9512275678.523884,24706.542510383446,24706.542510383446
77,77,154828439.77948,0.0,7511.569357453629,7.498888506148892,0.7423899621087403,46288.10787758137,11965156.0,0.0,154882247.69799352,154882247.69799352,9667157926.221878,9667157926.221878,24706.542510383446,24706.542510383446
78,78,96952054.78527,0.0,127141.99601761866,25.075045882470484,2.4824295423645775,36594.61848415068,11971802.0,0.0,97115818.9572472,97115818.9572472,9764273745.179125,9764273745.179125,24706.542510383446,24706.542510383446
79,79,187849130.60754,0.0,17433.43243135229,8.96301836236131,0.8873388178737698,62455.98092529515,11978448.0,0.0,187929029.87125385,187929029.87125385,9952202775.050379,9952202775.050379,24706.542510383446,24706.542510383446
80,80,820922429.1046789,0.0,60911.215811756556,125.44957980220835,12.419508400418628,284659.1512632524,11985094.0,0.0,821268137.3408421,821268137.3408421,10773470912.39122,10773470912.39122,24706.542510383446,24706.542510383446
81,81,389311307.582042,0.0,71804.92625637054,24.461927394751047,2.421730812080354,126799.27330588587,11991740.0,0.0,389509938.66526246,389509938.66526246,11162980851.056482,11162980851.056482,24706.542510383446,24706.542510383446
82,82,165792394.55813,0.0,25640.653187123706,8.743951812314547,0.8656512294191402,54786.90434053605,11998386.0,0.0,165872831.7252607,165872831.7252607,11328853682.781742,11328853682.781742,24706.542510383446,24706.542510383446
83,83,240378404.74952,0.0,37061.716340221836,0.43494652278465834,0.043059705755681174,86042.00057594564,12005032.0,0.0,240501508.9444424,240501508.9444424,11569355191.726185,11569355191.726185,24706.542510383446,24706.542510383446
84,84,367292794.16582996,0.0,140155.61528429878,48.45605576663446,4.797149520896811,125712.34323604764,12011678.0,0.0,367558715.3775556,367558715.3775556,11936913907.10374,11936913907.10374,24706.542510383446,24706.542510383446
85,85,145860376.11188,0.0,1012153.2818150593,8.756325719753812,0.8668762462556274,51615.75641973819,12018324.0,0.0,146924154.77331677,146924154.77331677,12083838061.877058,12083838061.877058,24706.542510383446,24706.542510383446
86,86,231600068.55498,0.0,77470.91804123909,3.2539311753713673,0.3221391863617653,70478.79543451489,12024970.0,0.0,231748021.8445261,231748021.8445261,12315586083.721584,12315586083.721584,24706.542510383446,24706.542510383446
87,87,115601593.78910999,0.0,172274.0925641297,5.398528768751888,0.5344543481064369,36547.27180511896,12031616.0,0.0,115810421.08646235,115810421.08646235,12431396504.808046,12431396504.808046,24706.542510383446,24706.542510383446
88,88,342824636.45590997,0.0,93659.01266129396,23.694638,2.345769162,107577.22061263045,12038262.0,0.0,343025898.7295911,343025898.7295911,12774422403.537638,12774422403.537638,24706.542510383446,24706.542510383446
89,89,128498366.62667,0.0,574002.4134180624,9.013238992858419,0.8923106602929834,42397.6930174882,12044908.0,0.0,129114776.6386552,129114776.6386552,12903537180.176292,12903537180.176292,24706.542510383446,24706.542510383446
90,90,457572814.0064851,0.0,25857.169325227685,4.874234570908186,0.4825492225199104,148486.31796610582,12051554.0,0.0,457747162.85056025,457747162.85056025,13361284343.026854,13361284343.026854,24706.542510383446,24706.542510383446
91,91,239613324.82541,0.0,2708219.97343776,4.1413796978344894,0.40999659008561445,79987.99115564484,12058200.0,0.0,242401537.3413797,242401537.3413797,13603685880.368233,13603685880.368233,24706.542510383446,24706.542510383446
92,92,131329591.22638,0.0,377358.52723988175,3.174307750198604,0.3142564672696617,43100.92360227233,12064846.0,0.0,131750054.16578637,131750054.16578637,13735435934.53402,13735435934.53402,24706.542510383446,24706.542510383446
93,93,188531884.97756,0.0,31960.758488471016,3.651400490355079,0.3614886485451529,52596.82507881756,12071492.0,0.0,188616446.57401645,188616446.57401645,13924052381.108036,13924052381.108036,24706.542510383446,24706.542510383446
94,94,386755208.56132,0.0,150120.83566714963,56.82541292333477,5.6257158794101425,126336.67175640709,12078138.0,0.0,387031728.51987237,387031728.51987237,14311084109.627909,14311084109.627909,24706.542510383446,24706.542510383446
95,95,186641090.39627,0.0,134875.33813030235,22.016864108505416,2.179669546742036,58310.870498890064,12084784.0,0.0,186834300.80143285,186834300.80143285,14497918410.429342,14497918410.429342,24706.542510383446,24706.542510383446
96,96,131877221.01372999,0.0,203741.14628242998,3.126996746398588,0.3095726778934602,40125.307786296406,12091430.0,0.0,132121090.90436815,132121090.90436815,14630039501.33371,14630039501.33371,24706.542510383446,24706.542510383446
97,97,364405191.9574699,0.0,20111.399374632485,5.626539244119197,0.5570273851678005,107937.62221022365,12098076.0,0.0,364533247.1626214,364533247.1626214,14994572748.49633,14994572748.49633,24706.542510383446,24706.542510383446
98,98,195994956.81981,0.0,38119.972330704535,10.691131155649554,1.058421984409306,59157.72631935727,12104722.0,0.0,196092246.2680132,196092246.2680132,15190664994.764343,15190664994.764343,24706.542510383446,24706.542510383446
99,99,204298970.82624,0.0,20645.243475660067,23.137221044796405,2.2905848834348443,60259.97146012701,12111368.0,0.0,204379901.4689817,204379901.4689817,15395044896.233324,15395044896.233324,24706.542510383446,24706.542510383446
100,100,240460386.67810002,0.0,19948.770938083442,53.17939271119549,5.264759878408354,74106.00101067503,12118014.0,0.0,240554499.89420137,240554499.89420137,15635599396.127525,15635599396.127525,24706.542510383446,24706.542510383446
101,101,164080478.7435,0.0,19796.705627417363,27.197540617375267,2.6925565211201516,48100.90590553157,12124660.0,0.0,164148406.2451301,164148406.2451301,15799747802.372656,15799747802.372656,24706.542510383446,24706.542510383446
102,102,496588964.75911546,0.0,70136.60867605868,13.925807198270498,1.3786549126287795,149144.36198427624,12131306.0,0.0,496808261.0342379,496808261.0342379,16296556063.406895,16296556063.406895,24706.542510383446,24706.542510383446
103,103,149335894.05723,0.0,18525.155060447585,5.756979784592405,0.5699409986746481,45357.61888711719,12137952.0,0.0,149399783.15809834,149399783.15809834,16445955846.564993,16445955846.564993,24706.542510383446,24706.542510383446
104,104,643239016.09635,0.0,19080.34378682966,26.227338764752098,2.5965065377104573,195448.6258787917,12144598.0,0.0,643453573.8898609,643453573.8898609,17089409420.454853,17089409420.454853,24706.542510383446,24706.542510383446
105,105,410701756.5674633,0.0,19873.318249213735,19.632137518284487,1.943581614310164,122760.51317579017,12151244.0,0.0,410844411.9746074,410844411.9746074,17500253832.42946,17500253832.42946,24706.542510383446,24706.542510383446
106,106,342457024.09263605,0.0,6639.815759835796,26.22110887525902,2.5958897786506427,104525.17330831337,12157890.0,0.0,342568217.89870286,342568217.89870286,17842822050.328163,17842822050.328163,24706.542510383446,24706.542510383446
107,107,228908072.231266,0.0,15784.702660141149,16.23252184555469,1.6070196627099143,70782.1235572115,12164536.0,0.0,228994656.89702484,228994656.89702484,18071816707.22519,18071816707.22519,24706.542510383446,24706.542510383446
108,108,444293503.77065,0.0,44270.4857120046,123.41834066814125,12.218415726145984,132245.7131638686,12171182.0,0.0,444470155.6062823,444470155.6062823,18516286862.83147,18516286862.83147,24706.542510383446,24706.542510383446
109,109,189752687.23191002,0.0,14804.411477954598,7.64913789514018,0.7572646516188779,58930.25037759952,12177828.0,0.0,189826430.30016813,189826430.30016813,18706113293.131638,18706113293.131638,24706.542510383446,24706.542510383446
110,110,157805973.00772002,0.0,5171.439422877808,10.898924852064496,1.0789935603543852,49277.670867089364,12184474.0,0.0,157860434.0959284,157860434.0959284,18863973727.227566,18863973727.227566,24706.542510383446,24706.542510383446
111,111,176424320.41591,0.0,8319.417660486595,0.5384893681871751,0.05331044745053033,52327.34431225446,12191120.0,0.0,176484967.76968256,176484967.76968256,19040458694.99725,19040458694.99725,24706.542510383446,24706.542510383446
112,112,88133887.71298,0.0,22022.142736047117,38.280436564522624,3.78976321988774,29255.359085410088,12197766.0,0.0,88185207.28500125,88185207.28500125,19128643902.28225,19128643902.28225,24706.542510383446,24706.542510383446
113,113,389570752.4222556,0.0,14686.256457272118,13.537229232373694,1.3401856940049957,115097.0381900111,12204412.0,0.0,389700550.5943178,389700550.5943178,19518344452.876568,19518344452.876568,24706.542510383446,24706.542510383446
114,114,400724344.57397,0.0975,508057.81953593885,0.006655,0.000658845,119644.2685538138,12211058.0,0.0,401352046.7668736,401352046.7668736,19919696499.64344,19919696499.64344,24706.640010383446,24706.640010383446
115,115,126914074.47315998,0.0,27603.192112235458,27.147776555575586,2.687629879001983,37248.203785253114,12217704.0,0.0,126978955.70446391,126978955.70446391,20046675455.347904,20046675455.347904,24706.640010383446,24706.640010383446
116,116,170524659.85774,0.0,10748.593680019012,42.685158405846714,4.191521745256192,57570.2397334089,12224350.0,0.0,170593025.5678336,170593025.5678336,20217268480.915737,20217268480.915737,24706.640010383446,24706.640010383446
117,117,138278010.16732,0.0,779.5672619453967,69.52975020054116,6.140114269859821,42844.087465752455,12230996.0,0.0,138321709.4919122,138321709.4919122,20355590190.40765,20355590190.40765,24706.640010383446,24706.640010383446
118,118,158953750.09001,0.0,18312.29610575417,0.0,0.0,37410.06185330794,12237642.0,0.0,159009472.44796905,159009472.44796905,20514599662.855618,20514599662.855618,24706.640010383446,24706.640010383446
119,119,178768638.79110464,0.0,8522.922214096829,56.12264091643841,5.28859380360952,57920.939088072846,12244288.0,0.0,178835144.06364155,178835144.06364155,20693434806.91926,20693434806.91926,24706.640010383446,24706.640010383446
120,120,103447430.52609,0.0,10402.474982754788,15.979179388960477,1.5640029345455215,33971.95941729684,12250934.0,0.0,103491822.50367238,103491822.50367238,20796926629.42293,20796926629.42293,24706.640010383446,24706.640010383446
121,121,638847402.4525614,0.0,19713.557511641164,243.41108458298473,24.097697373715487,194617.7950234726,12257580.0,0.0,639062001.3138784,639062001.3138784,21435988630.73681,21435988630.73681,24706.640010383446,24706.640010383446
122,122,105022927.88172,0.0,5397.871274177031,19.1440391930797,1.8952598801148903,30232.38655441464,12264226.0,0.0,105058579.17884767,105058579.17884767,21541047209.915657,21541047209.915657,24706.640010383446,24706.640010383446
123,123,189406200.87603,0.0,5098.838874565871,11.134169609780365,1.102282791368256,57640.6150177955,12270872.0,0.0,189468952.56637475,189468952.56637475,21730516162.482033,21730516162.482033,24706.640010383446,24706.640010383446
124,124,238023243.71124998,0.0,1464.1525669254142,99.281427468081,9.828861319340021,74057.97135960493,12277518.0,0.0,238098874.9454653,238098874.9454653,21968615037.427498,21968615037.427498,24706.640010383446,24706.640010383446
125,125,165025193.3626,0.0,10484.661128106478,58.915354980527944,5.832620143072266,45008.88159486542,12284164.0,0.0,165080751.65329808,165080751.65329808,22133695789.080795,22133695789.080795,24706.640010383446,24706.640010383446
126,126,207464759.80648997,0.0,40441.09120007692,116.42850720497212,11.526422213292241,66205.40026104754,12290810.0,0.0,207571534.2528805,207571534.2528805,22341267323.333675,22341267323.333675,24706.640010383446,24706.640010383446
127,127,585390685.4354416,0.0,134159.1209749822,180.9829186713731,17.91730894846594,177955.1318336657,12297456.0,0.0,585702998.5884778,585702998.5884778,22926970321.922153,22926970321.922153,24706.640010383446,24706.640010383446
128,128,419144635.73824996,0.0,100747.80448237197,0.0,0.0,133254.43889496612,12304102.0,0.0,419378637.9816273,419378637.9816273,23346348959.90378,23346348959.90378,24706.640010383446,24706.640010383446
129,129,167598988.71863,0.0,1527.8329015881593,0.8451386104318515,0.08366872243275329,51457.46674843377,12310748.0,0.0,167651974.94708735,167651974.94708735,23514000934.85087,23514000934.85087,24706.640010383446,24706.640010383446
130,130,334457607.28760946,7488.0975,12112.15135721582,99.21006262059274,9.821796199438682,104864.41071700075,12317394.0,0.0,334582180.9790425,334582180.9790425,23848583115.82991,23848583115.82991,32194.737510383446,32194.737510383446
131,131,558996682.93759,113911.2975,24583.09768425053,427.9291089516087,42.36498178620927,176758.31838830095,12324040.0,7479.322475431749,559312405.9452533,559304926.6227778,24407895521.77516,24407888042.452686,146106.03501038344,138626.7125349517
