,epoch,allocation,signalledTokens,stakeDeposited,totalQueryFees,curatorQueryFees,totalRewards,endBlock,s_burned,cumulative_tokens,cumulative_tokens_with_burn,total_supply,total_supply_with_burn,signalled_total,signaled_total_with_burn
132,132,670144091.29495,144442.6425,326834.14078585984,186.17385298655051,18.431211445668502,229638.7798323114,12330686.0,35502.83839604181,670845211.4631326,670809708.6247365,25078740733.238293,25078705230.3999,290548.6775103834,255045.83911434162
133,133,231948877.93215117,0.0,4329.525808268734,146.0242350883067,14.456399273742363,55084.75950183144,12337332.0,0.0,232008452.69809562,232008452.69809562,25310749185.93639,25310749185.93639,290548.6775103834,290548.6775103834
134,134,329588944.6349248,0.0,847199.2501200982,71.38480223061892,7.067095420831274,92734.01277550108,12343978.0,31.53849829090296,330528956.3497181,330528924.8112198,25641278142.28611,25641278110.747612,290548.6775103834,290517.1390120925
135,135,79735935.522,0.0,1216.983036906197,70.22270588628481,6.952047882742196,24426.63241860035,12350624.0,0.0,79761656.31220928,79761656.31220928,25721039798.59832,25721039798.59832,290548.6775103834,290548.6775103834
136,136,80116390.33500001,0.0,1149.8782981293382,38.72819139053882,3.8340909476633427,34806.23802475172,12357270.0,0.0,80152389.01360522,80152389.01360522,25801192187.611927,25801192187.611927,290548.6775103834,290548.6775103834
137,137,523988327.42499995,0.0,1924.1251188672036,0.0,0.0,137939.83570745456,12363916.0,0.0,524128191.3858263,524128191.3858263,26325320378.997753,26325320378.997753,290548.6775103834,290548.6775103834
138,138,119621408.531,0.0,9567.33006395553,0.0,0.0,36830.968143031256,12370562.0,0.0,119667806.82920699,119667806.82920699,26444988185.82696,26444988185.82696,290548.6775103834,290548.6775103834
139,139,74284129.864,0.0,1713.3051450025966,0.0,0.0,21456.641347318564,12377208.0,0.0,74307299.8104923,74307299.8104923,26519295485.637455,26519295485.637455,290548.6775103834,290548.6775103834
140,140,284375494.8,0.0,32691.359052574284,0.0,0.0,92381.50287070205,12383854.0,0.0,284500567.6619233,284500567.6619233,26803796053.299377,26803796053.299377,290548.6775103834,290548.6775103834
141,141,98526170.36,0.0,204506.41843439784,0.0,0.0,33157.23272409228,12390500.0,24514.697120167366,98763834.0111585,98739319.31403832,26902559887.310535,26902535372.613415,290548.6775103834,266033.98039021605
142,142,83689410.41449642,0.0,172.17077432918904,0.0,0.0,24387.28689236581,12397146.0,0.0,83713969.87216312,83713969.87216312,26986273857.182697,26986273857.182697,290548.6775103834,290548.6775103834
143,143,74636145.35265,0.0,13834623.371237997,0.0,0.0,21524.425775296575,12403792.0,0.0,88492293.1496633,88492293.1496633,27074766150.33236,27074766150.33236,290548.6775103834,290548.6775103834
144,144,62072656.16266,0.0,14.366782747211557,0.0,0.0,20066.919369440933,12410438.0,0.0,62092737.448812194,62092737.448812194,27136858887.78117,27136858887.78117,290548.6775103834,290548.6775103834
145,145,208915967.914,0.0,14905.945547478355,0.0,0.0,51473.99033399525,12417084.0,0.0,208982347.84988147,208982347.84988147,27345841235.63105,27345841235.63105,290548.6775103834,290548.6775103834
146,146,60897677.944942,0.0,654.4763564441988,0.0,0.0,8731.436252057107,12423730.0,0.0,60907063.8575505,60907063.8575505,27406748299.4886,27406748299.4886,290548.6775103834,290548.6775103834
147,147,985605876.0531098,0.0,19986.007702806288,0.0,0.0,302966.6082532912,12430376.0,0.0,985928828.6690658,985928828.6690658,28392677128.15767,28392677128.15767,290548.6775103834,290548.6775103834
148,148,275576794.92263997,10398.375,30876.01524654263,0.0,0.0,90992.91378543158,12437022.0,10530.0,275709062.22667193,275698532.22667193,28668386190.384342,28668375660.384342,300947.0525103834,290417.0525103834
149,149,221329202.05200002,0.0,1130.9025419307802,0.581476,0.057566124,58829.45734160186,12443668.0,0.0,221389163.05092567,221389163.05092567,28889775353.43527,28889775353.43527,300947.0525103834,300947.0525103834
150,150,131391368.59400001,0.0,233.13725031832197,0.0,0.0,35050.72024282649,12450314.0,0.0,131426652.45149316,131426652.45149316,29021202005.88676,29021202005.88676,300947.0525103834,300947.0525103834
151,151,313735112.87933415,0.0,298.30166514193496,0.045883280411093685,0.004542444760698274,84765.87117215668,12456960.0,0.0,313820177.1025972,313820177.1025972,29335022182.989357,29335022182.989357,300947.0525103834,300947.0525103834
152,152,225935727.92,0.0,20061.237166312156,0.0,0.0,55388.8824602904,12463606.0,0.0,226011178.0396266,226011178.0396266,29561033361.028984,29561033361.028984,300947.0525103834,300947.0525103834
153,153,262301604.99999997,0.0,28734.503202756165,5.628162,0.557188038,90076.25872904595,12470252.0,0.0,262420421.9472818,262420421.9472818,29823453782.976265,29823453782.976265,300947.0525103834,300947.0525103834
154,154,113099271.74700001,0.0,1009.1577656564831,0.0,0.0,35472.58420397011,12476898.0,0.0,113135753.48896964,113135753.48896964,29936589536.465233,29936589536.465233,300947.0525103834,300947.0525103834
155,155,137639820.9,0.0,76.15697749667034,0.0,0.0,29616.241186940406,12483544.0,0.0,137669513.29816446,137669513.29816446,30074259049.763397,30074259049.763397,300947.0525103834,300947.0525103834
156,156,113439064.1,0.0,1602.7724201965711,2.4730807181914933,0.17796425310095784,35848.055238839275,12490190.0,0.0,113476517.578704,113476517.578704,30187735567.342102,30187735567.342102,300947.0525103834,300947.0525103834
157,157,104920041.42400001,0.0,1173.3257227728295,0.7443601003678979,0.0,31534.33883497038,12496836.0,0.0,104952749.83291785,104952749.83291785,30292688317.17502,30292688317.17502,300947.0525103834,300947.0525103834
158,158,197157785.39999998,0.0,5.359057294020196,359.10660441690254,21.257003237087694,60342.27920183193,12503482.0,0.0,197218513.40186676,197218513.40186676,30489906830.576885,30489906830.576885,300947.0525103834,300947.0525103834
159,159,588751461.403,0.0,18734.619046889282,0.0,0.0,188224.75388761496,12510128.0,0.0,588958420.7759345,588958420.7759345,31078865251.35282,31078865251.35282,300947.0525103834,300947.0525103834
160,160,224319347.06599998,0.0,776.7927279981831,0.0,0.0,71573.19832918927,12516774.0,0.0,224391697.05705717,224391697.05705717,31303256948.409878,31303256948.409878,300947.0525103834,300947.0525103834
161,161,889615754.1756,0.0,58708.02332377541,35.36103400451405,3.500742366446891,234407.64662586863,12523420.0,0.0,889908908.707326,889908908.707326,32193165857.117203,32193165857.117203,300947.0525103834,300947.0525103834
162,162,818989838.8192303,0.0,23523.036396139847,81.78249784039198,8.096467286198806,237285.82757017968,12530066.0,0.0,819250737.5621618,819250737.5621618,33012416594.679363,33012416594.679363,300947.0525103834,300947.0525103834
163,163,128589978.86199999,0.0,6585.272914266301,607.5399159825133,60.14645168226882,48225.68853483945,12536712.0,0.0,128645457.50981677,128645457.50981677,33141062052.18918,33141062052.18918,300947.0525103834,300947.0525103834
164,164,126957707.89999999,0.0,371.2708374507947,638.0478988644699,63.16674198758252,38739.79427511194,12543358.0,0.0,126997520.17975341,126997520.17975341,33268059572.36893,33268059572.36893,300947.0525103834,300947.0525103834
165,165,226033622.60999998,0.0,900.7476173600937,406.74857015157096,40.26810844500552,72000.89535872385,12550004.0,0.0,226106971.26965466,226106971.26965466,33494166543.638584,33494166543.638584,300947.0525103834,300947.0525103834
166,166,301471926.926,0.0,31303.140654099883,368.89991554727726,36.52109163918045,91379.51180742716,12556650.0,0.0,301595014.9994687,301595014.9994687,33795761558.638054,33795761558.638054,300947.0525103834,300947.0525103834
167,167,87926251.64999999,0.0,719.3203153043864,326.6472931058279,32.338082017476964,26241.74554928764,12563296.0,0.0,87953571.7012397,87953571.7012397,33883715130.339294,33883715130.339294,300947.0525103834,300947.0525103834
168,168,80907202.45704,11302.320846222843,3404695.9662902737,546.7591492848302,38.16171139732293,32237.6033047429,12569942.0,11445.388198706676,84356023.26834191,84344577.88014321,33968071153.607635,33968059708.219437,312249.3733566063,300803.9851578996
169,169,109171103.915,0.0,122574.57225705657,448.2400276510031,41.70182392044931,35739.429688046395,12576588.0,0.0,109329907.85879669,109329907.85879669,34077401061.46643,34077401061.46643,312249.3733566063,312249.3733566063
170,170,103638331.84900004,0.0,15.630147832726601,1608.1520714497778,152.50615628702192,31363.881477851355,12583234.0,0.0,103671472.01885346,103671472.01885346,34181072533.485283,34181072533.485283,312249.3733566063,312249.3733566063
171,171,207176918.091,0.0,75.96308334955611,344.74880990946093,34.130132181036636,63599.669055152,12589880.0,0.0,207240972.60208058,207240972.60208058,34388313506.087364,34388313506.087364,312249.3733566063,312249.3733566063
172,172,401777766.96842533,0.0,10269.781509263035,2928.1198307551645,288.1672332566285,119185.77416950626,12596526.0,0.0,401910438.81116813,401910438.81116813,34790223944.89853,34790223944.89853,312249.3733566063,312249.3733566063
173,173,493495220.0750855,10520.444184854463,15914.343862813645,1326.5114197917758,131.3246305593858,158691.70820675927,12603172.0,10653.614364409583,493681804.4073903,493671150.7930259,35283905749.305916,35283895095.69155,322769.81754146074,312116.20317705115
174,174,279719683.2750008,0.0,123016.06078193506,460.3821781981007,36.52436673530948,85258.0431308883,12609818.0,0.0,279928454.28545856,279928454.28545856,35563834203.59138,35563834203.59138,322769.81754146074,322769.81754146074
175,175,226035338.389,0.0,3794.671804839493,214.13241052879002,21.19910864235021,65609.13569859833,12616464.0,0.0,226104977.52802262,226104977.52802262,35789939181.1194,35789939181.1194,322769.81754146074,322769.81754146074
176,176,75408220.001,0.0,6679.719722552179,0.0,0.0,23301.525011739177,12623110.0,0.0,75438201.24573429,75438201.24573429,35865377382.365135,35865377382.365135,322769.81754146074,322769.81754146074
177,177,30744378.9,0.0,5890.63401180665,3.833649326310785,0.29647757147698894,9591.389413553487,12629756.0,0.0,30759865.053552255,30759865.053552255,35896137247.418686,35896137247.418686,322769.81754146074,322769.81754146074
178,178,745230619.7920071,0.0,76698.1733451173,187.13694893489983,15.099227185583416,223143.29026246115,12636402.0,0.0,745530663.4917908,745530663.4917908,36641667910.91048,36641667910.91048,322769.81754146074,322769.81754146074
179,179,248637147.3715829,0.0,1526.6163802562069,7.017684992317815,0.6947508142394636,76431.42910774384,12643048.0,0.0,248715113.1295067,248715113.1295067,36890383024.039986,36890383024.039986,322769.81754146074,322769.81754146074
180,180,319609374.76960826,0.0,3190.9010925189323,694.8700797254927,62.90901992857631,94053.64689980561,12649694.0,0.0,319707377.09670025,319707377.09670025,37210090401.13669,37210090401.13669,322769.81754146074,322769.81754146074
181,181,88897429.2776434,0.0,362.34374187692083,21.277821839735964,2.1065043621338604,25742.399386184818,12656340.0,0.0,88923557.40509766,88923557.40509766,37299013958.54179,37299013958.54179,322769.81754146074,322769.81754146074
182,182,204420657.94,0.0,32508.360089946607,8.118365788925235,0.8037182131035984,52425.57443897115,12662986.0,0.0,204505600.79661292,204505600.79661292,37503519559.3384,37503519559.3384,322769.81754146074,322769.81754146074
183,183,376917074.844,0.0,57.00614105507437,0.029998166148202814,0.0029698184486720786,114415.74509996109,12669632.0,0.0,377031547.628209,377031547.628209,37880551106.96661,37880551106.96661,322769.81754146074,322769.81754146074
184,184,179959830.41201404,0.0,1490.6200247227287,79.8972606671491,7.90982880604776,55571.789501250365,12676278.0,0.0,180016980.62862948,180016980.62862948,38060568087.595245,38060568087.595245,322769.81754146074,322769.81754146074
185,185,626727421.9755075,0.0,95.59213238733344,1123.1037644318099,110.31462903716175,180623.7885246994,12682924.0,0.0,626909374.7745581,626909374.7745581,38687477462.369804,38687477462.369804,322769.81754146074,322769.81754146074
186,186,93216325.665,0.0,413.3905666867326,0.475851,0.047109249,30806.198087931258,12689570.0,0.0,93247545.77661487,93247545.77661487,38780725008.146416,38780725008.146416,322769.81754146074,322769.81754146074
187,187,899646896.0370001,0.0,264398.96034993074,250.32772865832638,22.737108899174313,254852.0269208901,12696216.0,0.0,900166420.0891085,900166420.0891085,39680891428.23553,39680891428.23553,322769.81754146074,322769.81754146074
188,188,194327037.3,0.0,6898.740003711213,8.577903647070153,0.8492124610599452,50123.552214403164,12702862.0,0.0,194384069.01933423,194384069.01933423,39875275497.25486,39875275497.25486,322769.81754146074,322769.81754146074
189,189,104037447.01011197,0.0,430.6454172156361,147.03603711181697,14.55656767406988,30667.581002543197,12709508.0,0.0,104068706.82913652,104068706.82913652,39979344204.084,39979344204.084,322769.81754146074,322769.81754146074
190,190,176386782.43847993,0.0,5738.45775670578,0.07754796156979687,0.007677248195409892,47550.999347113335,12716154.0,0.0,176440071.98080897,176440071.98080897,40155784276.06481,40155784276.06481,322769.81754146074,322769.81754146074
191,191,252476290.55978775,11161.042612368119,5302.666893228242,22.603147208363016,2.2377115736279385,69838.59471969733,12722800.0,11302.321632777841,252562617.70487183,252551315.38323906,40408346893.769684,40408335591.44805,333930.86015382886,322628.538521051
192,192,126944934.6,0.0,2122.5667137434616,2.04299897739084,0.20225689876169317,34744.81721532016,12729446.0,0.0,126981804.22918494,126981804.22918494,40535328697.99887,40535328697.99887,333930.86015382886,333930.86015382886
193,193,177979758.9827584,0.0,4573.45863296004,111.02977256510418,10.991947483945314,50050.62159821144,12736092.0,0.0,178034505.0847096,178034505.0847096,40713363203.08358,40713363203.08358,333930.86015382886,333930.86015382886
194,194,989319349.4619753,0.0,69211.44902704508,674.9829673196315,66.82331376464352,267124.4149895197,12742738.0,0.0,989656427.132273,989656427.132273,41703019630.21585,41703019630.21585,333930.86015382886,333930.86015382886
195,195,131831957.26612571,0.0,72.31978135301733,5.820195702728217,0.5761993745700935,29661.225774713694,12749384.0,0.0,131861697.20807685,131861697.20807685,41834881327.42393,41834881327.42393,333930.86015382886,333930.86015382886
196,196,56970099.699999996,0.0,119.43010285184717,5.518635,0.168980229,15249.36361618126,12756030.0,0.0,56985474.18133426,56985474.18133426,41891866801.60526,41891866801.60526,333930.86015382886,333930.86015382886
197,197,100929563.2,0.0,0.03770869571417583,237.77683,23.53990617,27901.22186405918,12762676.0,0.0,100957725.77630892,100957725.77630892,41992824527.38157,41992824527.38157,333930.86015382886,333930.86015382886
198,198,189763167.089,0.0,141.724817606561,1.0396676302976386,0.10292709539946623,59621.812837004814,12769322.0,0.0,189822931.76924932,189822931.76924932,42182647459.15082,42182647459.15082,333930.86015382886,333930.86015382886
199,199,126494899.663817,0.0,0.0,0.0,0.0,35297.57010252903,12775968.0,24797.677014018223,126530197.23391953,126505399.55690551,42309177656.384735,42309152858.70772,333930.86015382886,309133.18313981063
200,200,127132457.10728323,0.0,1137.683537144946,64.95267999999999,6.43031532,34831.87363748953,12782614.0,24625.89867044835,127168498.0474532,127143872.14878275,42436346154.43219,42436321528.533516,333930.86015382886,309304.9614833805
201,201,688791883.379634,114082.71793880602,15668.774065525624,26.984830882958363,2.4689960363414984,182480.47034637915,12789260.0,75502.81319985155,689104144.7958117,689028641.9826118,43125450299.228004,43125374796.4148,448013.5780926349,372510.76489278337
202,202,484644511.60623956,155536.16691030268,5679.013795930223,19.38964776424851,1.9114595046606024,125599.79919381338,12795906.0,154637.72370164815,484931347.88724685,484776710.1635452,43610381647.11525,43610227009.39155,603549.7450029376,448912.02130128944
203,203,53597440.38690027,29899.97267101984,959.3215412418524,2.3449407,0.1747192293,8477.001887020455,12802552.0,13137.085057068956,53636779.20265948,53623642.11760241,43664018426.31791,43664005289.23285,633449.7176739575,620312.6326168885
204,204,212355762.071,21715.005475608566,4335.048276142638,4.145978321590791,0.4104518538374882,61121.05288782286,12809198.0,15321.477129311912,212442937.73406976,212427616.25694045,43876461364.05198,43876446042.57485,655164.723149566,639843.2460202541
205,205,640627987.578739,162526.15519552116,4260.353481425808,936.2697640934332,83.60861732124988,167902.1993407065,12815844.0,103462.2602408333,640963696.1651381,640860233.9048973,44517425060.21712,44517321597.95688,817690.8783450872,714228.6181042539
206,206,295772119.82,43531.15966129966,400533.2046617314,11.836137624026756,1.07411535,75574.00843898447,12822490.0,69632.38748756854,296291771.103015,296222138.7155274,44813716831.32013,44813647198.93264,861222.0380063868,791589.6505188183
207,207,665320650.6060001,19730.414415935247,49856.6710406512,34.40659675263694,3.4043090767098083,132083.70540708207,12829136.0,65162.18999517253,665522359.2077695,665457197.0177743,45479239190.5279,45479174028.337906,880952.4524223221,815790.2624271496
208,208,77143475.485,11693.387755873318,500294.4281424016,34.5762671022277,3.4230504431205433,26062.799685274513,12835782.0,9085.324817587165,77681564.0999011,77672478.77508351,45556920754.6278,45556911669.302986,892645.8401781954,883560.5153606082
209,209,462948871.694,16910.820616505764,11529.820568884474,12.413013258800415,1.228423507621241,91505.86920085945,12842428.0,6755.171573449685,463068831.84582305,463062076.6742496,46019989586.473625,46019982831.302055,909556.6607947012,902801.4892212515
210,210,88626717.82100001,8018.253339862723,368.84614919858797,0.0,0.0,25386.085282536835,12849074.0,2915.3436996065343,88660491.0057716,88657575.662072,46108650077.47939,46108647162.1357,917574.9141345639,914659.5704349574
211,211,205095963.85401127,5666.145815981691,722.4632973748883,0.0,0.0,69417.21681878617,12855720.0,11942.366224867803,205171769.6799434,205159827.31371856,46313821847.15934,46313809904.79311,923241.0599505455,911298.6937256778
212,212,360464251.44810224,37087.114530659666,1148.3266142518269,48.621774214157675,4.813316466171967,105120.62364221137,12862366.0,20345.9720098907,360607660.94798005,360587314.97597015,46674429508.10732,46674409162.135315,960328.1744812052,939982.2024713145
213,213,275428927.9159145,32720.06180190022,1032.146843178512,22.319847,2.195014932,77516.76521969815,12869012.0,13833.976589313668,275540221.4046412,275526387.4280519,46949969729.51196,46949955895.53537,993048.2362831054,979214.2596937917
214,214,169267340.57,58428.688332686994,30183.91941052112,0.37692718740767983,0.0373157915533603,50728.10599684567,12875658.0,44322.30654027013,169406681.69798303,169362359.39144275,47119376411.209946,47119332088.903404,1051476.9246157925,1007154.6180755224
215,215,412327775.99600005,32601.64849205933,6567.505687344363,1.8943028,0.0473166936,103690.6574195774,12882304.0,16903.651799127972,412470637.7492185,412453734.0974194,47531847048.95917,47531830145.307365,1084078.573107852,1067174.921308724
216,216,376425977.018,47242.97369353346,33533.85532621468,5.5457594,0.530028279,77657.98540460574,12888950.0,25807.370650559635,376584417.90821207,376558610.53756154,47908431466.86738,47908405659.49673,1131321.5468013855,1105514.1761508258
217,217,48951101.253,13099.72167982391,6234.464748376413,0.000195,0.0,10930.649966884961,12895596.0,7225.451850461693,48981366.08959009,48974140.63773963,47957412832.95697,47957405607.50512,1144421.2684812094,1137195.8166307476
218,218,183882726.011,11011.811420968717,1715.1440948786221,0.7268075,1.4949e-05,46392.86789853075,12902242.0,7654.490197259718,183941846.56123683,183934192.07103956,48141354679.5182,48141347025.02801,1155433.0799021781,1147778.5897049184
219,219,139867572.29999998,44996.9913645859,1259.7790840628993,2.9009403453956786,0.28719309419417216,31697.371603559208,12908888.0,49894.57605752691,139945529.63018563,139895635.0541281,48281300209.14839,48281250314.572334,1200430.071266764,1150535.495209237
220,220,274061596.8869065,68178.79080269668,10317.67436740431,1.4931796742967762,2.65872995715064e-05,65441.500700482335,12915534.0,13762.737612876686,274205536.3459833,274191773.6083704,48555505745.49438,48555491982.75677,1268608.8620694608,1254846.1244565842
221,221,344803830.842,60049.51596532296,58450.699534895575,7.978584928534992,0.08514048792496416,81767.65385312148,12922180.0,82618.26256830264,345004106.7750788,344921488.5125105,48900509852.269455,48900427234.00689,1328658.3780347838,1246040.115466481
222,222,299471204.96800005,23604.67998367774,18515.011052725942,9.326799022437994,0.8892270112213615,70121.39181587662,12928826.0,12827.27997718441,299583456.26687837,299570628.98690116,49200093308.53633,49200080481.256355,1352263.0580184616,1339435.778041277
223,223,375475435.285,5537.649132754688,2.1347271642724763,329.182869,32.588998101,82208.22590601056,12935472.0,7754.111569272804,375563545.06663305,375555790.95506376,49575656853.60297,49575649099.491394,1357800.7071512162,1350046.5955819434
224,224,435597747.9258,1876.14375,356.4611903158634,1000.6797369999999,99.064890639,96669.61040225979,12942118.0,3316.314837306825,435697749.88577026,435694433.5709329,50011354603.48874,50011351287.173904,1359676.8509012163,1356360.5360639095
225,225,94803647.753,21380.118692669126,17.02591436468771,0.38420916227379437,0.03803670706510564,43379.69019751964,12948764.0,20853.291841076138,94868425.01005043,94847571.71820936,50106223028.49879,50106202175.20695,1381056.9695938854,1360203.6777528091
226,226,665961532.2645297,18543.859800049067,10298.28683358692,0.0,0.0,201407.43759637643,12955410.0,15714.706252098093,666191781.8487598,666176067.1425077,50772414810.34755,50772399095.6413,1399600.8293939345,1383886.1231418364
227,227,102307187.207,11621.92315156326,213.1959332445399,9.486241081672732,0.9375620415168895,28699.445145727634,12962056.0,16503.944823867263,102347732.19503365,102331228.2502098,50874762542.54258,50874746038.597755,1411222.7525454976,1394718.8077216304
228,228,338174357.925,4459.111231475029,28792.946362881048,12.114798574858762,1.1993386259110175,82875.66260609114,12968702.0,3996.9405677543436,338290498.95933765,338286502.0187699,51213053041.501915,51213049044.56135,1415681.8637769728,1411684.9232092183
229,229,483870505.673,3226.80161517027,14984.25946080683,0.028547,0.002826153,106731.32067691928,12975348.0,9152.208449666385,483995448.086126,483986295.87767637,51697048489.58804,51697039337.37959,1418908.665392143,1409756.4569424766
230,230,134920703.4764,7406.170867734039,399.6077797313704,0.5036037,0.0074300193,75179.5798019261,12981994.0,25148.120470778544,135003689.3458831,134978541.2254123,51832052178.93393,51832027030.81346,1426314.836259877,1401166.7157890985
231,231,38441049.8,2446.1486771911423,192.4616801686887,0.023055833101500934,0.0016634871,10657.790619076388,12988640.0,1914.245223259745,38454346.22569575,38452431.98047249,51870506525.15962,51870504610.9144,1428760.9849370683,1426846.7397138085
232,232,315737716.48800004,40427.525386714224,1708.1048262048946,0.0828974031938924,0.008206842916195348,50156.78983768211,12995286.0,17424.473553320444,315830008.99915487,315812584.52560157,52186336534.158775,52186319109.68522,1469188.5103237825,1451764.036770462
233,233,166500131.237,5855.313769244782,580.41765415868,0.9187985605748967,0.090958923,36208.55119111717,13001932.0,3511.647283681821,166542776.529372,166539264.88208833,52352879310.68815,52352875799.04086,1475043.8240930273,1471532.1768093454
234,234,125725894.42300001,4098.400805093904,4736.754776215057,0.163506,0.016187094,28240.65675473857,13008578.0,11125.610927230573,125762970.41502915,125751844.80410193,52478642281.10318,52478631155.492256,1479142.224898121,1468016.6139708904
235,235,83391055.75,8646.658855100497,2467.666392020962,0.0,0.0,14367.742202090907,13015224.0,9503.467830223255,83416537.81744921,83407034.34961899,52562058818.92063,52562049315.452805,1487788.8837532215,1478285.4159229982
236,236,391291422.98864424,43539.615805837275,21954.40091143042,61.139689459181405,6.052829256458959,108135.43045434666,13021870.0,43529.60382378397,391465119.6283346,391421590.0245108,52953523938.548965,52953480408.945145,1531328.4995590588,1487798.8957352748
237,237,163140109.379,1248.2863882567767,551.812869884555,4.707477,0.193367196,40883.31681579702,13028516.0,2459.8811853012694,163182797.69591814,163180337.81473285,53116706736.24488,53116704276.36369,1532576.7859473156,1530116.9047620143
238,238,212174159.356,354.5366189145168,19942.728250867898,0.0,0.0,59887.49854501485,13035162.0,1085.3374769997756,212254344.1194148,212253258.7819378,53328961080.364296,53328959995.02682,1532931.32256623,1531845.9850892304
239,239,511229243.4680804,1342.195175059001,1038.651703794368,146.32382900000002,14.486059071,119163.89742097496,13041808.0,1154.8491853115208,511350949.0222683,511349794.173083,53840312029.386566,53840310874.537384,1534273.517741289,1533118.6685559775
240,240,566520926.257,5947.9483406416375,385.8909686435605,6.88479,0.68159421,71324.52806056988,13048454.0,5998.477066228477,566598592.190754,566592593.7136878,54406910621.577324,54406904623.10026,1540221.4660819306,1534222.9890157022
241,241,517658906.286,3942.5774521884327,31942.767663929775,265.57209889999996,26.2916377911,123762.74892467512,13055100.0,2437.637439478889,517818846.2437775,517816408.606338,54924729467.8211,54924727030.18366,1544164.043534119,1541726.40609464
242,242,556741997.189,7694.637878687906,27358.13935450213,0.046210923725999616,0.004574881448873962,146756.8956588458,13061746.0,29111.295174336017,556923806.9126779,556894695.6175035,55481653274.73378,55481624163.43861,1551858.6814128067,1522747.3862384707
243,243,355502305.0193266,1807.9697661863793,1695697.6147282533,49.205535511484754,4.8712677156,100029.45999951859,13068392.0,392.60084458179125,357299894.1406238,357299501.53977925,55838953168.874405,55838952776.27356,1553666.651178993,1553274.0503344112
244,244,57769438.96202424,487.90990271956923,2370.4840836831745,1.9561517033182512,0.006911116283456205,18215.151144663338,13075038.0,387.94900685760786,57790514.47021813,57790126.521211274,55896743683.34462,55896743295.395615,1554154.5610817126,1553766.612074855
245,245,151948312.831,451.9125,502.2697039272455,1.1694012,0.1157706198,39519.22250143564,13081684.0,2482.1382474469538,151988787.52087718,151986305.38262972,56048732470.86549,56048729988.72725,1554606.4735817127,1552124.3353342658
246,246,269420892.13641053,50.92835197515,1765.7062507171775,52.1624234,5.142670572599999,67976.03736364377,13088330.0,243.6177860919664,269490742.11347085,269490498.49568474,56318223212.978966,56318222969.36118,1554657.4019336877,1554413.7841475958
247,247,766100069.765345,1374.75,22730.747584474502,56.530086999999995,5.596456635,220288.96574681203,13094976.0,2371.2598088217037,766344526.3552198,766342155.0954111,57084567739.33418,57084565368.07437,1556032.1519336877,1553660.8921248661
248,248,73715800.336,599.0331895087677,3366.2377399499587,0.0,0.0,18526.653619038647,13101622.0,11862.154141318399,73738292.26054849,73726430.10640717,57158306031.594734,57158294169.44059,1556631.1851231966,1544769.0309818783
249,249,58138319.550000004,3332.6171442521586,183.28818949082387,6e-05,0.0,12257.29509805609,13108268.0,1685.0879269418444,58154092.750491805,58152407.662564866,57216460124.34522,57216458439.25729,1559963.8022674487,1558278.7143405068
250,250,107747414.40499642,1717.4207363882442,82.79880639479076,0.0,0.0,39111.94251912171,13114914.0,6496.3751071148645,107788326.56705832,107781830.19195122,57324248450.91228,57324241954.53717,1561681.223003837,1555184.8478967221
251,251,130372359.55,401.334375,0.3315052241886847,0.124039,5.7321e-05,37539.87605336748,13121560.0,6815.930881598432,130410301.21602991,130403485.28514831,57454658752.1283,57454651936.19742,1562082.5573788371,1555266.6264972386
252,252,251034202.00199997,124.00728495807091,10615.37248633334,0.190723,0.018881577,73241.10801098299,13128206.0,967.178775648641,251118182.69938684,251117215.5206112,57705776934.82769,57705775967.64892,1562206.5646637953,1561239.3858881467
253,253,579383551.2,4181.60635413183,4.574073757615869,0.0,0.0,147793.09160118084,13134852.0,1012.8783246394106,579535530.4720291,579534517.5937045,58285312465.29972,58285311452.421394,1566388.1710179271,1565375.2926932876
254,254,684263388.472,0.0,14949.145305332026,76.66862300000001,7.590193676999999,155534.249662117,13141498.0,593.5860434945545,684433956.1257842,684433362.5397407,58969746421.42551,58969745827.83946,1566388.1710179271,1565794.5849744326
255,255,186767813.50800002,770.8539105533075,33546.245147041176,0.9553849,0.0945447921,46574.25222363731,13148144.0,850.2608790856457,186848705.90921095,186847855.64833185,59156595127.33472,59156594277.07384,1567159.0249284804,1566308.7640493948
256,256,223419995.4,4967.763394566358,23073.175384790735,228.57319,22.628745809999998,55851.44859373028,13154790.0,625.310308375601,223504138.9893089,223503513.67900053,59380099266.32403,59380098641.01372,1572126.7883230466,1571501.478014671
257,257,166791156.901,1438.737217348719,0.0,0.0,0.0,41071.831650212815,13161436.0,1967.0551602831333,166833667.46986756,166831700.41470727,59546932933.79389,59546930966.73873,1573565.5255403954,1571598.4703801123
258,258,148146797.5766,2357.1826302706318,0.016437737074431233,0.202471,0.0,56581.743751229114,13168082.0,1506.654560874489,148205736.7218902,148204230.06732935,59695138670.515785,59695137163.86122,1575922.7081706661,1574416.0536097917
259,259,259260873.4732218,2560.3986754029306,2162.748221425762,0.20465401440540254,0.020260747426134856,30537.349608591274,13174728.0,1850.6416477370926,259296134.19464198,259294283.55299425,59954434804.71043,59954432954.06878,1578483.106846069,1576632.465198332
260,260,354118085.394,2291.25,68.77579633004781,0.000184,1.8216e-05,81761.02981200583,13181374.0,2856.6220107555637,354202206.44981056,354199349.8277998,60308637011.16024,60308634154.53823,1580774.356846069,1577917.7348353134
