"blockNumber","address","totalsupply"
"12031616","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10052425807.967754477359556045""
"12038262","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10053500236.640172944005804215""
"12044908","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10053920569.142973091064170957""
"12051554","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10055402811.989122069869605564""
"12058200","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10056200972.317864355260709776""
"12064846","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10056563323.779186578397896843""
"12071492","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10057065747.774654937128800358""
"12078138","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10058241752.816425746586967094""
"12084784","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10058761511.718177104845173267""
"12091430","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10059160017.629351423385908165""
"12098076","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10060101653.456816992056324421""
"12104722","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10060687613.785884776446201484""
"12111368","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10061282287.228168122658652185""
"12118014","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10061972108.858026505338662787""
"12124660","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10062447128.646511966453861092""
"12131306","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10063928834.004166967602749367""
"12137952","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10064374659.787308769757779611""
"12144598","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10066321102.182176446412227786""
"12151244","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10067546576.304140762925477159""
"12157890","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10068590970.873865318917375131""
"12164536","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10069296341.582918433634576889""
"12171182","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10070595476.977880345980411333""
"12177828","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10071177981.238678790135053207""
"12184474","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10071415441.020839129988662278""
"12191120","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10071931014.39362730792786386""
"12197766","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10072179327.462582242560263506""
"12204412","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10073318928.007197729990316262""
"12211058","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10074510665.662291059701296946""
"12217704","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10074881959.868247374630227851""
"12224350","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10075455700.542665072521239638""
"12230996","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10075866035.688608778705279515""
"12237642","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10076169878.259484144935896968""
"12244288","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10076746094.868947512994379358""
"12250934","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10077028594.130194673968421874""
"12257580","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10078957172.416651891562134623""
"12264226","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10079257440.03243429882444144""
"12270872","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10079831000.635867874377772993""
"12277518","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10080571274.564203407439885776""
"12284164","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10080988721.961782580169848459""
"12290810","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10081632207.062501381894369276""
"12297456","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10083391333.030521966371741378""
"12304102","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10084722308.350582763960909049""
"12310748","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10085233502.892646581266499358""
"12317394","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10086274934.245158540756660446""
"12324040","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10088004775.747071420999470992""
"12330686","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10089651744.741398364746166459""
"12337332","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10090161004.0382205944540918""
"12343978","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10091072245.068275825212703444""
"12350624","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10091295336.420097357067572131""
"12357270","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10091619534.200005649917524702""
"12363916","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10092964501.141958993038172835""
"12370562","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10093311653.491941126099339626""
"12377208","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10093508415.626523770697995413""
"12383854","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10094429642.163860237619056762""
"12390500","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10094759001.003411130798933494""
"12397146","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10095002059.419762778944944429""
"12403792","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10095204115.375714069656910694""
"12410438","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10095381575.900127343008133251""
"12417084","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10095819026.232960252905037025""
"12423730","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10095903164.04332877340985694""
"12430376","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10098930209.25170997665728427""
"12437022","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10099808271.735309150642188942""
"12443668","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10100345051.711766454761292031""
"12450314","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10100694789.052279351753585858""
"12456960","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10101537799.876441982886169074""
"12463606","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10102005960.128714827874934653""
"12470252","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10102905418.853044367071326938""
"12476898","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10103252751.177674965356535209""
"12483544","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10103544851.843833019316555518""
"12490190","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10103900124.021971038826255282""
"12496836","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10104208812.918828536835730188""
"12503482","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10104807869.945085970192721641""
"12510128","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10106685622.880855411155820673""
"12516774","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10107397086.646758621191872858""
"12523420","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10109739862.92349477219565569""
"12530066","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10112109589.356347023568288174""
"12536712","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10112587680.332344751953547915""
"12543358","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10112973800.85898330016850011""
"12550004","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10113670877.346439988495285402""
"12556650","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10114580940.618249884405686279""
"12563296","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10114840106.608384252805852945""
"12569942","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10115157265.972063720602103748""
"12576588","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10115509476.218021366172799494""
"12583234","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10115820036.03590574222684102""
"12589880","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10116443143.345699972183525421""
"12596526","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10117599857.143233020784291161""
"12603172","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10119181269.098015962445974099""
"12609818","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10119959472.742171198145581219""
"12616464","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10120585881.84981293087340719""
"12623110","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10120807972.023868289287982942""
"12629756","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10120900541.654851815419458868""
"12636402","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10123127548.546937642518784855""
"12643048","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10123698637.27652206330123239""
"12649694","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10124636606.681327134727815993""
"12656340","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10124190584.699725906966471222""
"12662986","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10124435521.899613070969362902""
"12669632","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10125515168.556925267960657684""
"12676278","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10126035232.321118943301309278""
"12682924","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10127835295.753306380598381712""
"12689570","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10128090182.07935205161688352""
"12696216","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10130521318.149090848287802361""
"12702862","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10131010947.072532183418340512""
"12709508","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10131315244.400241799270414551""
"12716154","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10131789056.743513844572638457""
"12722800","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10132478211.737516013719413215""
"12729446","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10132787782.985067206107514141""
"12736092","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10133281169.54852500426333144""
"12742738","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10135949459.202248209741912835""
"12749384","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10136244016.489740241705206758""
"12756030","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10136393833.933648039871890835""
"12762676","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10136671239.727868877592332311""
"12769322","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10137258004.052359667237718978""
"12775968","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10137610136.551801593457259098""
"12782614","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10137954945.688601025711781713""
"12789260","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10139739082.75121690153720929""
"12795906","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10140943672.199852632245826661""
"12802552","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10141018572.788767696496700859""
"12809198","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10141606681.814461805788527229""
"12815844","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10143241636.881070767823337013""
"12822490","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10143985820.225872906775995559""
"12829136","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10145299737.23894146612194834""
"12835782","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10145555076.956109809830677712""
"12842428","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10146463342.953505036988413166""
"12849074","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10146711880.37588644724977674""
"12855720","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10147315424.04004968545658119""
"12862366","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10148334663.606882921210039043""
"12869012","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10149095996.897327468335270811""
"12875658","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10149585419.42016735356778895""
"12882304","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10150610760.997310219796776604""
"12888950","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10151374362.755472171447259062""
"12895596","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10151479832.676788839114879524""
"12902242","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10151940403.655343977121753362""
"12908888","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10152245523.757615533565679895""
"12915534","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10152881151.213589606944270398""
"12922180","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10153678759.455816838548003903""
"12928826","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10154371908.824151277288089508""
"12935472","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10155190279.392243234219989097""
"12942118","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10156152970.071029873624388805""
"12948764","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10156580644.760871420203703973""
"12955410","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10158537259.195634355174133366""
"12962056","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10158820970.308008974070223078""
"12968702","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10159648001.865789820681689161""
"12975348","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10160706644.310671623716779509""
"12981994","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10161455404.920370480947686135""
"12988640","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10161543396.315650404662375503""
"12995286","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10162033098.523891760240895821""
"13001932","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10162387980.629829206864646781""
"13008578","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10162668100.697009805223808765""
"13015224","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10162807308.109702689199467357""
"13021870","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10163850190.632929332597729783""
"13028516","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10164257854.569891065440688939""
"13035162","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10164754597.720097981072526381""
"13041808","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10165945449.094614726311354948""
"13048454","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10166627469.04464988123210053""
"13055100","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10167862047.298579948728783641""
"13061746","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10169170497.475950399395511727""
"13068392","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10170168427.275751923209552069""
"13075038","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10170349906.798931792981362347""
"13081684","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10170742924.247709014436486158""
"13088330","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10171421786.788371126371493991""
"13094976","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10173578214.60945419380964947""
"13101622","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10173752189.457944379609029998""
"13108268","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10173577875.420681856438543482""
"13114914","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10173968022.611555343335550117""
"13121560","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10174342392.371475919653416829""
"13128206","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10175074144.445518083947997161""
"13134852","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10176550597.399009856147459384""
"13141498","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10178103572.992420341406850533""
"13148144","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10178564718.908191664912453792""
"13154790","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10179120949.414874590856375346""
"13161436","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10179530238.623976950629111404""
"13168082","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10180094845.205321458389367802""
"13174728","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10180395398.669077407700522182""
"13181374","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10181206645.781064408773944165""
"13188020","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10182414490.673616941428874535""
"13194666","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10183381294.122701322841265528""
"13201312","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10184126218.692464711380217002""
"13207958","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10184642559.038328667905708843""
"13214604","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10184910601.243218760515085372""
"13221250","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10185018912.654915386949103258""
"13227896","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10186749195.698560758123001041""
"13234542","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10188360129.121809993252603308""
"13241188","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10188887290.105875890854289857""
"13247834","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10189038948.761272981750826458""
"13254480","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10189156425.127108050864629588""
"13261126","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10189289640.727115459884765692""
"13267772","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10190733538.734019082828061721""
"13274418","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10190924037.840864576320395827""
"13281064","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10192515020.83870626415701047""
"13287710","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10192641266.398882034297638815""
"13294356","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10193517137.249133250399249889""
"13301002","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10193765170.835169161526212222""
"13307648","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10194354723.436533906961199966""
"13314294","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10194807541.863009390928962499""
"13320940","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10197624401.072981115220706214""
"13327586","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10199323861.791668479647134486""
"13334232","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10200628743.840388630590824343""
"13340878","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10201563514.26136304668986217""
"13347524","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10201717499.789754378714108425""
"13354170","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10201942872.862464908963757149""
"13360816","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10202331709.163852160104767675""
"13367462","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10203040744.253939414391626331""
"13374108","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10203342200.416404366863372765""
"13380754","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10204663781.784206066317768789""
"13387400","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10205291820.96177567567342235""
"13394046","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10205711257.777954464438788738""
"13400692","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10206268319.851315083764095255""
"13407338","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10207094758.174680368065313236""
"13413984","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10208596343.922220523942504454""
"13420630","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10208757360.539228831291794186""
