,id,createdAt,updatedAt,active,migrated,displayName,ownerId,version,subgraphDeploymentId,subgraphid,self_curation,self_curation_name
265,8VWrmfsa17V4oiDX2xGRfN2KgunVsGTvqCnfnfqJvWkT,1626729662,1645640816,True,True,,0xc320812b4bbb7f2369ee1316fd703de403ad0d2e,0,0x8db46a1e620663542928c3a4df49d43db25a4fccae8b5f1deb90de19b1a83993,8VWrmfsa17V4oiDX2xGRfN2KgunVsGTvqCnfnfqJvWkT-0,False,False
266,0x021c1a1ce318e7b4545f6280b248062592b71706-0,1626773090,1645639991,True,True,mStable Feeder Pools and Vaults,0x021c1a1ce318e7b4545f6280b248062592b71706,2,0x73ab580e766518d557d94f3c868963f563da0c33fd0b640a8fe674c18b058f4f,0x021c1a1ce318e7b4545f6280b248062592b71706-0-2,False,True
267,FFPrkhXdhQzE8i3hqCymMPTHLDnNAUCYMq7ArczbfQSg,1626773090,1645639991,True,True,mStable Feeder Pools and Vaults,0x021c1a1ce318e7b4545f6280b248062592b71706,2,0x73ab580e766518d557d94f3c868963f563da0c33fd0b640a8fe674c18b058f4f,FFPrkhXdhQzE8i3hqCymMPTHLDnNAUCYMq7ArczbfQSg-2,False,True
268,0x2f0963e77ca6ac0c2dad1bf4147b6b40e0dd8728-0,1626777402,1645639205,True,True,Radicle,0x2f0963e77ca6ac0c2dad1bf4147b6b40e0dd8728,2,0xeb449d43e21e518cdb0656cc31b1652dc177996b8dc2ddd9f4442cf30c95f12e,0x2f0963e77ca6ac0c2dad1bf4147b6b40e0dd8728-0-2,False,True
269,8rp4W6dGKdfYTf3So7xFpdd58gCaNbKwmm6Sketd4XvX,1626777402,1645639205,True,True,Radicle,0x2f0963e77ca6ac0c2dad1bf4147b6b40e0dd8728,2,0xeb449d43e21e518cdb0656cc31b1652dc177996b8dc2ddd9f4442cf30c95f12e,8rp4W6dGKdfYTf3So7xFpdd58gCaNbKwmm6Sketd4XvX-2,False,True
270,0xfcb576bc8ee187945fa00f0daa7bbe9c1b51b0c9-2,1626810753,1640009667,False,False,NFTX,0xfcb576bc8ee187945fa00f0daa7bbe9c1b51b0c9,0,0x20e278196ee62c4c64e5010017ebf814cec659223be3d10929c0d08b9810ddaf,0xfcb576bc8ee187945fa00f0daa7bbe9c1b51b0c9-2-0,False,False
271,6SVLBaaAcujGWswitHpLixkgjQVZugrQHj8AihGJgFgD,1626810753,1640009667,False,False,NFTX,0xfcb576bc8ee187945fa00f0daa7bbe9c1b51b0c9,0,0x20e278196ee62c4c64e5010017ebf814cec659223be3d10929c0d08b9810ddaf,6SVLBaaAcujGWswitHpLixkgjQVZugrQHj8AihGJgFgD-0,False,False
272,0x21f7db7daa3f03100eb6ad36f79e20972a79e6c0-0,1626813334,1645639798,True,True,Eth Cryptovoxels Collections,0x21f7db7daa3f03100eb6ad36f79e20972a79e6c0,4,0xb2b3f2e6116356b2357db9411ac6465ee5aaa7fcf6656d991e19e9c1a7378035,0x21f7db7daa3f03100eb6ad36f79e20972a79e6c0-0-4,False,True
273,HKs3AibRfaJ4pkvTF1orAx6DgkqbDdHrwcykDkgombWg,1626813334,1645639798,True,True,Eth Cryptovoxels Collections,0x21f7db7daa3f03100eb6ad36f79e20972a79e6c0,4,0xb2b3f2e6116356b2357db9411ac6465ee5aaa7fcf6656d991e19e9c1a7378035,HKs3AibRfaJ4pkvTF1orAx6DgkqbDdHrwcykDkgombWg-4,False,True
274,0xab68e92b6e19e0d570a13d251d1ea8d029f711cb-0,1626831829,1645639798,True,True,tribe,0xab68e92b6e19e0d570a13d251d1ea8d029f711cb,0,0xae2d500fd1d2e0789641452cd8a8e3e20d964ec8d72930928b8a546f4aec289d,0xab68e92b6e19e0d570a13d251d1ea8d029f711cb-0-0,False,False
275,G3AR5HM7ZxP3ogab7xZ7rsszVE1upp8KbGPTuryGwUfM,1626831829,1645639798,True,True,tribe,0xab68e92b6e19e0d570a13d251d1ea8d029f711cb,0,0xae2d500fd1d2e0789641452cd8a8e3e20d964ec8d72930928b8a546f4aec289d,G3AR5HM7ZxP3ogab7xZ7rsszVE1upp8KbGPTuryGwUfM-0,False,False
