,id,blockNumber,signer,type,nameSignal,versionSignal,tokens,subgraphId,subgraphDeploymentID,subgraphversion,subgraphname
0,0x4c1060853752b5221b1e27c2264034d0bd5fd86c5267f85090319dab28fc9dd8-228,11474121,0x93606b27cb5e4c780883ec4f6b7bed5f6572d1dd,MintNSignal,279284800875378823397,279284800875378823397,80000000000000000000000,ziL9z9yVvVoksZ5MhyQFNjtspRdxMNDvwtYasUtXCvN,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0,PoolTogether
1,0xea7dbe2f6164530a53ac8cf9d99b46993f44d8ca8258134ff0c7a2322308fc78-170,11476852,0x0f3cf18b37c55f5a319d6cae8d8ba114cb094af0,MintNSignal,627949250367270370,627949250367270370,360151469700892136118,ziL9z9yVvVoksZ5MhyQFNjtspRdxMNDvwtYasUtXCvN,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0,PoolTogether
2,0xfbdb37e510284ebbeb45fbfdf28191219faf84bc31bf04115df6545792aedc76-75,11476875,0x0f3cf18b37c55f5a319d6cae8d8ba114cb094af0,MintNSignal,125503147008134479971,125503147008134479971,88216309708626528177242,ziL9z9yVvVoksZ5MhyQFNjtspRdxMNDvwtYasUtXCvN,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0,PoolTogether
3,0xfbda17a348fb979ad36e27445d656b23458a938fadd251bdf520fa176cdb8887-218,11476931,0xb6916933aa0bac4b6d09260719c4055363642745,MintNSignal,89477475325111327822,89477475325111327822,82622974825605383769993,ziL9z9yVvVoksZ5MhyQFNjtspRdxMNDvwtYasUtXCvN,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0,PoolTogether
5,0x12925f181018abc41ef4fd32c6e95dab9ff85a6a833738db5357dd649290d39c-183,11692858,0x4f4538e2553c61bce747f73c5fe8133d4b383dda,MintNSignal,3085781289271725739,3085781289271725739,2000000000000000000000,ziL9z9yVvVoksZ5MhyQFNjtspRdxMNDvwtYasUtXCvN,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0,PoolTogether
6,0x50c2d537978d0e52aadd1094c84fbb1a48e646a4b8c77568d726aec1a2973268-160,11709953,0xe77d1505477f145bd9ab8d12e8545bd779573c31,MintNSignal,306418713405597429,306418713405597429,200000000000000000000,ziL9z9yVvVoksZ5MhyQFNjtspRdxMNDvwtYasUtXCvN,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0,PoolTogether
7,0xcea7ea231559dbb07282e2cb6fe0426a1e46b23477d47b228ec1623250ddad9a-19,12206920,0x673b6e9fe607f6ddf4a4f25b386b846c5c82995e,MintNSignal,1490304856452573,1490304856452573,1000000000000000000,ziL9z9yVvVoksZ5MhyQFNjtspRdxMNDvwtYasUtXCvN,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0,PoolTogether
8,0xfc1b9205413756ba051f8b8f9e1c9ddbc2678480e8d5be4e3307f9e229341546-156,12316001,0x673b6e9fe607f6ddf4a4f25b386b846c5c82995e,MintNSignal,147529798656557600,147529798656557600,100000000000000000000,Gv1rewdMuEeDQ9sWsWMjJfwKWrTxo5e19vgxr1br7Ut4,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0,PoolTogether
9,0xa67c09eba397a8892ce6d07c97b661e0419c8771f041da821742533bf4f96053-126,12316107,0x673b6e9fe607f6ddf4a4f25b386b846c5c82995e,MintNSignal,9874208829065749508,9874208829065749508,100000000000000000000,9a8QGQHhrXwuR8mxi4tZGwUkpSacBdzZokNWMj2Tvdow,0xbbde25a2c85f55b53b7698b9476610c3d1202d88870e66502ab0076b7218f98a,0,PoolTogether
10,0x4b99f58463bfabe70e55660b6833af9045acda9fb82e1af2b5a89c952fb70f71-47,12316112,0x673b6e9fe607f6ddf4a4f25b386b846c5c82995e,MintNSignal,78993670632525996063,78993670632525996063,8000000000000000000000,9a8QGQHhrXwuR8mxi4tZGwUkpSacBdzZokNWMj2Tvdow,0xbbde25a2c85f55b53b7698b9476610c3d1202d88870e66502ab0076b7218f98a,0,PoolTogether
11,0x6e84eb1e2f2c42b09f3941ac3cae930f49fe2d0d61367458fd8c52a5791ce657-63,12316225,0x673b6e9fe607f6ddf4a4f25b386b846c5c82995e,MintNSignal,65055802926791881599,65055802926791881599,16200000000000000000000,9a8QGQHhrXwuR8mxi4tZGwUkpSacBdzZokNWMj2Tvdow,0xbbde25a2c85f55b53b7698b9476610c3d1202d88870e66502ab0076b7218f98a,0,PoolTogether
12,0x98c7fdf4805fcd3a834f168d42dd6e8ca15d35a1236551b977e97041088a4347-12,12316333,0x673b6e9fe607f6ddf4a4f25b386b846c5c82995e,MintNSignal,119540209195130557242,119540209195130557242,52400000000000000000000,9a8QGQHhrXwuR8mxi4tZGwUkpSacBdzZokNWMj2Tvdow,0xbbde25a2c85f55b53b7698b9476610c3d1202d88870e66502ab0076b7218f98a,0,PoolTogether
13,0x4b1fdfb98a3b3c75551d599038e0ba58c3d0b57deaebba22c587d889b45d6d4c-106,12319132,0x673b6e9fe607f6ddf4a4f25b386b846c5c82995e,MintNSignal,406284998492437571811,406284998492437571811,169300000000000000000000,GTdGnzSkRrF4zKzTWiVFrUv6TcXidJphZLnDYWuULtuJ,0x666d78959706d7e1ed20befeb1d2c9a4e512a22931d8e22928b1f63ce48fcb40,0,PoolTogether
14,0x880e90ed0b1bee322c7e0263501739072c9d151b605a1ad97990894f0a762f8f-26,12319966,0xc6ba3e757f3af487e388230f1e3a40615ea24002,MintNSignal,1465672809847289272,1465672809847289272,1000000000000000000000,ziL9z9yVvVoksZ5MhyQFNjtspRdxMNDvwtYasUtXCvN,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0,PoolTogether
15,0x8147406d5d1f8bc1918541001ce1cca1465e0cb5083d67695f4344913913ee0b-8,12319998,0xc6ba3e757f3af487e388230f1e3a40615ea24002,MintNSignal,694574462629681013130,694574462629681013130,998000000000000000000000,ziL9z9yVvVoksZ5MhyQFNjtspRdxMNDvwtYasUtXCvN,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0,PoolTogether
16,0x79467bee0202772e4a047c8cf37caad31ab28e5d151851ae6ca269f6914a1c6e-53,12321261,0x673b6e9fe607f6ddf4a4f25b386b846c5c82995e,MintNSignal,1199859421631091,1199859421631091,1000000000000000000,GTdGnzSkRrF4zKzTWiVFrUv6TcXidJphZLnDYWuULtuJ,0x666d78959706d7e1ed20befeb1d2c9a4e512a22931d8e22928b1f63ce48fcb40,0,PoolTogether
17,0xc1d7c9bb932837f03dbee2ca43c92eaff10c1800ca08ce7325e8fc90a6b6b6bb-21,12323358,0x673b6e9fe607f6ddf4a4f25b386b846c5c82995e,MintNSignal,3122498999199199102,3122498999199199102,10000000000000000000,5vhK8XAGXiK4zwGPcN2C63TjhAHtqyqoUcS6RGR5H86i,0xbae01a063ad846d7e4200757480544b5feb1f0217d94db1db97b48bb7f124dbf,0,PoolTogether
18,0x571e1516a1980ffed3f8b329666fbfc45723f35513c0470b0fcb0ba5b8319308-144,12324485,0x9efbea665b79f366fcbb390a55c617257e0c678c,MintNSignal,156124949959959955146,156124949959959955146,25000000000000000000000,D4kczV9c2KTC5GArH2M54gs5mGZaigBpsiR7rCwgHqBX,0x5b83184ead3290c43e0a5524f086595e3ced90af300fbdfcfc07c7b884ebec54,2,RAI Mainnet
19,0x83878613cb7967445f80b17877924d124555c2b859bb8e1c921a27fe9eed207d-29,12324487,0x673b6e9fe607f6ddf4a4f25b386b846c5c82995e,MintNSignal,14901363804910741724,14901363804910741724,5000000000000000000000,D4kczV9c2KTC5GArH2M54gs5mGZaigBpsiR7rCwgHqBX,0x5b83184ead3290c43e0a5524f086595e3ced90af300fbdfcfc07c7b884ebec54,2,RAI Mainnet
20,0x945995b71639c73cf9c7d349327687dba58ade1c871c9ce7eff7161c843b8c44-40,12324579,0x3094da4341ebd09993ac7dd37dd9f11edc4f5299,MintNSignal,456655013216574,456655013216574,1000000000000000000,ziL9z9yVvVoksZ5MhyQFNjtspRdxMNDvwtYasUtXCvN,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0,PoolTogether
21,0x3aa8855bc0f73e1d4a5422e57fe8fb9d56cc1ead8d3ea1b79f6d0ba2eab3f1d6-123,12324641,0x673b6e9fe607f6ddf4a4f25b386b846c5c82995e,MintNSignal,60544409773317523732,60544409773317523732,25000000000000000000000,D4kczV9c2KTC5GArH2M54gs5mGZaigBpsiR7rCwgHqBX,0x5b83184ead3290c43e0a5524f086595e3ced90af300fbdfcfc07c7b884ebec54,2,RAI Mainnet
22,0x162ea06d5c4c0efe6d2f1889d53ad070f2b112f43bb79aec7d9c7c0deb6967b5-20,12324811,0x26cf67040678eb0f5654c9cbaad78dc1694cbafa,MintNSignal,156124949959959955146,156124949959959955146,25000000000000000000000,HTmE4KFztgBCbs2fdM7ai3jV32nufPs4xqXqfnLU3WRU,0xa7d9d3a173d3d62ce3d05c2d29f3447b04edc248cbcfdb49b205e14247374947,0,mStable Protocol
23,0xc852a92e5af770250e87afa56802f488857122e77db1f6fcc777c3e796893433-25,12324813,0x673b6e9fe607f6ddf4a4f25b386b846c5c82995e,MintNSignal,75445773578228265456,75445773578228265456,30000000000000000000000,HTmE4KFztgBCbs2fdM7ai3jV32nufPs4xqXqfnLU3WRU,0xa7d9d3a173d3d62ce3d05c2d29f3447b04edc248cbcfdb49b205e14247374947,0,mStable Protocol
24,0x362626fa1c15ae2df7e43f0e404adbba53c7bf81fb2697507c19b985572204c2-61,12324867,0x0a0319671f2d3c18fb55ab555b48bc01f27747a4,MintNSignal,156124949959959955146,156124949959959955146,25000000000000000000000,41LCrgtCNBQyDiVVyZEuPxbvkBH9BxxLU3nEZst77V8o,0x2aaeb45afa62af1cc8f6d61decd5249429e0aaed67996238adc2bfd396b5f715,0,UMA Mainnet Voting
25,0xdc3c6c752285ec5be84cf400baddee4aa76a6a295bd9c270e1d86eecbff89447-28,12324867,0x673b6e9fe607f6ddf4a4f25b386b846c5c82995e,MintNSignal,120762001277993211242,120762001277993211242,15000000000000000000000,GTdGnzSkRrF4zKzTWiVFrUv6TcXidJphZLnDYWuULtuJ,0x666d78959706d7e1ed20befeb1d2c9a4e512a22931d8e22928b1f63ce48fcb40,0,PoolTogether
26,0x01f9b0bcd0ff44657a5ecd10e7b2a057ee3be462531483842c7b5fbd78d03a1c-224,12325014,0xfc3ac80003d8a5181e554d03983284e4341a7610,MintNSignal,156124949959959955146,156124949959959955146,25000000000000000000000,3SJSsXJkTkkDiRT2X3uWFcKaAnvWScLhL3YVL1oFimuF,0x014e8a3184d5fad198123419a7b54d5f7c9f8a981116462591fbb1a922c39811,0,Opyn Gamma Mainnet
27,0xdc52b3a7cb09071b8ef4bd55cfbe5dbf75ebf6486902290284762f8f87949825-7,12325022,0x4fc20ad3bb384764fdc7d588ee3b4dc5eabefce7,MintNSignal,156124949959959955145,156124949959959955145,75000000000000000000000,3SJSsXJkTkkDiRT2X3uWFcKaAnvWScLhL3YVL1oFimuF,0x014e8a3184d5fad198123419a7b54d5f7c9f8a981116462591fbb1a922c39811,0,Opyn Gamma Mainnet
28,0x40c2d0c5b002bc831375a10bac881a2866ca9ccab553f63aa6d2e4ceb243b0e6-7,12325030,0x4fc20ad3bb384764fdc7d588ee3b4dc5eabefce7,MintNSignal,156124949959959955144,156124949959959955144,75000000000000000000000,HTmE4KFztgBCbs2fdM7ai3jV32nufPs4xqXqfnLU3WRU,0xa7d9d3a173d3d62ce3d05c2d29f3447b04edc248cbcfdb49b205e14247374947,0,mStable Protocol
29,0x8bc35333cabcc8bcbb8bdcf26989c32d40e42c888237d0d7d03bf861000ffdb2-18,12325042,0x4fc20ad3bb384764fdc7d588ee3b4dc5eabefce7,MintNSignal,156124949959959955145,156124949959959955145,75000000000000000000000,41LCrgtCNBQyDiVVyZEuPxbvkBH9BxxLU3nEZst77V8o,0x2aaeb45afa62af1cc8f6d61decd5249429e0aaed67996238adc2bfd396b5f715,0,UMA Mainnet Voting
30,0xdea995226951eb6a3899677f5705cf3ea81b7e6f311c9525cbfc5dc65923ce37-7,12325054,0x4fc20ad3bb384764fdc7d588ee3b4dc5eabefce7,MintNSignal,156124949959959955144,156124949959959955144,75000000000000000000000,D4kczV9c2KTC5GArH2M54gs5mGZaigBpsiR7rCwgHqBX,0x5b83184ead3290c43e0a5524f086595e3ced90af300fbdfcfc07c7b884ebec54,2,RAI Mainnet
31,0x224fe7692e2528c7543ffd38af0e4cc8fc1616126f303e26b3667f7d3fce2b5a-62,12325077,0xd6ce4c87ec3fb6e80d87ff5fa7c5ec8fdefadf5c,MintNSignal,156124949959959955146,156124949959959955146,25000000000000000000000,GxV9XL6Wnjz75z919NPNdrLhEkqDR99PweUY3oh7Lh94,0x969f6c63e40c58d6836ce6afb2b71417e34c86e50bacf5d3d4c3aa2fa81c5c17,2,DODOEX V2
32,0xca474150125377ceb2806c615f5d35226e6a43181c429feb768fbd33a9656e98-23,12325084,0x4fc20ad3bb384764fdc7d588ee3b4dc5eabefce7,MintNSignal,156124949959959955145,156124949959959955145,75000000000000000000000,GxV9XL6Wnjz75z919NPNdrLhEkqDR99PweUY3oh7Lh94,0x969f6c63e40c58d6836ce6afb2b71417e34c86e50bacf5d3d4c3aa2fa81c5c17,2,DODOEX V2
33,0x67a3d5a9d3fcfb3788e561fb149e277540f5ffeee780a9d7ecaf80c08dbc83e3-144,12325107,0x0503024fcc5e1bd834530e69d592dbb6e8c03968,MintNSignal,156124949959959955146,156124949959959955146,25000000000000000000000,9V1aHHwkK4uPWgBH6ZLzwqFEkoHTHPS7XHKyjZWe8tEf,0x31f6fb67c823a07a93bae6b022798eebdf86210033c0e97a1402795c0c2fa99b,0,Omen
34,0x0cc03445c198ee20296f2c603659d5faa5b112bc5e0086a25d98631e6bf3deca-23,12325113,0x4fc20ad3bb384764fdc7d588ee3b4dc5eabefce7,MintNSignal,156124949959959955145,156124949959959955145,75000000000000000000000,9V1aHHwkK4uPWgBH6ZLzwqFEkoHTHPS7XHKyjZWe8tEf,0x31f6fb67c823a07a93bae6b022798eebdf86210033c0e97a1402795c0c2fa99b,0,Omen
35,0x738489d13377323514ac9d13fc7d99faee244a87a484689d5d6b7ed9de005359-153,12325118,0x819fd65026848d710fe40d8c0439f1220e069398,MintNSignal,156124949959959955146,156124949959959955146,25000000000000000000000,CptFsHp6zar7kdfGYbVAqMeF1wNA1pJs6GaaJvPgeCfu,0xc064c354bc21dd958b1d41b67b8ef161b75d2246b425f68ed4c74964ae705cbd,1,Audius Network Mainnet
36,0x4af2da0832058a53bcc57002615f79ff9d18af626db8cf72328e83a6bced2db3-202,12325123,0x0f3cf18b37c55f5a319d6cae8d8ba114cb094af0,MintNSignal,12249714871839126088,12249714871839126088,8000000000000000000000,9V1aHHwkK4uPWgBH6ZLzwqFEkoHTHPS7XHKyjZWe8tEf,0x31f6fb67c823a07a93bae6b022798eebdf86210033c0e97a1402795c0c2fa99b,0,Omen
37,0x94bee7d5a7f7ba7a12f5c46a55515ca44cbe54e6507c042844fffafea01859ed-23,12325123,0x4fc20ad3bb384764fdc7d588ee3b4dc5eabefce7,MintNSignal,156124949959959955145,156124949959959955145,75000000000000000000000,CptFsHp6zar7kdfGYbVAqMeF1wNA1pJs6GaaJvPgeCfu,0xc064c354bc21dd958b1d41b67b8ef161b75d2246b425f68ed4c74964ae705cbd,1,Audius Network Mainnet
38,0x10fb55798c3e005ff75bcb42006892f3a661b5c75978d4adc2fad3018535627e-284,12325151,0x0f3cf18b37c55f5a319d6cae8d8ba114cb094af0,MintNSignal,12249714871839126088,12249714871839126088,8000000000000000000000,3SJSsXJkTkkDiRT2X3uWFcKaAnvWScLhL3YVL1oFimuF,0x014e8a3184d5fad198123419a7b54d5f7c9f8a981116462591fbb1a922c39811,0,Opyn Gamma Mainnet
39,0xf52e66876476243ce293e3d21e63f652d501291ca92f3e56d7abaee96b12a402-273,12325151,0x0f3cf18b37c55f5a319d6cae8d8ba114cb094af0,MintNSignal,12249714871839126088,12249714871839126088,8000000000000000000000,GxV9XL6Wnjz75z919NPNdrLhEkqDR99PweUY3oh7Lh94,0x969f6c63e40c58d6836ce6afb2b71417e34c86e50bacf5d3d4c3aa2fa81c5c17,2,DODOEX V2
40,0xf75300b56b6ed253fdb6fd1710349d77bb5284e9d5a48a2654ae5f2243e877ce-250,12325151,0x0f3cf18b37c55f5a319d6cae8d8ba114cb094af0,MintNSignal,12249714871839126088,12249714871839126088,8000000000000000000000,CptFsHp6zar7kdfGYbVAqMeF1wNA1pJs6GaaJvPgeCfu,0xc064c354bc21dd958b1d41b67b8ef161b75d2246b425f68ed4c74964ae705cbd,1,Audius Network Mainnet
41,0xbfeab462e685bb67a6ae6414f4a4a6df0b7a60d552df15234f0a4f2652cd18c0-80,12325153,0x0f3cf18b37c55f5a319d6cae8d8ba114cb094af0,MintNSignal,12249714871839126088,12249714871839126088,8000000000000000000000,41LCrgtCNBQyDiVVyZEuPxbvkBH9BxxLU3nEZst77V8o,0x2aaeb45afa62af1cc8f6d61decd5249429e0aaed67996238adc2bfd396b5f715,0,UMA Mainnet Voting
42,0x3acd913c6e21009adabc57305c5e91c98b9297ee3e65e07df666957eaf4f7ddd-45,12325159,0xcb30a985b5a998e96b09f1cd5d7b61d405a5a032,MintNSignal,156124949959959955146,156124949959959955146,25000000000000000000000,9MDH6TTFm2KZWbo1dBhyktQ7WkWWAbVRSF6Eg65mu9z9,0x4810cc7741423cec7e44fc7ec7a479e521453cbf090e74b6186d3a2264588fe5,1,Enzyme Finance
43,0xf88b3a4b5d310d71be6f55f46156a61051199af3bd41b6ed00a456b119109df4-27,12325164,0x4fc20ad3bb384764fdc7d588ee3b4dc5eabefce7,MintNSignal,156124949959959955145,156124949959959955145,75000000000000000000000,9MDH6TTFm2KZWbo1dBhyktQ7WkWWAbVRSF6Eg65mu9z9,0x4810cc7741423cec7e44fc7ec7a479e521453cbf090e74b6186d3a2264588fe5,1,Enzyme Finance
44,0xbee6688b89ef7bddc72394fc68ae195ce01607fdab578af138b6c75bd9b71df9-352,12325165,0x0f3cf18b37c55f5a319d6cae8d8ba114cb094af0,MintNSignal,12249714871839126088,12249714871839126088,8000000000000000000000,D4kczV9c2KTC5GArH2M54gs5mGZaigBpsiR7rCwgHqBX,0x5b83184ead3290c43e0a5524f086595e3ced90af300fbdfcfc07c7b884ebec54,2,RAI Mainnet
45,0xefd0deef402d329a7f7b423cd74eb5fff09674b5d95c674f2fbb52e328c36d08-337,12325165,0x0f3cf18b37c55f5a319d6cae8d8ba114cb094af0,MintNSignal,12249714871839126088,12249714871839126088,8000000000000000000000,HTmE4KFztgBCbs2fdM7ai3jV32nufPs4xqXqfnLU3WRU,0xa7d9d3a173d3d62ce3d05c2d29f3447b04edc248cbcfdb49b205e14247374947,0,mStable Protocol
46,0xa1653300ea1398e2bf09e2b0e8b0863cb48516bd97725b170ea3fa03a6dc7522-7,12325186,0x673b6e9fe607f6ddf4a4f25b386b846c5c82995e,MintNSignal,35604536808857751002,35604536808857751002,24999999999999997902848,D4kczV9c2KTC5GArH2M54gs5mGZaigBpsiR7rCwgHqBX,0x5b83184ead3290c43e0a5524f086595e3ced90af300fbdfcfc07c7b884ebec54,2,RAI Mainnet
47,0x769bd4edb5e39094aed071348a6fa5cf131a3b377c7096d9d92442b24c978720-26,12325187,0x673b6e9fe607f6ddf4a4f25b386b846c5c82995e,MintNSignal,32387886535190492217,32387886535190492217,24999999999999997902848,D4kczV9c2KTC5GArH2M54gs5mGZaigBpsiR7rCwgHqBX,0x5b83184ead3290c43e0a5524f086595e3ced90af300fbdfcfc07c7b884ebec54,2,RAI Mainnet
48,0x02a95057024933238ccdae26a0b60a9164076a17a245497d88688126fa1c84bd-29,12325189,0x673b6e9fe607f6ddf4a4f25b386b846c5c82995e,MintNSignal,29911797074054414506,29911797074054414506,24999999999999997902848,D4kczV9c2KTC5GArH2M54gs5mGZaigBpsiR7rCwgHqBX,0x5b83184ead3290c43e0a5524f086595e3ced90af300fbdfcfc07c7b884ebec54,2,RAI Mainnet
49,0x3377c6c7c08afa3c88e989b236cb4fa21f4bf03bbd665300f652a2e9e37ce57c-31,12325213,0x673b6e9fe607f6ddf4a4f25b386b846c5c82995e,MintNSignal,35604536808857751003,35604536808857751003,24999999999999997902848,41LCrgtCNBQyDiVVyZEuPxbvkBH9BxxLU3nEZst77V8o,0x2aaeb45afa62af1cc8f6d61decd5249429e0aaed67996238adc2bfd396b5f715,0,UMA Mainnet Voting
50,0x5b4ca8e5f87fe33d3fe3ecfd5a3941d4897a5d97d0f8634bebe6c5d6e8afd167-82,12325222,0x0f3cf18b37c55f5a319d6cae8d8ba114cb094af0,MintNSignal,12249714871839126088,12249714871839126088,8000000000000000000000,9MDH6TTFm2KZWbo1dBhyktQ7WkWWAbVRSF6Eg65mu9z9,0x4810cc7741423cec7e44fc7ec7a479e521453cbf090e74b6186d3a2264588fe5,1,Enzyme Finance
51,0xd0c3fa0bc035703c9ba1ce40c1862559b9c5b6ea1198b3320871d535aa0de87b-54,12325227,0xb31aa1f312595af94f184c5791dc03d6af12fbff,MintNSignal,156109276483987790096,156109276483987790096,25000000000000000000000,FDD65maya4xVfPnCjSgDRBz6UBWKAcmGtgY6BmUueJCg,0xbbde25a2c85f55b53b7698b9476610c3d1202d88870e66502ab0076b7218f98a,0,Livepeer
52,0x47ffa98c3c876297133bffeea5e7858b9f5f3e50b5d198801842244930ede5d5-27,12325228,0x673b6e9fe607f6ddf4a4f25b386b846c5c82995e,MintNSignal,35604536808857751003,35604536808857751003,24999999999999997902848,3SJSsXJkTkkDiRT2X3uWFcKaAnvWScLhL3YVL1oFimuF,0x014e8a3184d5fad198123419a7b54d5f7c9f8a981116462591fbb1a922c39811,0,Opyn Gamma Mainnet
53,0xb12af6c82fa0f45643fd4623c5fd4071e9f86690b9cfcd1ac6ae8c9c91a8198c-121,12325229,0x4fc20ad3bb384764fdc7d588ee3b4dc5eabefce7,MintNSignal,156124949566552848577,156124949566552848577,75000000000000000000000,FDD65maya4xVfPnCjSgDRBz6UBWKAcmGtgY6BmUueJCg,0xbbde25a2c85f55b53b7698b9476610c3d1202d88870e66502ab0076b7218f98a,0,Livepeer
54,0x4cf622dd4b5b516d91b0c861ecfa89b86d37b21a9d7e8c4629ed29610a5ecfc0-49,12325234,0x673b6e9fe607f6ddf4a4f25b386b846c5c82995e,MintNSignal,35604536808857751003,35604536808857751003,24999999999999997902848,GxV9XL6Wnjz75z919NPNdrLhEkqDR99PweUY3oh7Lh94,0x969f6c63e40c58d6836ce6afb2b71417e34c86e50bacf5d3d4c3aa2fa81c5c17,2,DODOEX V2
55,0x6c0010ef0fbc15dc0901fbc189eaff6790fae7f442a6359778ce1900f360afcc-17,12325250,0x673b6e9fe607f6ddf4a4f25b386b846c5c82995e,MintNSignal,35604536808857751003,35604536808857751003,24999999999999997902848,CptFsHp6zar7kdfGYbVAqMeF1wNA1pJs6GaaJvPgeCfu,0xc064c354bc21dd958b1d41b67b8ef161b75d2246b425f68ed4c74964ae705cbd,1,Audius Network Mainnet
56,0x9b5d6cfffe413ab88fa6a58e57af1b383b025ab9d55faee1115d8974f0602e4f-17,12325254,0x673b6e9fe607f6ddf4a4f25b386b846c5c82995e,MintNSignal,35604536808857751003,35604536808857751003,24999999999999997902848,9MDH6TTFm2KZWbo1dBhyktQ7WkWWAbVRSF6Eg65mu9z9,0x4810cc7741423cec7e44fc7ec7a479e521453cbf090e74b6186d3a2264588fe5,1,Enzyme Finance
57,0x65571ee9752e9eec0e66b563fea3e65b2c186b334c973166913dc01b6ceaf928-39,12325279,0x9923c163412e70abf1861562e226ccddc69f9429,MintNSignal,156124949959959955146,156124949959959955146,25000000000000000000000,6v8a77TMhCrSECtSdTAAitCnrqg7cqHuYSDfwoFLhDe2,0x4a008334f8e7ea21be223d15462084f51abcc0e6625f61de806b8456e67e603e,0,PoolTogether v3_1_0
58,0x05ce71630028852953442d74eacdf44973a7d529f4197737c2d122db2fc8ffbe-7,12325282,0x4fc20ad3bb384764fdc7d588ee3b4dc5eabefce7,MintNSignal,156124949959959955145,156124949959959955145,75000000000000000000000,6v8a77TMhCrSECtSdTAAitCnrqg7cqHuYSDfwoFLhDe2,0x4a008334f8e7ea21be223d15462084f51abcc0e6625f61de806b8456e67e603e,0,PoolTogether v3_1_0
59,0xdbe540cd0e8a2231c613f4358b6b748de8be03347d26e4e1f17dc4f222b7dbf8-8,12325284,0x673b6e9fe607f6ddf4a4f25b386b846c5c82995e,MintNSignal,35604536808857751003,35604536808857751003,24999999999999997902848,9V1aHHwkK4uPWgBH6ZLzwqFEkoHTHPS7XHKyjZWe8tEf,0x31f6fb67c823a07a93bae6b022798eebdf86210033c0e97a1402795c0c2fa99b,0,Omen
60,0x8a04e532e0916fff8733208b89b05e6d9a67e34dabe61baa961071135caa194b-39,12325292,0x673b6e9fe607f6ddf4a4f25b386b846c5c82995e,MintNSignal,36856101174303616026,36856101174303616026,24999999999999997902848,6v8a77TMhCrSECtSdTAAitCnrqg7cqHuYSDfwoFLhDe2,0x4a008334f8e7ea21be223d15462084f51abcc0e6625f61de806b8456e67e603e,0,PoolTogether v3_1_0
61,0x684fa1ed0f0e0854e548d477b72bf4503703c4d353bcde966fec2f1640651a3b-19,12325297,0x673b6e9fe607f6ddf4a4f25b386b846c5c82995e,MintNSignal,36856101132770491976,36856101132770491976,24999999999999997902848,FDD65maya4xVfPnCjSgDRBz6UBWKAcmGtgY6BmUueJCg,0xbbde25a2c85f55b53b7698b9476610c3d1202d88870e66502ab0076b7218f98a,0,Livepeer
62,0x75b1b5e62176a706c35733fa109a33fa609c7c2d907af01910a5859145d872a6-7,12325355,0x673b6e9fe607f6ddf4a4f25b386b846c5c82995e,MintNSignal,35604536808857751002,35604536808857751002,24999999999999997902848,HTmE4KFztgBCbs2fdM7ai3jV32nufPs4xqXqfnLU3WRU,0xa7d9d3a173d3d62ce3d05c2d29f3447b04edc248cbcfdb49b205e14247374947,0,mStable Protocol
63,0xbb2f0c8b84db307c952c2a80cd425f519a1c23506b5b52a74277136cbe431b61-62,12325364,0x0f3cf18b37c55f5a319d6cae8d8ba114cb094af0,MintNSignal,2792836834636162,2792836834636162,2000000000000000000,FDD65maya4xVfPnCjSgDRBz6UBWKAcmGtgY6BmUueJCg,0xbbde25a2c85f55b53b7698b9476610c3d1202d88870e66502ab0076b7218f98a,0,Livepeer
64,0x5e3d59ffc046b4c169db9df908269eb2aea14b3ce7b6f7eeb42dcfcfb77e94f9-247,12325368,0x0f3cf18b37c55f5a319d6cae8d8ba114cb094af0,MintNSignal,1949534553861918842,1949534553861918842,1400000000000000000000,FDD65maya4xVfPnCjSgDRBz6UBWKAcmGtgY6BmUueJCg,0xbbde25a2c85f55b53b7698b9476610c3d1202d88870e66502ab0076b7218f98a,0,Livepeer
65,0x9efa93ac945c8f83eec6705339cb91c34ef6d07dd55c87892efb919fb295c3f8-68,12326218,0x76340a7c034195c61a04ca70c26fa40c53562925,MintNSignal,13537495600753523,13537495600753523,10000000000000000000,GxV9XL6Wnjz75z919NPNdrLhEkqDR99PweUY3oh7Lh94,0x969f6c63e40c58d6836ce6afb2b71417e34c86e50bacf5d3d4c3aa2fa81c5c17,2,DODOEX V2
