id,logIndex,blockNumber,indexer,indexingRewardCut,queryFeeCut,type
0x37b0edfd5329cfbe116c0a640dafeca2dbe6fb1723e6ecb5a11eea7d9b653cf1-110,110,11512660,0xd3a3fa4b73e5007a8adef6ccdfc8d05c06a76035,1000000,1000000,delegationParametersUpdateds
0x6d4553fa4ab85c3641b9acc8d2dd9c2379aeb2a4ca099798754174d841e67953-214,214,11513276,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,160000,160000,delegationParametersUpdateds
0x2f455689d9a5bfc057f4eb1709e69039439bc83d3cd2014be17649a66a8db188-172,172,11515534,0x4bd07ae84869eaf4413c1a9873a534109f40cc3a,1000000,1000000,delegationParametersUpdateds
0x2b1bbec79dec5f769013ab307679a3180f8613aa866501b7a702f178614cd6e3-260,260,11515546,0x07051463ca2414f716d37da8cdbcdb5abe4cc239,800000,800000,delegationParametersUpdateds
0x7520b2864db4e4fa286b96f756540bb57bbb40d40810fc1f93892e3ee55cba5f-170,170,11515549,0x75a77853c1bf2490bc39c737581c18ca1dd13231,870000,870000,delegationParametersUpdateds
0xee8115f81f68c3710eba0d5d2e1cd07733226f63f79c8dbecced2cd86ce21760-167,167,11515549,0x75a77853c1bf2490bc39c737581c18ca1dd13231,1000000,1000000,delegationParametersUpdateds
0x9daf2d55e276338193cc9ecfcaad35d73d7ae2696fddd38a4186257d8fc468c9-163,163,11515575,0x8ed9245a00d1f1edc664f32c33c3115f5b2c9a90,1000000,1000000,delegationParametersUpdateds
0xdb5208f09beb6fbee36a207ee29fd878a09dc09c90e53009306ee41dba30973a-260,260,11515587,0x8ed9245a00d1f1edc664f32c33c3115f5b2c9a90,900000,900000,delegationParametersUpdateds
0x182255922092e9dba951c7cba3f451d4e5f1f01b74ec170307f3c3dae876a802-238,238,11515638,0xbbf36ec9311d60513c09f952d7530c2ff37e86b4,1000000,1000000,delegationParametersUpdateds
0x0470b3708fec02ea6a33568960db207e7158366f79de3655a2f429986a389ac3-218,218,11515643,0xbbf36ec9311d60513c09f952d7530c2ff37e86b4,850000,850000,delegationParametersUpdateds
0x7a2c6e419a7ef468646a21a05f7006fe14d78bfefce425ecc27f3cbd17520964-109,109,11515698,0x4d7fdee1f02b7864658d7bc8c650b8901d033b9f,1000000,1000000,delegationParametersUpdateds
0xea4a31b6f5a330dcf350afad79bfaf69ae9a7b1498df21b595caadbfeffc1e6c-140,140,11515698,0x4d7fdee1f02b7864658d7bc8c650b8901d033b9f,890000,890000,delegationParametersUpdateds
0x361787eaf6187a8435b87ff121ec9abd3af1d0d5b5e7ef81de5d8beda9518d5e-153,153,11515881,0x19fbac0891042be71ce60321a17720358575f580,850000,850000,delegationParametersUpdateds
0x97bb67e8a7914866e87717553ee3fd3cd4d80265608fe7380a81a13a4a2d7e6c-170,170,11515932,0x7fa7d0212ac64b48efaf62055b9d2d274d14403f,1000000,1000000,delegationParametersUpdateds
0x8ff3c91190257e0278888b94c9506a8134d55a676efcb001404a4aee228e0ee2-296,296,11515948,0x7fa7d0212ac64b48efaf62055b9d2d274d14403f,900000,900000,delegationParametersUpdateds
0xf8bfb8f8a844fd1efaeae4a8278becfe5d47e300561f7ac34a5786eefc57a1e5-97,97,11515990,0x7fd9cada29b91bad49e49481c0288ba045cf8713,1000000,1000000,delegationParametersUpdateds
0xf4fb7ba0ab6d3cec9e5408ce865ace8c658f75eb7110f0a7c4620bbb7d098715-88,88,11516002,0x7fd9cada29b91bad49e49481c0288ba045cf8713,800000,800000,delegationParametersUpdateds
0x9315d8fee6439df9d6fdc988995ada6ed10af5b668afafd1998c82fce483e796-170,170,11516539,0xbf4af02f7855c7ead52d037349b7a76e48ed47a9,75000,50000,delegationParametersUpdateds
0x00ca05ef19f36e7fd3681c7fe80214394ce82c5ef85123502ce3a1c1db2d43d5-297,297,11516563,0xbf4af02f7855c7ead52d037349b7a76e48ed47a9,75000,50000,delegationParametersUpdateds
0x5d222e940f7df1dc3962f0048973c30f6b1341e385ae4e9716e770bd4ed29b8f-297,297,11516864,0x371be11579c15a0a81b50e06087f363b27e14c36,1000000,1000000,delegationParametersUpdateds
0x3d09f80384d48b0d17f53b96565ed7a99b760a307cb21ba60f251f77efd3fc10-280,280,11516870,0x371be11579c15a0a81b50e06087f363b27e14c36,900000,900000,delegationParametersUpdateds
0x16c8bff7c5b0228e150b7dbc16596c54f4cf695aa85a6e9257415fa2ab5f3bb4-271,271,11517239,0x1a99dd7d916117a523f3ce6510dcfd6bceab11e7,618999,618999,delegationParametersUpdateds
0x3d5966d817ef901a3f2974c76ef27d693da5a74543deb5f8069255bb2319b815-25,25,11517805,0x63c560997b8338f2b033f3ffdcc0f7c680feec45,142069,142069,delegationParametersUpdateds
0x0d1ea63a03c4247ffd8917b132918c17ca7f335e21e2667c4b16b67c7863c7a1-104,104,11517815,0x63c560997b8338f2b033f3ffdcc0f7c680feec45,142069,142069,delegationParametersUpdateds
0x0123ac3c374ae3c4477e6822f0ccd8e634e5c252bb82b536d638697042d54bdb-18,18,11517974,0xd9c7cdf09d868467d9f94f885dd68e850e278118,200000,200000,delegationParametersUpdateds
0xc0173428f9383c1c1945fcc154cd4218fc60c92276b3af9a6fbd5175d03590a4-54,54,11517997,0xd9c7cdf09d868467d9f94f885dd68e850e278118,200000,200000,delegationParametersUpdateds
0xeeba4ffcb2872fb887886396209a4c13f2789e1b4c6ef7847bea197c932be777-104,104,11518383,0x45874192929530cd4e3dd0624df05bee3c13974f,800000,200000,delegationParametersUpdateds
0xd2cbed26bf62775e56d584eec80a3876cd5df195fb517444930ae2b412c93235-138,138,11518533,0x45874192929530cd4e3dd0624df05bee3c13974f,800000,200000,delegationParametersUpdateds
0x89cc90125670ee8d4a6d962d2e2ace18977d8d73e6b20853346a6fcb1ccc830b-152,152,11518818,0x7ddf0c8cb0167870bf7cc5368792c93aeeb15430,890000,890000,delegationParametersUpdateds
0xb8e6039be2432285c7cb53d008ca31e47de42b88ab14cdf5cce5544077df072b-292,292,11519180,0x532433d8f9ead9a35b10929d024b4cccb8c12321,1000000,1000000,delegationParametersUpdateds
0x8fba480dc32597028966b67484663f5513c017b4faa27ea49c2a3c65e980b1af-116,116,11519478,0xa3276e7ab0a162f6a3b5aa6b3089accbaa65d12e,152500,152500,delegationParametersUpdateds
0x3ec73cd5f102c281d83b99b2c6942c1acdb4483a24a3af8a5dad1d215745a20e-64,64,11519484,0x7697a886fc3b71a8a88487019337a6bbe5838f1a,152500,152500,delegationParametersUpdateds
0x024b9f352976aaf2b3d301094fa277a41ffd68533377958f94f81dc1775f679e-179,179,11519949,0xb8f0f81df338338a2672f58e90c2f4b5e45ffacc,1000000,1000000,delegationParametersUpdateds
0x4d8186edbd797af437c90649acede3adef6bc43936b04169b70efe1e4883f502-163,163,11520078,0xb8f0f81df338338a2672f58e90c2f4b5e45ffacc,900000,900000,delegationParametersUpdateds
0xb9afb01417c0f363b779446dd59b317ba8aafd8d598d6510eaa095e2109bace8-157,157,11520130,0xfb5b40098cdfec1564ae5b94d4deed116b887d08,1000000,1000000,delegationParametersUpdateds
0x774b5679cb78818bbb37eb9f45acbae6efdf66743a205e6f7401040a576691b8-229,229,11520152,0xfb5b40098cdfec1564ae5b94d4deed116b887d08,890000,890000,delegationParametersUpdateds
0x096c3ad858b880b27915658606c0ed329f0e783e313089499dc4665246d8fbbe-268,268,11520627,0x3622522a5eb9bba3417ec3d2a437f9d3c5caacee,1000000,1000000,delegationParametersUpdateds
0x391566968234123a13e989012c97ca3720a163001f2a32e85bc945bf6e823cc5-143,143,11520653,0x3622522a5eb9bba3417ec3d2a437f9d3c5caacee,860000,860000,delegationParametersUpdateds
0x7b5146b5c9b24970ee3572e72ab3b618ce54fa76bebae3f1f32f24be1ec237b2-240,240,11520731,0x399235a909238c4e7915e7ce8a5f2898456fd313,900000,900000,delegationParametersUpdateds
0x930da1261293c77cdc92fe0cfad7b1ae177dd865b471b5c75095001d4d7b5a34-140,140,11520766,0xf44964c13b8345302d4a9dfa329c6a002cfc0daf,850000,850000,delegationParametersUpdateds
0x69f39cc42ec5539b79c9efc3ffce1d4bbc89d21f397127956b4c8c7b3f77a50b-302,302,11521308,0xd8410a44041e0a8e758e496113dfb42bef4ed3bc,800000,800000,delegationParametersUpdateds
0x6aefa249b27bf27453bf8c9f94d5932f5c55f2e3e7f79696c6c98a9351aac4fe-229,229,11522035,0xd8410a44041e0a8e758e496113dfb42bef4ed3bc,800000,800000,delegationParametersUpdateds
0xf0bd872be57a366be0ebe5fbb488efaecd5462a3e673917e90b992d756b1d06b-230,230,11522206,0x5a8904be09625965d9aec4bffd30d853438a053e,205507,205507,delegationParametersUpdateds
0x9d3eba07e4769b592f4cb57aa232ceb36bcd884fe93cac577b1f7c7f3babc5f6-226,226,11522722,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,152000,152000,delegationParametersUpdateds
0x5360f42c7d86c7ca5b8634b81a05a2eba7b5e85b959dd1ba97d0df5ef02e9923-163,163,11522917,0xb438830f11820a5e9cdde1363bc49bde2da67f1f,320000,320000,delegationParametersUpdateds
0xada088dcd6ee1102eeb167d12a08c81d6a4117b4e674fd6825ce1a5ee5062190-79,79,11523108,0x696569606ed7e07a3a5f0720f2ece96a79135762,1000000,1000000,delegationParametersUpdateds
0x2312d1e63753bbfca3d169107aed909e699bdc655f102342b088f7dc6eb6f488-172,172,11523134,0xd22c1c1a1fc452e3312489f1e89676e93c3323f0,1000000,1000000,delegationParametersUpdateds
0x993a39db089c26e72d4d6b48637466594d13068e1ff988407055cb3f94d2d4b8-260,260,11523508,0xe06899d681922247973437540323d384ae4b3928,152500,152500,delegationParametersUpdateds
0x544c124ae49e34168e105df9f5ba17dbe6e9bc2f3afe2107ed89a5b35b079561-320,320,11523531,0xc94a2669f719f792f166800fb6ef00fb3a7f5bec,152500,152500,delegationParametersUpdateds
0xfe72e2cbbda22d1af1873d4893c13a2894b3971e315d58196034d110feedbb45-98,98,11523545,0x1692a8710dcf0dce24bd34c028479176b97ee9ef,0,1000000,delegationParametersUpdateds
0x69ccc21f047e941012ff42952d554598c6406f78349094199d002c7969e60668-206,206,11523907,0x50fda0a43d6770a927ebe2909fce1cdcba417801,50,50,delegationParametersUpdateds
0xbe377313d7207c1a4d6a79ba43f197dce0077f89f6f9b42a9312c6f558cfe530-201,201,11523926,0x50fda0a43d6770a927ebe2909fce1cdcba417801,500000,500000,delegationParametersUpdateds
0x33e83308d912b8e10f6a577ee6e00585dd44bb8eaf551333d712ace0c25d9112-80,80,11524906,0xe7a694696a4d11ac0b7ab2dcb99a7fcf200eb00b,200000,200000,delegationParametersUpdateds
0x3725825af9ca2c4a8cf6c74aba51453b5ca10fd1288abd1a7cfb3e8efa1c0b17-242,242,11525079,0xbf4af02f7855c7ead52d037349b7a76e48ed47a9,750000,500000,delegationParametersUpdateds
0x61cd86c57588faf637273a32c65eec236fd21cfdbc42dccac4c8bc8c8aab8195-130,130,11525704,0xbf4af02f7855c7ead52d037349b7a76e48ed47a9,50000,0,delegationParametersUpdateds
0xc423e68d3024620d6781d092925dbdfca51668f6d2b92af45642e199c9ffb328-246,246,11527875,0x34f38671e9ffb8464a268752680444feb8139feb,1000000,1000000,delegationParametersUpdateds
0x62430bbea936fb5d8c03a8b2cb41ec16144c911d376e3bac79aecabc71e63feb-65,65,11527908,0x4bbae81dc703e33cb290c069afac427d96aba895,1000000,1000000,delegationParametersUpdateds
0xe61d453735d2896446fc7b65f67b6b3f476e0f9cb005f74d2e7b3bd1ae952bbc-291,291,11528369,0xf4a097ce3a4efbd1748b2ef2076813961e4e6fa7,750000,750000,delegationParametersUpdateds
0xdbfe85a271ea62c2c68e44694838c877d961d98f75cd2e7237ab9f73ddcb3c82-51,51,11528498,0x03db85e86779febdd96d96ba43ac48382fb1a88d,550000,550000,delegationParametersUpdateds
0x77eba94a2a2b40795ad249001896f740df413d5d103ecedc88a5f547e304f1ff-15,15,11531623,0x7ed9d36539f349808c42187ed4e1753d5947db7a,149000,149000,delegationParametersUpdateds
0x9a44d867f67b3239e9a695ab38eddc9604b31443745cbbb0e06be919a5c3eb94-158,158,11531972,0x5a8904be09625965d9aec4bffd30d853438a053e,200130,200130,delegationParametersUpdateds
0x781d28765b30476c226dd0091f3eae8b9cfa17674d61e6f08cbe335e77364149-46,46,11533262,0x4167eb613d784c910f5dc0f3f0515d61ec6ec8df,550000,550000,delegationParametersUpdateds
0x02a5eeab194bee25566b449e41749a133b6746525f6efdfb1ed39a8386cc9b5a-31,31,11534946,0x79c813f6b6a84b4ab7258db617612f06bde25498,139000,139000,delegationParametersUpdateds
0x816e8cf432f7516fd6ca754bb84f297cd39278b75c7b0f65cbf1b256af3ef830-333,333,11535271,0x362717d3fa1bfe457535b9b716f450b95a858217,500000,550000,delegationParametersUpdateds
0x5855b17126cfb1fbe755dde2765d55eb1a5390383215ca07dc2a221e44d54efd-162,162,11535284,0x4ac761592d1f948058843121133d048dc7dfc7c0,500000,540000,delegationParametersUpdateds
0x5194de686392af0eb8ecae6ac8f8605ab68bbb02668fcef4636ab44fc049dc1e-163,163,11535655,0xe7a694696a4d11ac0b7ab2dcb99a7fcf200eb00b,290000,290000,delegationParametersUpdateds
0xdde2ea605480579bbf900f59f3eb93ffa7f2dd6d23b172a1bf8280a00966ed20-70,70,11535729,0x19fbac0891042be71ce60321a17720358575f580,950000,950000,delegationParametersUpdateds
0x18285cd1e3396af09dd900e6541c6ee02b8b426eac4f0193ba6170e9775f24b1-188,188,11536929,0xe0c1af3235ecee2c085ead8e918cd394986d2303,990000,990000,delegationParametersUpdateds
0x887a1d01634594b318e9ec5b065d4ad09e86b38598d0199c09a3310d2fa7420b-290,290,11537300,0xbd1a939b4e4125254013a0c4573252be2fd9d207,1000000,1000000,delegationParametersUpdateds
0x93a340a0517a84f8e7df4a9b5f87950fbff2b12e65cf601f3ead06ad97c681a0-276,276,11537428,0x62a0bd1d110ff4e5b793119e95fc07c9d1fc8c4a,366648,750000,delegationParametersUpdateds
0xa25fa2bd0a26123db1242e158b6e3475c38ae6a77072fceee8a8c673bcabdf28-152,152,11542202,0xf4a097ce3a4efbd1748b2ef2076813961e4e6fa7,350000,350000,delegationParametersUpdateds
0xc8610d1d3d10c75c9dbb712cf737d6b40db34c27212cb95c101be8ce1366714c-229,229,11542270,0xddc39dceb6d8fb94d8a9b59cf3bf9a1e7ae19034,53,53,delegationParametersUpdateds
0x9d4fb1949422b3cb95dc938c5a261e03a68ef773a47fb3a2583468a94f11b538-47,47,11542277,0xbf4af02f7855c7ead52d037349b7a76e48ed47a9,750000,5,delegationParametersUpdateds
0x3bb454e4a1741f773356e868199da1ac2ebaf5f0ac48f560785e037a93232435-75,75,11542278,0xddc39dceb6d8fb94d8a9b59cf3bf9a1e7ae19034,530000,530000,delegationParametersUpdateds
0x041ae49dae23e6d6c1b9be2637e61d5db0babc2069977dbd7e2db21ee7b67c3d-281,281,11542427,0x1a99dd7d916117a523f3ce6510dcfd6bceab11e7,498999,498999,delegationParametersUpdateds
0x12fa392157718b47b6481cb862e67cbff96d9acc60c19afba5f6fdc8c60dd597-226,226,11543615,0x3eb3297b0e34a7897aa004b66a354053425f7894,487500,487500,delegationParametersUpdateds
0x38f6dcbadd0d20051608ee6008f58c7fc6be2b7ad7c00cb7e2bc50ce66f9d052-275,275,11543906,0x3eb3297b0e34a7897aa004b66a354053425f7894,1000000,1000000,delegationParametersUpdateds
0x4ea8a9d32fa7fc40733badcedcc5767f61788ecb90ba0f0fbf4f1b13e5298486-343,343,11544137,0x3eb3297b0e34a7897aa004b66a354053425f7894,487500,487500,delegationParametersUpdateds
0x29a1326eb83eb0fd00759bca49e1c1568ddb9fce0d436b39409c190bb5ee84d0-148,148,11547129,0x6980fd6c85a98df8180123951e46d673b456699c,1000000,89000,delegationParametersUpdateds
0x94ec051821762f16e6feff4c6cc7dac9ad8abc1a98195fc988428fa16e2e0aa7-276,276,11547151,0x6980fd6c85a98df8180123951e46d673b456699c,1000000,1000000,delegationParametersUpdateds
0xce4db0c25e6db4fd67dadacde2af703b90418f5da730546a4d5eab40dd7b7539-283,283,11548412,0x2c313e9fd1794685d2052af79457c858813b108f,950000,1000000,delegationParametersUpdateds
0x3540f4bfbe5f21cab1b74298411fa0e335f31f4a444a1511ee43961d834496e9-259,259,11548561,0x03db85e86779febdd96d96ba43ac48382fb1a88d,490000,490000,delegationParametersUpdateds
0x0ea5f8d663fc77021e8b0ffc2728dc5ebc1e9c594bf4b96a977199e38a957272-118,118,11549491,0xb06071394531b63b0bac78f27e12dc2beaa913e4,600000,600000,delegationParametersUpdateds
0xd9663fcee0481b0a30aae500d14163ed16a4034cbb2cc083171f6736fb36f6ad-63,63,11550949,0xd9c7cdf09d868467d9f94f885dd68e850e278118,100000,100000,delegationParametersUpdateds
0x5f06661d13c73c6193d8b17d4798a33744161ccc9f1cbc7d3713e57df82f17bc-298,298,11551516,0xbb784d9b398271b7a64f975bebde869409691915,1000000,1000000,delegationParametersUpdateds
0x7256ab367593735514818649fbef13a75e065b0f9f371f677e684c49805a7b60-155,155,11551548,0xbb784d9b398271b7a64f975bebde869409691915,990000,990000,delegationParametersUpdateds
0x5ce449c4e0e044739b35e981c192b91d6acbdb025bd74decba180be9da8c9064-224,224,11553142,0x27ca9cf008a217e828b4b39945034ff8450730d1,50000,50000,delegationParametersUpdateds
0xed510ddab7aa252f7eb6360bbe27d98a8edb5a5c011eb16a2900ef5377094ab2-222,222,11553142,0x27ca9cf008a217e828b4b39945034ff8450730d1,1000000,1000000,delegationParametersUpdateds
0x3f2057126ecb16bb9f1b724f842bff5fef880e5728fb660592434c7da2768971-337,337,11553556,0x76e84025978a0c16fc7ba483718b667388f2973c,960000,100000,delegationParametersUpdateds
0x26e6c26089fdbb60d400f47de3a902a51094d360353c75930e450a7c3b18e056-229,229,11553786,0x76e84025978a0c16fc7ba483718b667388f2973c,600000,100000,delegationParametersUpdateds
0xdea6ba027bb75f00a80d1a7f6be5e0c4f7ee1106ca8088d95320df73b88cf3ea-33,33,11553808,0x76e84025978a0c16fc7ba483718b667388f2973c,960000,100000,delegationParametersUpdateds
0x227eac3c40cb22822eb854128df2ff2bf0fdfdf3ae52477a894e542048f9bd2b-225,225,11553833,0x76e84025978a0c16fc7ba483718b667388f2973c,1000000,1000000,delegationParametersUpdateds
0x9511130b212ca4987b1256245a922b05a0d7f507ad33f0336dd20dd16aa9b2eb-224,224,11554890,0xbf4af02f7855c7ead52d037349b7a76e48ed47a9,350000,0,delegationParametersUpdateds
0x93de627eec8b971c996646d253cb182fe522547c58264b9ebcc78e3e67ef0e0e-277,277,11555411,0x453b5e165cf98ff60167ccd3560ebf8d436ca86c,1000000,1000000,delegationParametersUpdateds
0x06aecfa3fecc3721cf2757d339f046b31d38a71f5d87a12bc769dccb711ef30b-295,295,11556327,0x8a1729fe84c53c231c7ae53a5bec3f6e9953cb4b,1000000,1000000,delegationParametersUpdateds
0xbb666eff180a65253d0d13f3768b3d3b5f1487387f4621ff223924ac4e545298-24,24,11556343,0x8a1729fe84c53c231c7ae53a5bec3f6e9953cb4b,990000,990000,delegationParametersUpdateds
0xbb194e8a0f572952d8c76460ae103b56abb33f2c4be21a86bee3d6e3831cff22-3,3,11557241,0x63c560997b8338f2b033f3ffdcc0f7c680feec45,169420,169420,delegationParametersUpdateds
0xe20785e0bebecb434f15dafc3f1cd9323bfec974864636f7cbfbb92140d5c41b-21,21,11557246,0x63c560997b8338f2b033f3ffdcc0f7c680feec45,156900,156900,delegationParametersUpdateds
0x67bc0cc4565da424ed5ff3bb9d6d805c2e3f214099638cb610c7fcd9e6c5fd05-183,183,11557861,0x5a8904be09625965d9aec4bffd30d853438a053e,197486,197486,delegationParametersUpdateds
0xded92a7652f9c05373d3ace22708573b892592b5331e74c1533a8ca9ad4fd221-231,231,11561445,0xfd12a5a7bc7f2eb4904a8177418dbb0bf094ba16,200000,200000,delegationParametersUpdateds
0x4417f3f79333e6acd9ddd037902ed6828c154fe590b334aa42b6cfa4f77d610b-77,77,11561881,0xbf4af02f7855c7ead52d037349b7a76e48ed47a9,0,0,delegationParametersUpdateds
0x2b14a71fd44b3ec2bed7de0db62c1117c2b0761edde515fe9ad9ed830b60d763-1,1,11564761,0x4167eb613d784c910f5dc0f3f0515d61ec6ec8df,550000,550000,delegationParametersUpdateds
0xbdb8f43bf738b2c00706a0bc05ccb1bcb8349ea336953a1b044ee9d326881ae3-68,68,11566795,0x76e84025978a0c16fc7ba483718b667388f2973c,100000,1000000,delegationParametersUpdateds
0x11e283f1c93967964539f4e04c7d304a90d221f00e22fef03b95d1b87eecd9c7-187,187,11566843,0x76e84025978a0c16fc7ba483718b667388f2973c,1000000,1000000,delegationParametersUpdateds
0x0913703275b956fac0718c69d17edb70422db27ceecb8be76864ba576e680385-251,251,11567436,0x4ac761592d1f948058843121133d048dc7dfc7c0,500000,490000,delegationParametersUpdateds
0x3d0e4f87666cd0fc924837df15d39f4bf242523ca6fde58a39367a8e47580ec1-275,275,11567440,0x362717d3fa1bfe457535b9b716f450b95a858217,500000,490000,delegationParametersUpdateds
0xc23f6c89f54c1214205441b26be7b8058f2de1320b640073ca98135cffdff001-59,59,11568661,0x8a1729fe84c53c231c7ae53a5bec3f6e9953cb4b,99000,99000,delegationParametersUpdateds
0xbe3083eb75a53caebab528ae3f5d55da4e636663f137dd83785a09c1c6df4f2a-261,261,11568669,0xbb784d9b398271b7a64f975bebde869409691915,99000,99000,delegationParametersUpdateds
0x81a3dc3ea4d5d8ddc62bb0ee476a80c8802ad93b6b646008202e29b68ba2eeff-141,141,11570002,0x1692a8710dcf0dce24bd34c028479176b97ee9ef,160000,1000000,delegationParametersUpdateds
0x7a20880bbd2295b97ea60e4329e27ad5f70d2764b0d1f370593272855c5b4482-252,252,11570107,0xbe9d7c691792937ca7e2535652886ff390cc5b86,95000,95000,delegationParametersUpdateds
0xbfad79dfcc53cc5a58ae73ddb3537777687487c19986b687d613966d16cb8910-228,228,11570888,0x5a8904be09625965d9aec4bffd30d853438a053e,196473,196473,delegationParametersUpdateds
0x50d647f875b2f64ec146b8245d26b4032b0b76510170a7af0385795214fc6c3c-324,324,11570892,0xbf4af02f7855c7ead52d037349b7a76e48ed47a9,399999,399999,delegationParametersUpdateds
0x824b72555ef401c3e5c5319254f7cc681f8742df0ffe7789fa1cbcd6b8ff141f-67,67,11573298,0x4bbfbd1320093858d877ab0c8cd91ef0ce065318,1000000,1000000,delegationParametersUpdateds
0xb0153ada754e4e91371c0020755e09272fbbad8030d58192ca722b6076ae469a-235,235,11573469,0x4bbfbd1320093858d877ab0c8cd91ef0ce065318,900000,900000,delegationParametersUpdateds
0x01d80a744de5ef627827d3d1bdf4f11c3f401e70ae67b73df4a43ef842d66e9b-216,216,11573489,0x4bbfbd1320093858d877ab0c8cd91ef0ce065318,133700,133700,delegationParametersUpdateds
0x23b45e2214ee4b66d022adf623efe965f4126987bb63c0b64ac968126528d473-58,58,11574545,0xf3f182e859f789af8d6c2223d15c691471c79a2b,280000,280000,delegationParametersUpdateds
0xbcda851f55f441ce83aff7363d3c330f813773a572173174fb63dfd7b6be9393-90,90,11574570,0xf3f182e859f789af8d6c2223d15c691471c79a2b,720000,280000,delegationParametersUpdateds
0xd03390f0d309dbbd60918efef2231b3433d6b1b4d633b278f18ba1d4f1bb2653-17,17,11574591,0xf3f182e859f789af8d6c2223d15c691471c79a2b,280000,280000,delegationParametersUpdateds
0x86bcef54cf43bd77d391be965b211c73431c1ffb6e9c39752694201c79a4cecc-263,263,11575920,0x1a99dd7d916117a523f3ce6510dcfd6bceab11e7,249500,249500,delegationParametersUpdateds
0xf36de90e2baaab06fbd4d4fd1c8c011e9918101b1734d632b653377b87d6df66-330,330,11579744,0xf3f182e859f789af8d6c2223d15c691471c79a2b,280000,280000,delegationParametersUpdateds
0xe1c8d94981d9c9a1eebaf272669532608ff96fba27b5f41591d6f969d672f597-159,159,11588183,0xd11eb5db7cfbb9ecae4b62e71ec0a461f6baf669,800000,800000,delegationParametersUpdateds
0x9a7723e0df364c53401ade07782a2942cdf0a669111e30142722e953f8df4a67-223,223,11588402,0xb06071394531b63b0bac78f27e12dc2beaa913e4,200000,200000,delegationParametersUpdateds
0xb4207028d635ef0c537a22c49753081700adea18ec6900010e7ede41ac5ba620-107,107,11589539,0x720a98087160bfdb282f695abe6f9ac966b03d43,200000,800000,delegationParametersUpdateds
0x55ef75c4c6262239713630a390dfcf08ec79c4d75ecd04789b2dafff5d9cb205-21,21,11590067,0x4d6a8776a164776c93618233a0003e8894e7e6c2,100000,100000,delegationParametersUpdateds
0x05e05ca4448a680760ea2b8ff32a1903325303fcd2e77eba0149537525971177-193,193,11590278,0x3eb3297b0e34a7897aa004b66a354053425f7894,330000,330000,delegationParametersUpdateds
0xcfc6cbbd6d882c60302f3cdc27e1f37ea1f09a411a1ea707d29671c0de40f869-215,215,11590335,0x671bc7a0ffa02b0ee90ee03bcd11915df011503a,120000,120000,delegationParametersUpdateds
0x7f446d6ea33f610dcfa5332e05475413dbe02d997aebc6241d456f4a3a43528a-270,270,11590404,0xd9c7cdf09d868467d9f94f885dd68e850e278118,300000,300000,delegationParametersUpdateds
0x71852253ee71648ef913aaec8f4426074e7427279f45bfe9f1dad96439ffc716-59,59,11594725,0xf304928be241aaa4d3bc6b95328300b5691aab9e,100000,100000,delegationParametersUpdateds
0x86c498cd2b6e32ed06a291dcf45a7b1736ec9fd5ac1cce949e7838b4951b942a-96,96,11596784,0x1692a8710dcf0dce24bd34c028479176b97ee9ef,160000,800000,delegationParametersUpdateds
0xa786d2a5483f14057366971b12581f03d340ea1c81e777a0dc6c6ae57c34d5f3-65,65,11597191,0xb06071394531b63b0bac78f27e12dc2beaa913e4,150000,100000,delegationParametersUpdateds
0xf728cc9789d3d1a840a8d5fa5080021c44fcb6c4361533a5bd7957ae8f193be4-45,45,11597351,0x5a8904be09625965d9aec4bffd30d853438a053e,182085,182085,delegationParametersUpdateds
0x02f7f33c57796b230ee7e5d2edd04d9e1c91f2af54f55e37d6af8fa0162deb97-214,214,11602255,0xe183718f4a2a8cfc7fde85dc0a36cf64e5657a14,1000000,1000000,delegationParametersUpdateds
0x11f5c89f6817dc507d6426a03fb9d3190ad1c5bdbfff19c64b0cd50d94b24cc3-34,34,11602454,0x5a8904be09625965d9aec4bffd30d853438a053e,159728,159728,delegationParametersUpdateds
0x56625a197cd123f3a04cc71983497aee144a43fa0e524784b7fe01fab877bd42-169,169,11604004,0x5a8904be09625965d9aec4bffd30d853438a053e,154988,154988,delegationParametersUpdateds
0x5a56ad3d7f4435a84e494b480d717f06835138b448d8dca41da4096acf2b0bc1-116,116,11604096,0x1a6a74648ff8146f9b7df3a7e322506612e13e6a,750000,750000,delegationParametersUpdateds
0x999c9acd9f57936d90c4733f99b3dee8bb3ec7a836f6532568b2eded79485b0f-260,260,11605936,0x39839abed87475422c5353256d17e08395c3af6b,800000,700000,delegationParametersUpdateds
0xeb7391643549fde78534a07cb9b2cb8b9bbb4515d435fe3b68e5e0adf8a107da-181,181,11608421,0x34f38671e9ffb8464a268752680444feb8139feb,500000,500000,delegationParametersUpdateds
0x3a9589b0f4f79bc7366026b7d18e79b0a184af42592e9191f57a6608e0b87b6c-268,268,11608484,0x4b1c684dc4ad3c77cbaae5f16051c269b79116d2,1000000,1000000,delegationParametersUpdateds
0x5185380f0473824382da16cd6fed96c06f79f712b09700bb812642c724093823-207,207,11609475,0x45ac0ac13cb89e285282b1034e6eedcffb42cc2d,1000000,1000000,delegationParametersUpdateds
0x0ca5ea610ad12f98f56c5bc3dc639113252d342e90894a48e97bbe660c4ac8ed-281,281,11611612,0x45ac0ac13cb89e285282b1034e6eedcffb42cc2d,177777,177777,delegationParametersUpdateds
